_id,label,id,token,sentence
Q560307_258,ENTITY,_b4yDoyVQc,Akinwande,0
Q560307_259,ENTITY,_b4yDoyVQc,Oluwole,0
Q560307_260,ENTITY,_b4yDoyVQc,Babatunde,0
Q560307_261,ENTITY,_b4yDoyVQc,Soyinka,0
,,,(,0
,,,Yoruba,0
,,,:,0
,,,Akínwándé,0
,,,Olúwo̩lé,0
,,,Babátúndé,0
,,,S̩óyíinká,0
,,,;,0
,,,born,0
,,,13,0
,,,July,0
,,,1934,0
,,,),0
,,,",",0
,,,known,0
,,,as,0
,,,Wole,0
,,,Soyinka,0
,,,(,0
,,,pronounced,0
,,, ,0
,,,),0
,,,",",0
Q560307_266,EVENT-GR,Ns9MUz3rQ0,is,0
,,,a,0
,,,Nigerian,0
Q560307_262,EVENT,1-igIUsU5t,playwright,0
,,,",",0
Q560307_263,EVENT,khue5mLy-r,novelist,0
,,,",",0
Q560307_264,EVENT,Vxjj6J96Sl,poet,0
,,,",",0
,,,and,0
Q560307_265,EVENT,zw-ERWOLP9,essayist,0
,,,in,0
,,,the,0
,,,English,0
,,,language,0
,,,.,0
Q560307_267,ENTITY,0IkhfK3SxL,He,1
,,,was,1
Q560307_1,EVENT,pvA05owMJN,awarded,1
,,,the,1
,,,1986,1
,,,Nobel,1
,,,Prize,1
,,,in,1
,,,Literature,1
,,,",",1
,,,the,1
,,,first,1
,,,sub,1
,,,-,1
,,,Saharan,1
,,,African,1
,,,to,1
,,,be,1
,,,honoured,1
,,,in,1
,,,that,1
,,,category,1
,,,.,1
Q560307_268,ENTITY,NGQ-lvJIFy,Soyinka,2
,,,was,2
Q560307_2,EVENT,FvFCJpfLAA,born,2
,,,into,2
,,,a,2
,,,Yoruba,2
,,,family,2
,,,in,2
,,,Abeokuta,2
,,,.,2
,,,In,3
,,,1954,3
,,,",",3
Q560307_269,ENTITY,nA1ECkaI0f,he,3
Q560307_3,EVENT,Wrs5K1dmZo,attended,3
,,,Government,3
,,,College,3
,,,in,3
,,,Ibadan,3
,,,",",3
,,,and,3
,,,subsequently,3
,,,University,3
,,,College,3
,,,Ibadan,3
,,,and,3
,,,the,3
,,,University,3
,,,of,3
,,,Leeds,3
,,,in,3
,,,England,3
,,,.,3
,,,After,4
Q560307_4,EVENT,pmqM8CxDdA,studying,4
,,,in,4
,,,Nigeria,4
,,,and,4
,,,the,4
,,,UK,4
,,,",",4
Q560307_270,ENTITY,L0m9wEIybf,he,4
Q560307_5,EVENT,c04oigVUm6,worked,4
,,,with,4
,,,the,4
,,,Royal,4
,,,Court,4
,,,Theatre,4
,,,in,4
,,,London,4
,,,.,4
Q560307_271,ENTITY,R7U4LCtyeZ,He,5
Q560307_6,EVENT,TjRxcGPhaz,went,5
,,,on,5
,,,to,5
Q560307_7,EVENT,ss7ApYyR-7,write,5
,,,plays,5
,,,that,5
,,,were,5
,,,produced,5
,,,in,5
,,,both,5
,,,countries,5
,,,",",5
,,,in,5
,,,theatres,5
,,,and,5
,,,on,5
,,,radio,5
,,,.,5
Q560307_272,ENTITY,z_9X2DbDeD,He,6
Q560307_9,EVENT-GR,7H7Wjk2huK,took,6
,,,an,6
Q560307_8,EVENT,q5IRwsmxwp,active,6
,,,role,6
,,,in,6
,,,Nigeria,6
,,,'s,6
,,,political,6
,,,history,6
,,,and,6
,,,its,6
,,,campaign,6
,,,for,6
,,,independence,6
,,,from,6
,,,British,6
,,,colonial,6
,,,rule,6
,,,.,6
,,,In,7
,,,1965,7
,,,",",7
Q560307_273,ENTITY,HS2ySafwku,he,7
Q560307_10,EVENT,57Aw5fZxeS,seized,7
,,,the,7
,,,Western,7
,,,Nigeria,7
,,,Broadcasting,7
,,,Service,7
,,,studio,7
,,,and,7
Q560307_12,EVENT,WcNlQ8mEHh,broadcast,7
,,,a,7
Q560307_11,EVENT,EsMjxizGSL,demand,7
,,,for,7
,,,the,7
Q560307_274,EVENT,5DKx69vG09,cancellation,7
,,,of,7
,,,the,7
,,,Western,7
,,,Nigeria,7
,,,Regional,7
,,,Elections,7
,,,.,7
,,,In,8
,,,1967,8
,,,",",8
,,,during,8
,,,the,8
,,,Nigerian,8
,,,Civil,8
,,,War,8
,,,",",8
Q560307_275,ENTITY,pmzEBXv_NI,he,8
,,,was,8
Q560307_13,EVENT,BvpIG-kdcu,arrested,8
,,,by,8
,,,the,8
