_id,label,id,token,sentence
Q560307_1,ENTITY,jfLSZ7VO5t,Amiri,0
Q560307_2,ENTITY,jfLSZ7VO5t,Baraka,0
,,,(,0
,,,born,0
,,,Everett,0
,,,Leroy,0
,,,Jones,0
,,,;,0
,,,October,0
,,,7,0
,,,",",0
,,,1934,0
,,,–,0
,,,January,0
,,,9,0
,,,",",0
,,,2014,0
,,,),0
,,,",",0
,,,previously,0
,,,known,0
,,,as,0
,,,LeRoi,0
,,,Jones,0
,,,and,0
,,,Imamu,0
,,,Amear,0
,,,Baraka,0
,,,",",0
Q560307_3,EVENT-GR,kT5h8CYk7F,was,0
,,,an,0
,,,American,0
Q560307_4,EVENT,xuGCtoCR9u,writer,0
,,,of,0
,,,poetry,0
,,,",",0
,,,drama,0
,,,",",0
,,,fiction,0
,,,",",0
,,,essays,0
,,,and,0
,,,music,0
,,,criticism,0
,,,.,0
Q560307_5,ENTITY,4rUAWp6vZd,He,1
Q560307_6,EVENT-GR,Z62X2ANCFP,was,1
,,,the,1
Q560307_7,EVENT,Gq6OTmF8CL,author,1
,,,of,1
,,,numerous,1
,,,books,1
,,,of,1
,,,poetry,1
,,,and,1
Q560307_8,EVENT,2LhCI9mavL,taught,1
,,,at,1
,,,several,1
,,,universities,1
,,,",",1
,,,including,1
,,,the,1
,,,University,1
,,,at,1
,,,Buffalo,1
,,,and,1
,,,Stony,1
,,,Brook,1
,,,University,1
,,,.,1
Q560307_10,ENTITY,k9rL9jVBd3,He,2
Q560307_9,EVENT,JXtEH59GWB,received,2
,,,the,2
,,,PEN,2
,,,/,2
,,,Beyond,2
,,,Margins,2
Q560307_11,EVENT,JDSzYul0ZT,Award,2
,,,in,2
,,,2008,2
,,,for,2
,,,Tales,2
,,,of,2
,,,the,2
,,,Out,2
,,,and,2
,,,the,2
,,,Gone,2
,,,.,2
,,,Baraka,3
,,,'s,3
,,,career,3
,,,spanned,3
,,,nearly,3
,,,52,3
,,,years,3
,,,",",3
,,,and,3
Q560307_501,ENTITY,WJNGqAbYg9,his,3
Q560307_502,ENTITY,WJNGqAbYg9,themes,3
Q560307_12,EVENT,OwYQRhCWBr,range,3
,,,from,3
,,,black,3
,,,liberation,3
,,,to,3
,,,white,3
,,,racism,3
,,,.,3
,,,Some,4
,,,poems,4
,,,that,4
,,,are,4
,,,always,4
Q560307_13,EVENT,iV-Q-B4iHz,associated,4
,,,with,4
Q560307_503,ENTITY,GaedTr0KJ0,him,4
,,,are,4
,,,"""",4
,,,The,4
,,,Music,4
,,,:,4
,,,Reflection,4
,,,on,4
,,,Jazz,4
,,,and,4
,,,Blues,4
,,,"""",4
,,,",",4
,,,"""",4
,,,The,4
,,,Book,4
,,,of,4
,,,Monk,4
,,,"""",4
,,,",",4
,,,and,4
,,,"""",4
,,,New,4
,,,Music,4
,,,",",4
,,,New,4
,,,Poetry,4
,,,"""",4
,,,",",4
,,,works,4
,,,that,4
Q560307_14,EVENT,d52klOjjLU,draw,4
,,,on,4
,,,topics,4
,,,from,4
,,,the,4
,,,worlds,4
,,,of,4
,,,society,4
,,,",",4
,,,music,4
,,,",",4
,,,and,4
,,,literature,4
,,,.,4
Q560307_497,ENTITY,YkwcGF8HcP,Baraka,5
Q560307_498,ENTITY,YkwcGF8HcP,'s,5
Q560307_499,EVENT,ZvGuHDkSfK,poetry,5
,,,and,5
Q560307_500,EVENT,AkSxfTzfL5,writing,5
,,,have,5
Q560307_15,EVENT,eP0CZdxN2r,attracted,5
,,,both,5
,,,high,5
,,,praise,5
,,,and,5
,,,condemnation,5
,,,.,5
,,,In,6
,,,the,6
,,,African,6
,,,-,6
,,,American,6
,,,community,6
,,,",",6
,,,some,6
Q560307_16,EVENT,WuPKEHIoQ3,compare,6
Q560307_17,ENTITY,aro_CabQAX,Baraka,6
,,,to,6
,,,James,6
,,,Baldwin,6
,,,and,6
Q560307_18,EVENT,8_LayCe5EG,recognize,6
Q560307_19,ENTITY,6wUooGgRdB,him,6
,,,as,6
,,,one,6
,,,of,6
,,,the,6
,,,most,6
Q560307_20,EVENT,R2pXMLB-hf,respected,6
,,,and,6
,,,most,6
,,,widely,6
Q560307_21,EVENT,OtDhBWLhva,published,6
,,,black,6
,,,writers,6
,,,of,6
,,,his,6
,,,generation,6
,,,.,6
,,,Others,7
,,,have,7
Q560307_24,EVENT,xPrQIs2gYU,said,7
Q560307_22,ENTITY,zbANIfuGQl,his,7
Q560307_23,ENTITY,zbANIfuGQl,work,7
,,,is,7
,,,an,7
Q560307_26,EVENT,t3ZuAdAaNl,expression,7
,,,of,7
,,,violence,7
,,,",",7
,,,misogyny,7
,,,",",7
,,,and,7
,,,homophobia,7
,,,.,7
,,,Regardless,8
,,,of,8
,,,one,8
,,,'s,8
,,,viewpoint,8
,,,",",8
,,,Baraka,8
,,,'s,8
,,,plays,8
,,,",",8
,,,poetry,8
,,,",",8
,,,and,8
,,,essays,8
,,,have,8
,,,been,8
,,,described,8
,,,by,8
,,,scholars,8
,,,as,8
,,,constituting,8
,,,defining,8
,,,texts,8
,,,for,8
,,,African,8
,,,-,8
,,,American,8
,,,culture,8
,,,.,8
Q560307_27,ENTITY,h1nbOW5SjX,Baraka,9
Q560307_28,ENTITY,h1nbOW5SjX,'s,9
,,,brief,9
Q560307_29,EVENT,qBOEYtkZc1,tenure,9
,,,as,9
,,,Poet,9
,,,Laureate,9
,,,of,9
,,,New,9
,,,Jersey,9
