_id,label,id,token,sentence
Q560307_1,ENTITY,0_uX6xdNqT,Maya,0
Q560307_2,ENTITY,0_uX6xdNqT,Angelou,0
,,,(,0
,,,/ˈændʒəloʊ/,0
,,,(,0
,,,listen,0
,,,),0
,,,AN,0
,,,-,0
,,,jə,0
,,,-,0
,,,loh,0
,,,;,0
,,,born,0
,,,Marguerite,0
,,,Annie,0
,,,Johnson,0
,,,;,0
,,,April,0
,,,4,0
,,,",",0
,,,1928,0
,,, ,0
,,,–,0
,,,May,0
,,,28,0
,,,",",0
,,,2014,0
,,,),0
Q560307_3,EVENT-GR,a5mI1xVA25,was,0
,,,an,0
,,,American,0
Q560307_4,EVENT,oNCk3wXFHV,poet,0
,,,",",0
Q560307_5,EVENT,rshYBAzWGA,memoirist,0
,,,",",0
,,,and,0
,,,civil,0
,,,rights,0
Q560307_6,EVENT,bqlg_WpEKU,activist,0
,,,.,0
Q560307_7,ENTITY,1V-QnSdKeK,She,1
Q560307_8,EVENT,3fvSP1jLca,published,1
,,,seven,1
,,,autobiographies,1
,,,",",1
,,,three,1
,,,books,1
,,,of,1
,,,essays,1
,,,",",1
,,,several,1
,,,books,1
,,,of,1
,,,poetry,1
,,,",",1
,,,and,1
,,,is,1
Q560307_9,EVENT,-Xb2B33vAb,credited,1
,,,with,1
,,,a,1
,,,list,1
,,,of,1
,,,plays,1
,,,",",1
,,,movies,1
,,,",",1
,,,and,1
,,,television,1
,,,shows,1
,,,spanning,1
,,,over,1
,,,50,1
,,,years,1
,,,.,1
Q560307_10,ENTITY,0df7dDBTft,She,2
Q560307_11,EVENT,xctZ9aqcJs,received,2
,,,dozens,2
,,,of,2
Q560307_12,EVENT,Bx7px4SbyH,awards,2
,,,and,2
,,,more,2
,,,than,2
,,,50,2
,,,honorary,2
Q560307_13,EVENT,LSj1mHxJhp,degrees,2
,,,.,2
Q560307_14,ENTITY,vdlm2gND0H,Angelou,3
,,,is,3
,,,best,3
Q560307_15,EVENT,o6DhFDx-pa,known,3
,,,for,3
,,,her,3
,,,series,3
,,,of,3
,,,seven,3
,,,autobiographies,3
,,,",",3
,,,which,3
,,,focus,3
,,,on,3
,,,her,3
,,,childhood,3
,,,and,3
,,,early,3
,,,adult,3
,,,experiences,3
,,,.,3
,,,The,4
,,,first,4
,,,",",4
,,,I,4
,,,Know,4
,,,Why,4
,,,the,4
,,,Caged,4
,,,Bird,4
,,,Sings,4
,,,(,4
,,,1969,4
,,,),4
,,,",",4
Q560307_19,EVENT,tKsBM6_V0S,tells,4
Q560307_16,ENTITY,uEX9Px0m00,of,4
Q560307_17,ENTITY,uEX9Px0m00,her,4
Q560307_18,ENTITY,uEX9Px0m00,life,4
,,,up,4
,,,to,4
,,,the,4
,,,age,4
,,,of,4
,,,17,4
,,,and,4
Q560307_20,EVENT,SLlcGRjkI6,brought,4
Q560307_21,ENTITY,jn5sfhAqQA,her,4
,,,international,4
Q560307_22,EVENT,YuZRjf58Fb,recognition,4
,,,and,4
Q560307_23,EVENT,Nial0B56tE,acclaim,4
,,,.,4
Q560307_24,ENTITY,b0MWYA535R,She,5
Q560307_25,EVENT-GR,6IsRIM2Ioe,became,5
