_id,label,id,token,sentence
,,,Israeli,0
,,,President,0
,,,’s,0
,,,Award,0
,,,for,0
,,,peace,0
,,,culture,0
,,,.,0
,,,Laureate,1
,,,Tèmoignage,1
,,,Prize,1
,,,",",1
,,,Paris,1
,,,",",1
,,,2014,1
,,,.,1
Q560307_42,ENTITY,QBiL-uOEBA,Ada,2
Q560307_43,ENTITY,QBiL-uOEBA,Aharoni,2
,,,(,2
,,,Hebrew,2
,,,:,2
,,,עדה,2
,,,אהרוני‎,2
,,,;,2
,,,born,2
,,,Andrée,2
,,,Yadid,2
,,,",",2
,,,1933,2
,,,),2
,,,is,2
,,,an,2
,,,Egyptian,2
,,,-,2
,,,born,2
,,,Israeli,2
Q560307_45,EVENT,6WZkasWZ6p,poet,2
,,,",",2
Q560307_46,EVENT,BC6FOXJHse,writer,2
,,,",",2
Q560307_47,EVENT,mBNJRuCbvW,lecturer,2
,,,",",2
Q560307_48,EVENT,1rmcM1c8jj,sociologist,2
,,,and,2
,,,peace,2
Q560307_49,EVENT,4-SfYQ8ihE,researcher,2
,,,.,2
,,,Since,3
Q560307_50,ENTITY,hhyVU6ZDMy,her,3
Q560307_51,ENTITY,hhyVU6ZDMy,first,3
Q560307_52,ENTITY,hhyVU6ZDMy,poetry,3
Q560307_53,ENTITY,hhyVU6ZDMy,book,3
,,,",",3
,,,Poems,3
,,,from,3
,,,Israel,3
,,,",",3
,,,was,3
Q560307_1,EVENT,j21DmwirwD,launched,3
,,,in,3
,,,1972,3
Q560307_54,ENTITY,HhPucbrRQJ,she,3
,,,has,3
Q560307_2,EVENT,w9VswDur7C,published,3
,,,34,3
,,,books,3
,,,",",3
,,,including,3
,,,peace,3
,,,poetry,3
,,,",",3
,,,historical,3
,,,novels,3
,,,",",3
,,,sociology,3
,,,and,3
,,,history,3
,,,books,3
,,,",",3
,,,biographies,3
,,,",",3
,,,drama,3
,,,",",3
,,,film,3
,,,-,3
,,,scripts,3
,,,",",3
,,,literary,3
,,,criticism,3
,,,",",3
,,,and,3
,,,books,3
,,,for,3
,,,children,3
,,,.,3
,,,The,4
,,,uprooting,4
,,,of,4
,,,the,4
,,,Jews,4
,,,from,4
,,,Egypt,4
,,,",",4
,,,including,4
,,,herself,4
,,,",",4
,,,following,4
,,,the,4
,,,establishment,4
,,,of,4
,,,Israel,4
,,,in,4
,,,1948,4
Q560307_44,EVENT-GR,HMbX2epYuc,is,4
,,,one,4
,,,of,4
,,,the,4
,,,main,4
,,,topics,4
,,,in,4
,,,many,4
,,,of,4
,,,her,4
,,,novels,4
,,,.,4
Q560307_55,ENTITY,rOqE5jpqhL,Her,5
,,,research,5
,,,on,5
,,,this,5
,,,"""",5
,,,Second,5
,,,Exodus,5
,,,"""",5
,,,has,5
,,,been,5
,,,a,5
,,,major,5
,,,focus,5
,,,in,5
