_id,label,id,token,sentence
Q560307_1,ENTITY,gdKp8sVse8,Dwight,0
Q560307_2,ENTITY,gdKp8sVse8,D.,0
Q560307_3,ENTITY,gdKp8sVse8,York,0
,,,(,0
,,,born,0
,,,June,0
,,,26,0
,,,",",0
,,,1945,0
,,,),0
,,,",",0
,,,also,0
,,,known,0
,,,as,0
,,,Malachi,0
,,,Z.,0
,,,York,0
,,,",",0
,,,Issa,0
,,,Al,0
,,,Haadi,0
,,,Al,0
,,,Mahdi,0
,,,",",0
,,,Dr.,0
,,,York,0
,,,",",0
,,,et,0
,,,alii,0
,,,",",0
Q560307_4,EVENT-GR,kaX76-_k4F,is,0
,,,an,0
,,,American,0
Q560307_5,EVENT,D33JBgTYXG,criminal,0
,,,",",0
Q560307_6,EVENT,x_epSQo7qC,musician,0
,,,",",0
,,,and,0
Q560307_7,EVENT,E8B8N3TsWR,writer,0
,,,who,0
,,,is,0
Q560307_9,EVENT,XUB9vCnoc1,known,0
,,,as,0
,,,the,0
,,,founding,0
Q560307_8,EVENT,ycbXGBDr_5,leader,0
,,,of,0
,,,various,0
,,,religious,0
,,,/,0
,,,political,0
,,,groups,0
,,,",",0
,,,including,0
,,,most,0
,,,notably,0
,,,the,0
,,,United,0
,,,Nation,0
,,,of,0
,,,Nuwaubian,0
,,,Moors,0
,,,",",0
,,,a,0
,,,religious,0
,,,ministry,0
,,,that,0
,,,has,0
,,,existed,0
,,,in,0
,,,some,0
,,,form,0
,,,since,0
,,,the,0
,,,1960s,0
,,,.,0
Q560307_10,ENTITY,oHx0NhjugY,He,1
,,,is,1
,,,a,1
,,,convicted,1
,,,child,1
Q560307_11,EVENT,a5uVWgmXPB,molester,1
,,,.,1
Q560307_248,ENTITY,qeVWSWwWwf,He,2
,,,and,2
,,,his,2
,,,group,2
,,,were,2
Q560307_12,EVENT,aqN4UzDRkH,based,2
,,,in,2
,,,Brooklyn,2
,,,",",2
,,,New,2
,,,York,2
,,,.,2
,,,Around,3
,,,1990,3
,,,the,3
,,,community,3
Q560307_13,EVENT,uIjyZxdN9C,relocated,3
,,,to,3
,,,rural,3
,,,Putnam,3
,,,County,3
,,,",",3
,,,Georgia,3
,,,",",3
,,,where,3
Q560307_15,ENTITY,IaMmxj9Zuc,they,3
Q560307_14,EVENT,uBD22t3Vwe,built,3
,,,a,3
,,,large,3
,,,complex,3
,,,.,3
Q560307_16,ENTITY,HNhCOgCRHZ,York,4
,,,was,4
Q560307_17,EVENT,hrmkN4tS_P,convicted,4
,,,in,4
,,,2004,4
,,,of,4
,,,child,4
Q560307_18,EVENT,Biq7VVJsq-,molestation,4
,,,and,4
Q560307_19,EVENT,UYYn0dccpm,violations,4
,,,of,4
,,,the,4
,,,Racketeer,4
,,,Influenced,4
,,,and,4
,,,Corrupt,4
,,,Organizations,4
,,,Act,4
,,,.,4
Q560307_20,ENTITY,u5n0uDZpo_,He,5
,,,is,5
Q560307_21,EVENT,gqV2EFPhVe,serving,5
,,,a,5
,,,135-year,5
,,,sentence,5
,,,.,5
Q560307_22,ENTITY,kYWuvK3k6Q,York,6
Q560307_23,EVENT,OlNto_bGoe,began,6
,,,his,6
Q560307_24,EVENT,tM2Lp6U1El,ministry,6
