text,label,sentence
How,0,0
to,0,0
Grow,0,0
Beavertail,0,0
Cactus,0,0
The,0,0
Beavertail,0,0
Cactus,0,0
(,0,0
Opunitia,0,0
basilares,0,0
),0,0
",",0,0
found,0,0
primarily,0,0
in,0,0
the,0,0
Mojave,0,0
Desert,0,0
and,0,0
northwest,0,0
Mexico,0,0
;,0,0
can,0,0
grow,0,0
to,0,0
be,0,0
about,0,0
24,0,0
inches,0,0
(,0,0
60,0,0
cm,0,0
),0,0
high,0,0
;,0,0
has,0,0
pads,0,0
that,0,0
look,0,0
like,0,0
beavertails,0,0
;,0,0
and,0,0
yields,0,0
red,0,0
or,0,0
purple,0,0
flowers,0,0
from,0,0
spring,0,0
to,0,0
early,0,0
summer,0,0
.,0,0
Growing,0,1
Beavertail,0,1
can,0,1
be,0,1
done,0,1
at,0,1
any,0,1
time,0,1
of,0,1
year,0,1
by,0,1
scattering,0,1
seeds,0,1
in,0,1
a,0,1
shady,0,1
bed,0,1
or,0,1
",",0,1
for,0,1
faster,0,1
results,0,1
",",0,1
planting,0,1
cuttings,0,1
in,0,1
a,0,1
mix,0,1
of,0,1
soil,0,1
and,0,1
sand,0,1
and,0,1
ensuring,0,1
that,0,1
they,0,1
have,0,1
a,0,1
bit,0,1
of,0,1
water,0,1
and,0,1
plenty,0,1
of,0,1
sun,0,1
.,0,1
Read,0,2
the,0,2
following,0,2
steps,0,2
to,0,2
find,0,2
out,0,2
how,0,2
to,0,2
grow,0,2
Beavertail,0,2
cactus,0,2
.,0,2
Method,0,3
1,0,3
of,0,3
2,0,3
:,0,3
From,0,3
Seeds,0,3
Purchase,0,3
Beavertail,0,3
cactus,0,3
seeds,0,3
.,0,3
These,0,4
can,0,4
be,0,4
bought,0,4
at,0,4
garden,0,4
centers,0,4
or,0,4
purchased,0,4
online,0,4
.,0,4
Scatter,0,5
the,0,5
seeds,0,5
.,0,5
In,0,6
a,0,6
shady,0,6
garden,0,6
bed,0,6
",",0,6
simply,0,6
scatter,0,6
the,0,6
seeds,0,6
on,0,6
the,0,6
soil,0,6
.,0,6
There,0,7
's,0,7
no,0,7
need,0,7
to,0,7
cover,0,7
them,0,7
",",0,7
unless,0,7
you,ENTITY,7
want,0,7
to,0,7
use,0,7
netting,0,7
to,0,7
