text,label,sentence
Sensitive,0,0
Canadian,0,0
document,0,0
found,0,0
on,0,0
rainy,0,0
streets,0,0
Friday,0,0
",",0,0
August,0,0
15,0,0
",",0,0
2008,0,0
A,0,0
sensitive,0,0
Environment,ENTITY,0
Canada,ENTITY,0
document,0,0
was,0,0
found,0,0
wet,0,0
on,0,0
an,0,0
Ottawa,0,0
street,0,0
by,0,0
someone,0,0
who,0,0
gave,0,0
it,0,0
to,0,0
the,0,0
CBC,0,0
today,0,0
.,0,0
The,0,1
131,0,1
-,0,1
page,0,1
document,0,1
was,0,1
found,0,1
on,0,1
Castlefrank,0,1
Road,0,1
in,0,1
Kanata,0,1
",",0,1
Ontario,0,1
in,0,1
a,0,1
rain,0,1
-,0,1
stained,0,1
",",0,1
tire,0,1
-,0,1
marked,0,1
brown,0,1
envelope,0,1
by,0,1
a,0,1
passerby,0,1
.,0,1
The,0,2
document,0,2
which,0,2
had,0,2
the,0,2
stamp,0,2
Protected,0,2
B,0,2
on,0,2
every,0,2
page,0,2
detailed,0,2
various,0,2
security,0,2
vulnerabilities,0,2
of,0,2
the,0,2
NEMISIS,0,2
database,0,2
which,0,2
is,0,2
used,0,2
by,0,2
officers,0,2
to,0,2
track,0,2
and,0,2
prosecute,0,2
environmental,0,2
law,0,2
-,0,2
breakers,0,2
.,0,2
If,0,3
someone,0,3
were,0,3
able,0,3
to,0,3
shut,0,3
the,0,3
system,0,3
down,0,3
",",0,3
or,0,3
hack,0,3
inside,0,3
and,0,3
delete,0,3
or,0,3
corrupt,0,3
the,0,3
information,0,3
",",0,3
it,0,3
could,0,3
affect,0,3
the,0,3
prosecution,0,3
of,0,3
the,0,3
lawbreakers,0,3
.,0,3
The,0,4
database,0,4
was,0,4
unveiled,0,4
in,0,4
1999,0,4
as,0,4
the,0,4
National,0,4
Enforcement,0,4
Management,0,4
Information,0,4
System,0,4
and,0,4
Intelligence,0,4
System,0,4
.,0,4
However,0,5
",",0,5
on,0,5
the,0,5
document,0,5
",",0,5
it,0,5
referred,0,5
to,0,5
the,0,5
database,0,5
as,0,5
National,0,5
Enforcement,0,5
and,0,5
Emergency,0,5
Management,0,5
Information,0,5
System,0,5
and,0,5
Intelligence,0,5
System,0,5
",",0,5
adding,0,5
the,0,5
words,0,5
"""",0,5
and,0,5
Emergency,0,5
"""",0,5
to,0,5
the,0,5
name,0,5
.,0,5
Protection,0,6
B,0,6
documents,0,6
are,0,6
the,0,6
second,0,6
lowest,0,6
grade,0,6
of,0,6
classified,0,6
government,0,6
documents,0,6
.,0,6
Environment,ENTITY,7
Canada,ENTITY,7
spokesperson,0,7
Julie,0,7
Hahn,0,7
said,0,7
they,0,7
apply,0,7
to,0,7
letters,0,7
of,0,7
complaint,0,7
",",0,7
criticism,0,7
or,0,7
injury,0,7
",",0,7
research,0,7
or,0,7
scientific,0,7
notes,0,7
and,0,7
findings,0,7
that,0,7
do,0,7
n`t,0,7
have,0,7
any,0,7
conclusion,0,7
",",0,7
and,0,7
Treasury,0,7
Board,0,7
letters,0,7
",",0,7
agendas,0,7
and,0,7
minutes,0,7
that,0,7
do,0,7
n`t,0,7
deal,0,7
with,0,7
subjects,0,7
of,0,7
national,0,7
interest,0,7
.,0,7
Environment,ENTITY,8
Minister,0,8
John,0,8
Baird,0,8
has,0,8
asked,0,8
government,0,8
officials,0,8
how,0,8
such,0,8
documents,0,8
that,0,8
are,0,8
supposed,0,8
to,0,8
be,0,8
stored,0,8
in,0,8
"""",0,8
approved,0,8
security,0,8
cabinets,0,8
"""",0,8
wound,0,8
up,0,8
on,0,8
the,0,8
street,0,8
.,0,8
"""",0,9
I,0,9
'm,0,9
told,0,9
two,0,9
things,0,9
:,0,9
that,0,9
it,0,9
's,0,9
neither,0,9
classified,0,9
nor,0,9
secret,0,9
and,0,9
that,0,9
it,0,9
's,0,9
stuff,0,9
that,0,9
could,0,9
be,0,9
available,0,9
under,0,9
access,0,9
to,0,9
information,0,9
",",0,9
"""",0,9
Baird,0,9
said,0,9
.,0,9
Environment,ENTITY,10
Canada,ENTITY,10
spokeswoman,0,10
Sujata,0,10
Raisinghani,0,10
told,0,10
CBC,0,10
News,0,10
the,ENTITY,10
department,ENTITY,10
will,0,10
look,0,10
into,0,10
the,0,10
incident,0,10
.,0,10
"""",0,11
We,ENTITY,11
take,0,11
document,0,11
security,0,11
seriously,0,11
",",0,11
"""",0,11
she,0,11
said,0,11
",",0,11
but,0,11
refused,0,11
to,0,11
give,0,11
any,0,11
more,0,11
details,0,11
about,0,11
how,0,11
the,0,11
papers,0,11
came,0,11
to,0,11
be,0,11
on,0,11
a,0,11
road,0,11
.,0,11
Paul,0,12
Dewar,0,12
",",0,12
an,0,12
Ottawa,0,12
New,0,12
Democrat,0,12
MP,0,12
",",0,12
said,0,12
the,0,12
combined,0,12
security,0,12
lapses,0,12
raise,0,12
serious,0,12
questions,0,12
about,0,12
the,0,12
government,0,12
's,0,12
ability,0,12
to,0,12
secure,0,12
sensitive,0,12
documents,0,12
.,0,12
Dewar,0,13
says,0,13
that,0,13
bureaucrats,0,13
of,0,13
the,0,13
Conservative,0,13
government,0,13
have,0,13
complained,0,13
to,0,13
him,0,13
about,0,13
document,0,13
security,0,13
to,0,13
the,0,13
point,0,13
that,0,13
they,0,13
ca,0,13
n`t,0,13
share,0,13
the,0,13
information,0,13
with,0,13
their,0,13
own,0,13
colleagues,0,13
.,0,13
However,0,14
",",0,14
when,0,14
a,0,14
government,0,14
document,0,14
has,0,14
been,0,14
found,0,14
on,0,14
the,0,14
streets,0,14
",",0,14
the,0,14
government,0,14
then,0,14
says,0,14
it,0,14
was,0,14
n't,0,14
particularly,0,14
sensitive,0,14
.,0,14
"""",0,15
This,0,15
government,0,15
is,0,15
so,0,15
consumed,0,15
with,0,15
control,0,15
of,0,15
information,0,15
and,0,15
secrecy,0,15
yet,0,15
they,0,15
do,0,15
n't,0,15
seem,0,15
to,0,15
be,0,15
able,0,15
to,0,15
get,0,15
the,0,15
fundamentals,0,15
right,0,15
",",0,15
"""",0,15
Dewar,0,15
said,0,15
.,0,15
The,0,16
incident,0,16
is,0,16
a,0,16
reminiscent,0,16
of,0,16
two,0,16
other,0,16
incidents,0,16
.,0,16
In,0,17
March,0,17
",",0,17
a,0,17
bundle,0,17
of,0,17
blueprints,0,17
for,0,17
a,0,17
new,0,17
headquarters,0,17
for,0,17
the,0,17
military,0,17
's,0,17
counterterrorism,0,17
unit,0,17
were,0,17
found,0,17
stuffed,0,17
in,0,17
the,0,17
trash,0,17
on,0,17
a,0,17
downtown,0,17
street,0,17
.,0,17
In,0,18
May,0,18
",",0,18
Maxime,0,18
Bernier,0,18
was,0,18
forced,0,18
to,0,18
resign,0,18
as,0,18
Foreign,0,18
Affairs,0,18
minister,0,18
after,0,18
it,0,18
became,0,18
known,0,18
that,0,18
he,0,18
left,0,18
sensitive,0,18
documents,0,18
at,0,18
the,0,18
apartment,0,18
of,0,18
his,0,18
then,0,18
-,0,18
girlfriend,0,18
Julie,0,18
Couillard,0,18
who,0,18
had,0,18
ties,0,18
to,0,18
the,0,18
Hells,0,18
Angels,0,18
biker,0,18
gang,0,18
.,0,18
Sources,0,19
"""",0,19
Sensitive,0,19
government,0,19
document,0,19
found,0,19
on,0,19
rainy,0,19
Ottawa,0,19
street,0,19
"""",0,19
—,0,19
CBC.ca,0,19
",",0,19
August,0,19
15,0,19
",",0,19
2008,0,19
"""",0,19
Document,0,19
found,0,19
on,0,19
street,0,19
not,0,19
secret,0,19
",",0,19
say,0,19
feds,0,19
"""",0,19
—,0,19
The,0,19
Canadian,0,19
Press,0,19
",",0,19
August,0,19
15,0,19
",",0,19
2008,0,19
"""",0,19
Environment,ENTITY,19
Canada,ENTITY,19
security,0,19
report,0,19
found,0,19
on,0,19
street,0,19
"""",0,19
—,0,19
Toronto,0,19
Star,0,19
",",0,19
August,0,19
15,0,19
",",0,19
2008,0,19
Peter,0,19
Zimonjic,0,19
.,0,19
"""",0,20
MP,0,20
calls,0,20
for,0,20
probe,0,20
into,0,20
misplaced,0,20
documents,0,20
"""",0,20
—,0,20
Edmonton,0,20
Sun,0,20
",",0,20
August,0,20
16,0,20
",",0,20
2008,0,20
Categories,0,20
:,0,20
August,0,20
15,0,20
",",0,20
2008,0,20
Canada,0,20
Published,0,20
North,0,20
America,0,20
Politics,0,20
and,0,20
conflicts,0,20
Environment,ENTITY,20
Canada,ENTITY,20
Archived,0,20
