text,label,sentence
Good,0,0
morning,0,0
.,0,0
It,0,1
gives,0,1
me,ENTITY,1
great,0,1
pleasure,0,1
to,0,1
be,0,1
here,0,1
today,0,1
as,0,1
the,ENTITY,1
Chief,ENTITY,1
Guest,ENTITY,1
during,0,1
the,0,1
launch,0,1
of,0,1
School,0,1
of,0,1
Open,0,1
–,0,1
Africa,0,1
.,0,1
I,ENTITY,2
would,0,2
like,0,2
to,0,2
begin,0,2
by,0,2
sincerely,0,2
thanking,0,2
Creative,0,2
Commons,0,2
Africa,0,2
community,0,2
and,0,2
under,0,2
the,0,2
able,0,2
coordination,0,2
of,0,2
Alex,0,2
Gakuru,0,2
and,0,2
Tobias,0,2
Schonwetter,0,2
",",0,2
and,0,2
the,0,2
global,0,2
Creative,0,2
Commons,0,2
Community,0,2
for,0,2
inviting,0,2
me,ENTITY,2
to,0,2
preside,0,2
over,0,2
this,0,2
launch,0,2
.,0,2
I,ENTITY,3
am,0,3
happy,0,3
to,0,3
note,0,3
the,0,3
enthusiasm,0,3
demonstrated,0,3
by,0,3
School,0,3
of,0,3
Open,0,3
Africa,0,3
in,0,3
transforming,0,3
education,0,3
along,0,3
Sustainable,0,3
Development,0,3
Goals,0,3
proposed,0,3
for,0,3
post,0,3
-,0,3
2015,0,3
(,0,3
Goal,0,3
No.,0,3
4,0,3
:,0,3
“,0,3
Ensure,0,3
inclusive,0,3
and,0,3
equitable,0,3
quality,0,3
education,0,3
and,0,3
promote,0,3
life,0,3
-,0,3
long,0,3
learning,0,3
opportunities,0,3
for,0,3
all,0,3
”,0,3
),0,3
and,0,3
in,0,3
line,0,3
with,0,3
the,0,3
Kenya,0,3
Vision,0,3
2030,0,3
which,0,3
seeks,0,3
to,0,3
transform,0,3
Kenya,0,3
into,0,3
a,0,3
middle,0,3
-,0,3
income,0,3
country,0,3
that,0,3
offers,0,3
high,0,3
quality,0,3
of,0,3
life,0,3
to,0,3
all,0,3
citizens,0,3
by,0,3
the,0,3
year,0,3
2030,0,3
.,0,3
I,ENTITY,4
am,0,4
happy,0,4
to,0,4
note,0,4
how,0,4
much,0,4
School,0,4
of,0,4
Open,0,4
Africa,0,4
has,0,4
grown,0,4
in,0,4
Kenya,0,4
and,0,4
embraced,0,4
in,0,4
countries,0,4
like,0,4
Senegal,0,4
",",0,4
Nigeria,0,4
",",0,4
and,0,4
South,0,4
Africa,0,4
among,0,4
other,0,4
African,0,4
countries,0,4
in,0,4
the,0,4
last,0,4
few,0,4
years,0,4
.,0,4
I,ENTITY,5
am,0,5
informed,0,5
that,0,5
School,0,5
of,0,5
Open,0,5
by,0,5
Creative,0,5
Commons,0,5
is,0,5
highly,0,5
reputed,0,5
around,0,5
the,0,5
world,0,5
for,0,5
addressing,0,5
universal,0,5
access,0,5
to,0,5
education,0,5
.,0,5
Awarding,0,6
CopyrightX,0,6
certificates,0,6
/,0,6
CC,0,6
BY,0,6
/,0,6
Phillip,0,6
Ranja,0,6
Kenya,0,6
is,0,6
a,0,6
signatory,0,6
to,0,6
the,0,6
UNESCO,0,6
’s,0,6
2012,0,6
Paris,0,6
Declaration,0,6
on,0,6
Open,0,6
Education,0,6
Resources,0,6
licensed,0,6
under,0,6
Creative,0,6
Commons,0,6
open,0,6
licenses,0,6
.,0,6
The,0,7
use,0,7
of,0,7
open,0,7
education,0,7
resources,0,7
improves,0,7
the,0,7
quality,0,7
of,0,7
teaching,0,7
and,0,7
learning,0,7
",",0,7
including,0,7
by,0,7
accelerating,0,7
student,0,7
comprehension,0,7
and,0,7
by,0,7
providing,0,7
more,0,7
opportunities,0,7
for,0,7
the,0,7
realisation,0,7
of,0,7
universal,0,7
access,0,7
to,0,7
education,0,7
.,0,7
Open,0,8
Educational,0,8
Resources,0,8
(,0,8
OER,0,8
),0,8
are,0,8
teaching,0,8
",",0,8
learning,0,8
",",0,8
and,0,8
research,0,8
materials,0,8
in,0,8
any,0,8
medium,0,8
that,0,8
reside,0,8
in,0,8
the,0,8
public,0,8
domain,0,8
or,0,8
have,0,8
been,0,8
released,0,8
under,0,8
an,0,8
open,0,8
license,0,8
that,0,8
permits,0,8
their,0,8
free,0,8
use,0,8
and,0,8
re-purposing,0,8
by,0,8
others,0,8
.,0,8
Fully,0,9
aware,0,9
of,0,9
the,0,9
role,0,9
of,0,9
education,0,9
in,0,9
a,0,9
country,0,9
’s,0,9
development,0,9
agenda,0,9
",",0,9
I,ENTITY,9
am,0,9
sure,0,9
that,0,9
the,0,9
new,0,9
initiatives,0,9
being,0,9
undertaken,0,9
by,0,9
School,0,9
of,0,9
Open,0,9
