text,label,sentence
Cleveland,0,0
is,0,0
a,0,0
culturally,0,0
diverse,0,0
city,0,0
on,0,0
the,0,0
shores,0,0
of,0,0
Lake,0,0
Erie,0,0
",",0,0
one,0,0
of,0,0
the,0,0
Great,0,0
Lakes,0,0
",",0,0
in,0,0
Cuyahoga,0,0
County,0,0
",",0,0
Ohio,0,0
",",0,0
USA,0,0
.,0,0
Recreational,0,1
",",0,1
cultural,0,1
and,0,1
educational,0,1
opportunities,0,1
are,0,1
abundant,0,1
throughout,0,1
Northeast,0,1
Ohio,0,1
.,0,1
You,0,2
ll,0,2
find,0,2
world,0,2
-,0,2
class,0,2
museums,0,2
and,0,2
cultural,0,2
events,0,2
",",0,2
professional,0,2
sports,0,2
and,0,2
amusement,0,2
parks,0,2
",",0,2
and,0,2
the,0,2
most,0,2
golf,0,2
courses,0,2
per,0,2
capita,0,2
in,0,2
the,0,2
United,0,2
States,0,2
.,0,2
Places,0,3
Rated,0,3
Almanac,0,3
ranks,0,3
the,0,3
area,0,3
second,0,3
in,0,3
recreational,0,3
options,0,3
out,0,3
of,0,3
354,0,3
US,0,3
metro,0,3
areas,0,3
.,0,3
Plus,0,4
",",0,4
this,0,4
region,0,4
ranks,0,4
fifth,0,4
in,0,4
the,0,4
nation,0,4
in,0,4
number,0,4
of,0,4
major,0,4
cultural,0,4
resources,0,4
per,0,4
one,0,4
million,0,4
residents,0,4
.,0,4
Understand,0,5
Cleveland,0,5
from,0,5
lakefront,0,5
.,0,5
Cleveland,0,6
is,0,6
the,0,6
urban,0,6
center,0,6
of,0,6
Northeast,0,6
Ohio,0,6
",",0,6
the,0,6
15th,0,6
largest,0,6
combined,0,6
metropolitan,0,6
area,0,6
in,0,6
the,0,6
United,0,6
States,0,6
.,0,6
Throughout,0,7
the,0,7
twentieth,0,7
century,0,7
",",0,7
the,0,7
City,0,7
of,0,7
Cleveland,0,7
proper,0,7
was,0,7
ranked,0,7
as,0,7
one,0,7
of,0,7
the,0,7
10,0,7
largest,0,7
cities,0,7
in,0,7
the,0,7
U.S.,0,7
(,0,7
from,0,7
1890,0,7
until,0,7
1970,0,7
per,0,7
US,0,7
Census,0,7
Bureau,0,7
statistics,0,7
),0,7
.,0,7
Like,0,8
most,0,8
U.S.,0,8
cities,0,8
",",0,8
Cleveland,0,8
proper,0,8
began,0,8
to,0,8
lose,0,8
population,0,8
to,0,8
suburban,0,8
areas,0,8
in,0,8
the,0,8
1960s,0,8
and,0,8
1970s,0,8
.,0,8
However,0,9
",",0,9
in,0,9
the,0,9
mid-1980s,0,9
",",0,9
Cleveland,0,9
earned,0,9
the,0,9
nickname,0,9
the,0,9
"""",0,9
Comeback,0,9
City,0,9
"""",0,9
as,0,9
the,0,9
urban,0,9
core,0,9
experienced,0,9
a,0,9
dramatic,0,9
revitalization,0,9
process,0,9
that,0,9
continues,0,9
today,0,9
.,0,9
As,0,10
its,0,10
"""",0,10
comeback,0,10
"""",0,10
has,0,10
continued,0,10
",",0,10
the,0,10
official,0,10
moniker,0,10
is,0,10
now,0,10
the,0,10
New,0,10
American,0,10
City,0,10
as,0,10
Cleveland,0,10
has,0,10
rightfully,0,10
earned,0,10
the,0,10
reputation,0,10
as,0,10
a,0,10
model,0,10
of,0,10
effective,0,10
public,0,10
-,0,10
private,0,10
partnership,0,10
for,0,10
urban,0,10
planning,0,10
.,0,10
Despite,0,11
the,0,11
common,0,11
perception,0,11
that,0,11
Cleveland,0,11
is,0,11
an,0,11
industrial,0,11
town,0,11
",",0,11
just,0,11
beyond,0,11
the,0,11
automotive,0,11
and,0,11
steel,0,11
plants,0,11
",",0,11
a,0,11
clean,0,11
and,0,11
beautiful,0,11
downtown,0,11
rises,0,11
at,0,11
the,0,11
mouth,0,11
of,0,11
the,0,11
Cuyahoga,0,11
River,0,11
on,0,11
the,0,11
southern,0,11
shore,0,11
of,0,11
Lake,0,11
Erie,0,11
(,0,11
often,0,11
marvelled,0,11
over,0,11
by,0,11
visitors,ENTITY,11
who,ENTITY,11
are,ENTITY,11
surprised,ENTITY,11
you,0,11
ca,ENTITY,11
n't,ENTITY,11
see,ENTITY,11
the,0,11
other,ENTITY,11
side,0,11
",",ENTITY,11
i.e.,ENTITY,11
",",ENTITY,11
Canada,ENTITY,11
),0,11
.,0,11
Like,0,12
other,0,12
cities,0,12
in,0,12
the,0,12
so,0,12
-,0,12
called,0,12
"""",0,12
rust,0,12
belt,0,12
“,0,12
",",0,12
Cleveland,0,12
has,0,12
endured,0,12
growing,0,12
pains,0,12
as,0,12
it,0,12
makes,0,12
its,0,12
transition,0,12
from,0,12
a,0,12
manufacturing,0,12
-,0,12
based,0,12
economy,0,12
.,0,12
While,0,13
Cleveland,0,13
continues,0,13
