text,label,sentence
24.2,0,0
Spacetime,0,0
and,0,0
Gravity,0,0
LEARNING,0,0
OBJECTIVES,0,0
By,0,0
the,0,0
end,0,0
of,0,0
this,0,0
section,0,0
",",0,0
you,0,0
will,0,0
be,0,0
able,0,0
to,0,0
:,0,0
Describe,0,0
Einstein,0,0
’s,0,0
view,0,0
of,0,0
gravity,0,0
as,0,0
the,0,0
warping,0,0
of,0,0
spacetime,0,0
in,0,0
the,0,0
presence,0,0
of,0,0
massive,0,0
objects,0,0
Understand,0,0
that,0,0
Newton,0,0
’s,0,0
concept,0,0
of,0,0
the,0,0
gravitational,0,0
force,0,0
between,0,0
two,0,0
massive,0,0
objects,0,0
and,0,0
Einstein,0,0
’s,0,0
concept,0,0
of,0,0
warped,0,0
spacetime,0,0
are,0,0
different,0,0
explanations,0,0
for,0,0
the,0,0
same,0,0
observed,0,0
accelerations,0,0
of,0,0
one,0,0
massive,0,0
object,0,0
in,0,0
the,0,0
presence,0,0
of,0,0
another,0,0
massive,0,0
object,0,0
Is,0,0
light,0,0
actually,0,0
bent,0,0
from,0,0
its,0,0
straight,0,0
-,0,0
line,0,0
path,0,0
by,0,0
the,0,0
mass,0,0
of,0,0
Earth,0,0
?,0,0
How,0,0
can,0,0
light,0,0
",",0,0
which,0,0
has,0,0
no,0,0
mass,0,0
",",0,0
be,0,0
affected,0,0
by,0,0
gravity,0,0
?,0,0
Einstein,0,0
preferred,0,0
to,0,0
think,0,0
that,0,0
it,0,0
is,0,0
space,0,0
and,0,0
time,0,0
that,0,0
are,0,0
affected,0,0
by,0,0
the,0,0
presence,0,0
of,0,0
a,0,0
large,0,0
mass,0,0
;,0,0
light,0,0
beams,0,0
",",0,0
and,0,0
everything,0,0
else,0,0
that,0,0
travels,0,0
through,0,0
space,0,0
and,0,0
time,0,0
",",0,0
then,0,0
find,0,0
their,0,0
paths,0,0
affected,0,0
.,0,0
Light,0,1
always,0,1
follows,0,1
the,0,1
shortest,0,1
path,0,1
—,0,1
but,0,1
that,0,1
path,0,1
may,0,1
not,0,1
always,0,1
be,0,1
straight,0,1
.,0,1
This,0,2
idea,0,2
is,0,2
true,0,2
for,0,2
human,0,2
travel,0,2
on,0,2
the,0,2
curved,0,2
surface,0,2
of,0,2
planet,0,2
Earth,0,2
",",0,2
as,0,2
well,0,2
.,0,2
Say,0,3
you,0,3
want,0,3
to,0,3
fly,0,3
from,0,3
Chicago,0,3
to,0,3
Rome,0,3
.,0,3
Since,0,4
an,0,4
airplane,0,4
ca,0,4
n’t,0,4
go,0,4
through,0,4
the,0,4
solid,0,4
body,0,4
of,0,4
the,0,4
Earth,0,4
",",0,4
the,0,4
shortest,0,4
distance,0,4
is,0,4
not,0,4
a,0,4
straight,0,4
line,0,4
but,0,4
the,0,4
arc,0,4
of,0,4
a,0,4
great,0,4
circle,0,4
.,0,4
Linkages,0,5
:,0,5
