text,label,sentence
Wikinews,0,0
interviews,0,0
Robert,ENTITY,0
Sarvis,ENTITY,0
",",0,0
Libertarian,ENTITY,0
Party,0,0
nominee,ENTITY,0
for,ENTITY,0
Governor,0,0
of,ENTITY,0
Virginia,ENTITY,0
Saturday,0,0
",",0,0
October,0,0
19,0,0
",",0,0
2013,0,0
Attorney,ENTITY,0
Robert,ENTITY,0
Sarvis,ENTITY,0
",",0,0
the,ENTITY,0
Libertarian,ENTITY,0
Party,ENTITY,0
's,0,0
nominee,ENTITY,0
for,ENTITY,0
Governor,0,0
of,ENTITY,0
Virginia,ENTITY,0
",",0,0
answered,0,0
five,0,0
questions,0,0
submitted,0,0
via,0,0
e-mail,0,0
by,0,0
accredited,0,0
Wikinews,0,0
reporter,0,0
William,0,0
Saturn,0,0
.,0,0
Sarvis,ENTITY,1
has,0,1
garnered,0,1
double,0,1
digits,0,1
in,0,1
opinion,0,1
polls,0,1
for,0,1
the,0,1
2013,0,1
Virginia,0,1
gubernatorial,0,1
election,0,1
",",0,1
an,0,1
unusual,0,1
feat,0,1
for,0,1
a,ENTITY,1
third,ENTITY,1
party,ENTITY,1
candidate,ENTITY,1
.,0,1
The,0,2
latest,0,2
Newsmax,0,2
/,0,2
Zogby,0,2
poll,0,2
from,0,2
late,0,2
September,0,2
placed,0,2
him,ENTITY,2
at,0,2
13,0,2
percent,0,2
",",0,2
14,0,2
points,0,2
behind,0,2
Republican,0,2
Party,0,2
nominee,0,2
Ken,0,2
Cuccinelli,0,2
",",0,2
Virginia,0,2
's,0,2
Attorney,0,2
General,0,2
",",0,2
and,0,2
19,0,2
points,0,2
behind,0,2
Democratic,0,2
Party,0,2
nominee,0,2
Terry,0,2
McAuliffe,0,2
",",0,2
the,0,2
former,0,2
Democratic,0,2
National,0,2
Committee,0,2
chairman,0,2
",",0,2
with,0,2
24,0,2
percent,0,2
undecided,0,2
.,0,2
Whoever,0,3
wins,0,3
election,0,3
on,0,3
November,0,3
5,0,3
",",0,3
2013,0,3
",",0,3
would,0,3
replace,0,3
outgoing,0,3
governor,0,3
Bob,0,3
McDonnell,0,3
.,0,3
On,0,4
his,ENTITY,4
campaign,0,4
website,0,4
",",0,4
Sarvis,ENTITY,4
notes,0,4
he,ENTITY,4
favors,0,4
parental,0,4
school,0,4
choice,0,4
through,0,4
student,0,4
vouchers,0,4
",",0,4
simplification,0,4
of,0,4
Virginia,0,4
's,0,4
Tax,0,4
Code,0,4
",",0,4
US,0,4
Second,0,4
Amendment,0,4
-,0,4
gun,0,4
-,0,4
rights,0,4
",",0,4
same,0,4
-,0,4
sex,0,4
marriage,0,4
",",0,4
and,0,4
reform,0,4
of,0,4
the,0,4
state,0,4
's,0,4
drug,0,4
laws,0,4
.,0,4
With,0,5
Wikinews,0,5
",",0,5
Sarvis,ENTITY,5
discusses,0,5
his,ENTITY,5
background,0,5
",",0,5
views,0,5
on,0,5
McDonnell,0,5
's,0,5
tenure,0,5
",",0,5
keys,0,5
to,0,5
campaign,0,5
success,0,5
",",0,5
plan,0,5
to,0,5
implement,0,5
his,ENTITY,5
agenda,0,5
",",0,5
and,0,5
the,0,5
former,0,5
Virginia,0,5
governor,0,5
he,ENTITY,5
most,0,5
admires,0,5
.,0,5
Interview,0,6
What,0,6
is,0,6
the,0,6
most,0,6
important,0,6
aspect,0,6
of,0,6
your,ENTITY,6
background,0,6
that,0,6
voters,0,6
should,0,6
know,0,6
about,0,6
?,0,6
I,ENTITY,6
am,0,6
the,ENTITY,6
only,ENTITY,6
candidate,ENTITY,6
born,ENTITY,6
and,ENTITY,6
raised,ENTITY,6
in,ENTITY,6
Virginia,ENTITY,6
",",0,6
but,0,6
also,0,6
the,ENTITY,6
only,ENTITY,6
candidate,ENTITY,6
who,ENTITY,6
embodies,ENTITY,6
both,ENTITY,6
physically,ENTITY,6
and,ENTITY,6
philosophically,ENTITY,6
the,0,6
growing,ENTITY,6
diversity,ENTITY,6
of,ENTITY,6
the,0,6
commonwealth,ENTITY,6
.,0,6
(,0,7
I,ENTITY,7
am,0,7
mixed,0,7
-,0,7
race,0,7
(,0,7
half,0,7
-,0,7
Chinese,0,7
),0,7
and,0,7
in,0,7
an,0,7
interracial,0,7
marriage,0,7
.,0,7
),0,8
I,ENTITY,8
am,0,8
the,ENTITY,8
only,ENTITY,8
candidate,ENTITY,8
who,ENTITY,8
has,ENTITY,8
studied,ENTITY,8
both,ENTITY,8
economics,0,8
and,ENTITY,8
law,ENTITY,8
",",0,8
and,0,8
the,ENTITY,8
only,ENTITY,8
candidate,ENTITY,8
with,ENTITY,8
a,0,8
background,ENTITY,8
in,ENTITY,8
technology,ENTITY,8
entrepreneurship,ENTITY,8
.,0,8
Because,0,9
of,0,9
my,ENTITY,9
academic,0,9
and,0,9
professional,0,9
background,0,9
",",0,9
I,ENTITY,9
understand,0,9
the,0,9
issues,0,9
and,0,9
challenges,0,9
facing,0,9
Virginia,0,9
much,0,9
better,0,9
than,0,9
the,0,9
other,0,9
candidates,0,9
",",0,9
and,0,9
I,ENTITY,9
am,0,9
offering,0,9
real,0,9
solutions,0,9
that,0,9
can,0,9
be,0,9
appreciated,0,9
across,0,9
the,0,9
political,0,9
spectrum,0,9
.,0,9
I,ENTITY,10
am,0,10
the,ENTITY,10
only,ENTITY,10
candidate,ENTITY,10
who,ENTITY,10
believes,ENTITY,10
in,ENTITY,10
both,ENTITY,10
economic,0,10
freedom,0,10
and,ENTITY,10
personal,0,10
liberty,ENTITY,10
and,0,10
the,ENTITY,10
only,ENTITY,10
candidate,ENTITY,10
who,ENTITY,10
stands,ENTITY,10
on,ENTITY,10
principle,ENTITY,10
against,ENTITY,10
cronyism,0,10
and,ENTITY,10
corporatism,0,10
and,ENTITY,10
in,ENTITY,10
favor,ENTITY,10
of,ENTITY,10
the,0,10
rule,ENTITY,10
of,ENTITY,10
law,ENTITY,10
.,0,10
What,0,11
are,0,11
your,ENTITY,11
thoughts,0,11
on,0,11
the,0,11
job,0,11
Bob,0,11
McDonnell,0,11
has,0,11
done,0,11
as,0,11
Governor,0,11
of,0,11
Virginia,0,11
?,0,11
What,0,11
would,0,11
you,ENTITY,11
have,0,11
done,0,11
differently,0,11
than,0,11
him,0,11
?,0,11
McDonnell,0,11
did,0,11
well,0,11
early,0,11
in,0,11
his,0,11
term,0,11
pushing,0,11
back,0,11
against,0,11
Senate,0,11
Democrats,0,11
who,0,11
wanted,0,11
huge,0,11
tax,0,11
increases,0,11
in,0,11
response,0,11
to,0,11
major,0,11
revenue,0,11
shortfalls,0,11
during,0,11
the,0,11
recession,0,11
.,0,11
Those,0,12
early,0,12
budget,0,12
efforts,0,12
are,0,12
his,0,12
highest,0,12
achievements,0,12
as,0,12
Governor,0,12
.,0,12
More,0,13
recently,0,13
",",0,13
he,0,13
erred,0,13
in,0,13
accepting,0,13
a,0,13
transportation,0,13
bill,0,13
that,0,13
had,0,13
huge,0,13
flaws,0,13
and,0,13
huge,0,13
tax,0,13
increases,0,13
",",0,13
rather,0,13
than,0,13
prioritizing,0,13
spending,0,13
and,0,13
seeking,0,13
more,0,13
rational,0,13
",",0,13
efficient,0,13
",",0,13
decentralized,0,13
transportation,0,13
decision,0,13
-,0,13
making,0,13
.,0,13
He,0,14
could,0,14
have,0,14
shown,0,14
much,0,14
greater,0,14
leadership,0,14
in,0,14
pushing,0,14
for,0,14
tax,0,14
reform,0,14
",",0,14
regulatory,0,14
reform,0,14
",",0,14
and,0,14
school,0,14
choice,0,14
.,0,14
Of,0,15
course,0,15
",",0,15
he,0,15
showed,0,15
ethical,0,15
lapses,0,15
in,0,15
judgment,0,15
.,0,15
Compared,0,16
to,0,16
previous,0,16
third,0,16
party,0,16
candidates,0,16
at,0,16
the,0,16
gubernatorial,0,16
level,0,16
",",0,16
you,ENTITY,16
have,0,16
done,0,16
exceptionally,0,16
well,0,16
in,0,16
opinion,0,16
polling,0,16
.,0,16
What,0,17
do,0,17
you,ENTITY,17
attribute,0,17
that,0,17
success,0,17
to,0,17
?,0,17
Voters,0,17
see,0,17
the,0,17
two,0,17
-,0,17
party,0,17
system,0,17
for,0,17
the,0,17
sham,0,17
it,0,17
has,0,17
become,0,17
.,0,17
They,0,18
are,0,18
sick,0,18
of,0,18
the,0,18
partisanship,0,18
and,0,18
nonsense,0,18
and,0,18
the,0,18
total,0,18
lack,0,18
of,0,18
substance,0,18
in,0,18
modern,0,18
campaigns,0,18
.,0,18
Voters,0,19
see,0,19
the,0,19
two,0,19
major,0,19
party,0,19
nominees,0,19
as,0,19
exemplifying,0,19
what,0,19
is,0,19
worst,0,19
about,0,19
their,0,19
respective,0,19
parties,0,19
",",0,19
and,0,19
they,0,19
want,0,19
something,0,19
better,0,19
.,0,19
Voters,0,20
who,0,20
meet,0,20
me,ENTITY,20
and,0,20
hear,0,20
me,ENTITY,20
speak,0,20
know,0,20
that,0,20
I,ENTITY,20
am,0,20
sincere,0,20
",",0,20
know,0,20
that,0,20
I,ENTITY,20
understand,0,20
the,0,20
issues,0,20
deeply,0,20
and,0,20
have,0,20
workable,0,20
solutions,0,20
",",0,20
and,0,20
know,0,20
that,0,20
I,ENTITY,20
stand,0,20
on,0,20
principle,0,20
against,0,20
cronyism,0,20
and,0,20
corporatism,0,20
and,0,20
in,0,20
favor,0,20
of,0,20
the,0,20
rule,0,20
of,0,20
law,0,20
and,0,20
the,0,20
public,0,20
interest,0,20
.,0,20
People,0,21
like,0,21
the,0,21
fact,0,21
that,0,21
I,ENTITY,21
stand,0,21
for,0,21
a,0,21
Virginia,0,21
that,0,21
is,0,21
both,0,21
Open,0,21
-,0,21
minded,0,21
and,0,21
Open,0,21
for,0,21
Business,0,21
.,0,21
If,0,22
elected,0,22
governor,0,22
",",0,22
how,0,22
will,0,22
you,ENTITY,22
be,0,22
able,0,22
to,0,22
implement,0,22
your,ENTITY,22
agenda,0,22
while,0,22
dealing,0,22
with,0,22
a,0,22
hostile,0,22
legislature,0,22
?,0,22
There,0,22
are,0,22
precedents,0,22
of,0,22
independent,0,22
governors,0,22
dealing,0,22
effectively,0,22
with,0,22
the,0,22
legislature,0,22
",",0,22
and,0,22
indeed,0,22
a,0,22
wise,0,22
third,0,22
-,0,22
party,0,22
governor,0,22
can,0,22
have,0,22
greater,0,22
effectiveness,0,22
than,0,22
a,0,22
major,0,22
party,0,22
governor,0,22
