text,label,sentence
We,0,0
need,0,0
a,0,0
—,0,0
Do,0,0
you,ENTITY,0
have,0,0
any,0,0
sharp,0,0
objects,0,0
on,0,0
you,ENTITY,0
?,0,0
No,0,0
.,0,0
Keys,0,1
?,0,1
No,0,1
I,0,1
need,0,1
like,0,1
a,0,1
little,0,1
pin,0,1
or,0,1
something,0,1
.,0,1
You,ENTITY,2
have,0,2
a,0,2
pencil,0,2
?,0,2
You,0,2
have,0,2
anything,0,2
in,0,2
your,0,2
hair,0,2
?,0,2
No,0,2
.,0,2
Fuck,0,3
.,0,3
What,0,4
do,0,4
you,0,4
have,0,4
to,0,4
hit,0,4
?,0,4
See,0,4
this,0,4
is,0,4
the,0,4
little,0,4
-,0,4
Oh,0,4
.,0,4
Oh,0,5
oh,0,5
.,0,5
Cool,0,6
?,0,6
Okay,0,6
.,0,6
Alright,0,7
.,0,7
See,0,8
",",0,8
it,0,8
was,0,8
just,0,8
slow,0,8
.,0,8
Okay,0,9
.,0,9
This,0,10
is,0,10
me,0,10
?,0,10
Is,0,10
this,0,10
me,0,10
?,0,10
Yeah,0,10
.,0,10
Yeah,0,11
.,0,11
Jennifer,0,12
.,0,12
Oh,0,13
.,0,13
That,0,14
's,0,14
right,0,14
.,0,14
There,0,15
you,0,15
go,0,15
thinking,0,15
again,0,15
.,0,15
Smart,ENTITY,16
ass,ENTITY,16
.,0,16
Smart,ENTITY,17
ass,ENTITY,17
.,0,17
Alright,0,18
.,0,18
Wow,0,19
.,0,19
Who,0,20
took,0,20
over,0,20
uh,0,20
...,0,20
Oh,0,20
.,0,20
They,0,21
got,0,21
North,0,21
America,0,21
.,0,21
But,0,22
not,0,22
for,0,22
long,0,22
.,0,22
Oh,0,23
",",0,23
my,0,23
God,0,23
.,0,23
Oh,0,24
my,0,24
God,0,24
",",0,24
did,0,24
you,ENTITY,24
see,0,24
that,0,24
?,0,24
Because,0,24
player,0,24
thr-,0,24
player,0,24
three,0,24
is,0,24
aggressive,0,24
",",0,24
so,0,24
he,0,24
's,0,24
gon,0,24
na,0,24
like,0,24
go,0,24
for,0,24
everything,0,24
.,0,24
How,0,25
do,0,25
you,ENTITY,25
know,0,25
?,0,25
Did,0,25
I,0,25
make,0,25
him,0,25
aggressive,0,25
?,0,25
Yeah,0,25
",",0,25
you,0,25
made,0,25
him,0,25
aggressive,0,25
",",0,25
so,0,25
",",0,25
he,0,25
's,0,25
gon,0,25
na,0,25
like,0,25
",",0,25
try,0,25
to,0,25
tear,0,25
everything,0,25
up,0,25
now,0,25
.,0,25
Um,0,26
",",0,26
that,0,26
's,0,26
pretty,0,26
well,0,26
",",0,26
like,0,26
secure,0,26
right,0,26
there,0,26
",",0,26
so,0,26
maybe,0,26
—,0,26
That,0,26
's,0,26
me,0,26
.,0,26
Oh,0,27
fuck,0,27
.,0,27
Wow,0,28
",",0,28
he,0,28
wiped,0,28
my,ENTITY,28
ass,ENTITY,28
out,0,28
.,0,28
Ah,0,29
",",0,29
you,ENTITY,29
suck,0,29
.,0,29
Watch,0,30
this,0,30
.,0,30
Loser,ENTITY,31
.,0,31
What,0,32
else,0,32
can,0,32
we,0,32
do,0,32
