text,label,sentence
Are,0,0
there,0,0
Moral,0,0
Facts,0,0
?,0,0
So,0,0
far,0,0
",",0,0
we,ENTITY,0
have,0,0
covered,0,0
how,0,0
evolutionary,0,0
ethics,0,0
relates,0,0
to,0,0
the,0,0
question,0,0
what,0,0
we,ENTITY,0
ought,0,0
to,0,0
do,0,0
and,0,0
why,0,0
we,ENTITY,0
are,0,0
moral,0,0
in,0,0
the,0,0
first,0,0
place,0,0
.,0,0
A,0,1
related,0,1
set,0,1
of,0,1
questions,0,1
about,0,1
ethics,0,1
are,0,1
metaethical,0,1
questions,0,1
",",0,1
which,0,1
concern,0,1
the,0,1
meaning,0,1
of,0,1
moral,0,1
terms,0,1
",",0,1
our,ENTITY,1
ways,0,1
of,0,1
gaining,0,1
knowledge,0,1
of,0,1
moral,0,1
facts,0,1
",",0,1
and,0,1
the,0,1
nature,0,1
of,0,1
the,0,1
moral,0,1
facts,0,1
.,0,1
In,0,2
other,0,2
words,0,2
",",0,2
apart,0,2
from,0,2
thinking,0,2
about,0,2
how,0,2
we,ENTITY,2
ought,0,2
to,0,2
live,0,2
",",0,2
and,0,2
where,0,2
our,ENTITY,2
moral,0,2
sense,0,2
comes,0,2
from,0,2
",",0,2
we,ENTITY,2
can,0,2
also,0,2
ask,0,2
what,0,2
it,0,2
means,0,2
to,0,2
affirm,0,2
a,0,2
particular,0,2
answer,0,2
to,0,2
that,0,2
question,0,2
",",0,2
how,0,2
we,ENTITY,2
could,0,2
come,0,2
to,0,2
know,0,2
the,0,2
answer,0,2
",",0,2
and,0,2
whether,0,2
the,0,2
answer,0,2
would,0,2
be,0,2
a,0,2
matter,0,2
of,0,2
fact,0,2
or,0,2
more,0,2
like,0,2
an,0,2
opinion,0,2
.,0,2
Many,0,3
books,0,3
and,0,3
articles,0,3
in,0,3
moral,0,3
philosophy,0,3
start,0,3
with,0,3
the,0,3
observation,0,3
that,0,3
moral,0,3
judgments,0,3
seem,0,3
to,0,3
be,0,3
objectively,0,3
true,0,3
and,0,3
the,0,3
assumption,0,3
that,0,3
this,0,3
is,0,3
how,0,3
non-philosophers,0,3
also,0,3
think,0,3
about,0,3
morality,0,3
.,0,3
For,0,4
example,0,4
",",0,4
Michael,0,4
Smith,0,4
writes,0,4
:,0,4
We,ENTITY,4
seem,0,4
to,0,4
think,0,4
moral,0,4
questions,0,4
have,0,4
correct,0,4
answers,0,4
;,0,4
that,0,4
the,0,4
correct,0,4
answers,0,4
are,0,4
made,0,4
correct,0,4
by,0,4
objective,0,4
moral,0,4
facts,0,4
;,0,4
