text,label,sentence
Antonín,ENTITY,0
Dvořák,ENTITY,0
Antonín,ENTITY,0
Leopold,ENTITY,0
Dvořák,ENTITY,0
(,0,0
/,0,0
d(ə)ˈvɔːrʒɑːk,ENTITY,0
",",ENTITY,0
-ʒæk,ENTITY,0
/,0,0
d(ə)-VOR-zha(h)k,ENTITY,0
;,0,0
Czech,0,0
:,0,0
[,0,0
ˈantoɲiːn,ENTITY,0
ˈlɛopolt,ENTITY,0
ˈdvor̝aːk,ENTITY,0
],0,0
;,0,0
8,0,0
September,0,0
1841,0,0
–,0,0
1,0,0
May,0,0
1904,0,0
),0,0
was,0,0
a,ENTITY,0
Czech,ENTITY,0
composer,ENTITY,0
.,0,0
After,0,1
Bedřich,0,1
Smetana,0,1
",",0,1
he,ENTITY,1
was,0,1
the,ENTITY,1
next,ENTITY,1
Czech,ENTITY,1
Romantic,0,1
-,ENTITY,1
era,0,1
composer,ENTITY,1
to,0,1
achieve,0,1
worldwide,0,1
recognition,0,1
.,0,1
Following,0,2
Smetana,0,2
's,0,2
nationalist,0,2
example,0,2
",",0,2
Dvořák,ENTITY,2
frequently,0,2
employed,0,2
aspects,0,2
",",0,2
specifically,0,2
rhythms,0,2
",",0,2
of,0,2
the,0,2
folk,0,2
music,0,2
of,0,2
Moravia,0,2
and,0,2
his,ENTITY,2
native,0,2
Bohemia,0,2
.,0,2
Dvořák,ENTITY,3
's,ENTITY,3
own,0,3
style,0,3
has,0,3
been,0,3
described,0,3
as,0,3
"""",0,3
the,0,3
fullest,0,3
recreation,0,3
of,0,3
a,0,3
national,0,3
idiom,0,3
with,0,3
that,0,3
of,0,3
the,0,3
symphonic,0,3
tradition,0,3
",",0,3
absorbing,0,3
folk,0,3
influences,0,3
and,0,3
finding,0,3
effective,0,3
ways,0,3
of,0,3
using,0,3
them,0,3
"""",0,3
.,0,3
[,0,4
1,0,4
],0,4
Antonín,ENTITY,4
Dvořák,ENTITY,4
Dvořák,ENTITY,4
displayed,0,4
his,ENTITY,4
musical,0,4
gifts,0,4
at,0,4
an,0,4
early,0,4
age,0,4
",",0,4
being,0,4
an,ENTITY,4
apt,ENTITY,4
violin,ENTITY,4
student,ENTITY,4
from,0,4
age,0,4
six,0,4
.,0,4
The,0,5
first,0,5
public,0,5
performances,0,5
of,0,5
his,ENTITY,5
works,0,5
were,0,5
in,0,5
Prague,0,5
in,0,5
1872,0,5
and,0,5
",",0,5
with,0,5
special,0,5
success,0,5
",",0,5
in,0,5
1873,0,5
",",0,5
when,0,5
he,ENTITY,5
was,0,5
aged,0,5
31,0,5
.,0,5
Seeking,0,6
recognition,0,6
beyond,0,6
the,0,6
Prague,0,6
area,0,6
",",0,6
he,ENTITY,6
submitted,0,6
a,0,6
score,0,6
of,0,6
his,ENTITY,6
First,0,6
Symphony,0,6
to,0,6
a,0,6
prize,0,6
competition,0,6
in,0,6
Germany,0,6
",",0,6
but,0,6
did,0,6
not,0,6
win,0,6
",",0,6
and,0,6
the,0,6
unreturned,0,6
manuscript,0,6
was,0,6
lost,0,6
until,0,6
rediscovered,0,6
many,0,6
decades,0,6
later,0,6
.,0,6
In,0,7
1874,0,7
he,ENTITY,7
made,0,7
a,0,7
submission,0,7
to,0,7
the,0,7
Austrian,0,7
State,0,7
Prize,0,7
for,0,7
Composition,0,7
",",0,7
including,0,7
scores,0,7
of,0,7
two,0,7
further,0,7
symphonies,0,7
and,0,7
other,0,7
works,0,7
.,0,7
Although,0,8
Dvořák,ENTITY,8
was,0,8
not,0,8
aware,0,8
of,0,8
it,0,8
",",0,8
Johannes,0,8
Brahms,0,8
was,0,8
the,0,8
leading,0,8
member,0,8
of,0,8
the,0,8
jury,0,8
and,0,8
was,0,8
highly,0,8
impressed,0,8
.,0,8
The,0,9
prize,0,9
was,0,9
awarded,0,9
to,0,9
