text,label,sentence
Ethnocentrism,0,0
and,0,0
Cultural,0,0
Relativism,0,0
Despite,0,0
how,0,0
much,0,0
humans,0,0
have,0,0
in,0,0
common,0,0
",",0,0
cultural,0,0
differences,0,0
are,0,0
far,0,0
more,0,0
prevalent,0,0
than,0,0
cultural,0,0
universals,0,0
.,0,0
For,0,1
example,0,1
",",0,1
while,0,1
all,0,1
cultures,0,1
have,0,1
language,0,1
",",0,1
analysis,0,1
of,0,1
particular,0,1
language,0,1
structures,0,1
and,0,1
conversational,0,1
etiquette,0,1
reveal,0,1
tremendous,0,1
differences,0,1
.,0,1
In,0,2
some,0,2
Middle,0,2
Eastern,0,2
cultures,0,2
",",0,2
it,0,2
is,0,2
common,0,2
to,0,2
stand,0,2
close,0,2
to,0,2
others,0,2
in,0,2
conversation,0,2
.,0,2
North,0,3
Americans,0,3
keep,0,3
more,0,3
distance,0,3
and,0,3
maintain,0,3
a,0,3
large,0,3
“,0,3
personal,0,3
space,0,3
.,0,3
”,0,4
Even,0,4
something,0,4
as,0,4
simple,0,4
as,0,4
eating,0,4
and,0,4
drinking,0,4
varies,0,4
greatly,0,4
from,0,4
culture,0,4
to,0,4
culture,0,4
.,0,4
If,0,5
your,0,5
professor,0,5
comes,0,5
into,0,5
an,0,5
early,0,5
morning,0,5
class,0,5
holding,0,5
a,0,5
mug,0,5
of,0,5
liquid,0,5
",",0,5
what,0,5
do,0,5
you,0,5
assume,0,5
she,0,5
is,0,5
drinking,0,5
?,0,5
In,0,5
the,0,5
United,0,5
States,0,5
",",0,5
it,0,5
’s,0,5
most,0,5
likely,0,5
filled,0,5
with,0,5
coffee,0,5
",",0,5
not,0,5
Earl,0,5
Grey,0,5
tea,0,5
",",0,5
a,0,5
favorite,0,5
in,0,5
England,0,5
",",0,5
or,0,5
Yak,0,5
Butter,0,5
tea,0,5
",",0,5
a,0,5
staple,0,5
in,0,5
Tibet,0,5
.,0,5
The,0,6
way,0,6
cuisines,0,6
vary,0,6
across,0,6
cultures,0,6
fascinates,0,6
many,0,6
people,0,6
.,0,6
Some,0,7
travelers,0,7
pride,0,7
themselves,0,7
on,0,7
their,0,7
willingness,0,7
to,0,7
try,0,7
unfamiliar,0,7
foods,0,7
",",0,7
like,0,7
celebrated,0,7
food,0,7
writer,0,7
Anthony,0,7
Bourdain,0,7
",",0,7
while,0,7
others,0,7
return,0,7
home,0,7
expressing,0,7
gratitude,0,7
for,0,7
their,0,7
native,0,7
culture,0,7
’s,0,7
fare,0,7
.,0,7
Often,0,8
",",0,8
people,0,8
in,0,8
the,0,8
United,0,8
States,0,8
express,0,8
disgust,0,8
at,0,8
other,0,8
cultures,0,8
’,0,8
cuisine,0,8
and,0,8
think,0,8
that,0,8
it,0,8
