token,ent,sent
North,0,0
Korea,0,0
puts,0,0
military,0,0
in,0,0
',0,0
quasi,0,0
-,0,0
state,0,0
of,0,0
war,0,0
',0,0
Friday,0,0
",",0,0
August,0,0
21,0,0
",",0,0
2015,0,0
According,0,0
to,0,0
Yonhap,0,0
news,0,0
agency,0,0
",",0,0
quoting,0,0
North,0,0
Korea,0,0
's,0,0
main,0,0
news,0,0
agency,0,0
Korean,0,0
Central,0,0
News,0,0
Agency,0,0
(,0,0
KCNA,0,0
),0,0
",",0,0
the,0,0
country,0,0
's,0,0
military,0,0
has,0,0
been,0,0
placed,0,0
on,0,0
high,0,0
alert,0,0
and,0,0
has,0,0
been,0,0
told,0,0
to,0,0
prepare,0,0
a,0,0
"""",0,0
quasi,0,0
-,0,0
state,0,0
of,0,0
war,0,0
"""",0,0
.,0,0
The,0,1
report,0,1
comes,0,1
after,0,1
North,0,1
and,0,1
South,0,1
Korea,0,1
exchanged,0,1
artillery,0,1
fire,0,1
yesterday,0,1
.,0,1
"""",0,2
War,0,2
maniacs,0,2
of,0,2
the,0,2
South,0,2
Korean,0,2
puppet,0,2
military,0,2
made,0,2
another,0,2
grave,0,2
provocation,0,2
to,0,2
the,0,2
DPRK,0,2
in,0,2
the,0,2
central,0,2
western,0,2
sector,0,2
of,0,2
the,0,2
front,0,2
on,0,2
Thursday,0,2
afternoon,0,2
.,0,2
They,0,3
perpetrated,0,3
such,0,3
reckless,0,3
action,0,3
as,0,3
firing,0,3
36,0,3
shells,0,3
at,0,3
KPA,0,3
civil,0,3
police,0,3
posts,0,3
under,0,3
the,0,3
absurd,0,3
pretext,0,3
that,0,3
the,0,3
KPA,0,3
fired,0,3
one,0,3
shell,0,3
at,0,3
the,0,3
south,0,3
side,0,3
.,0,3
Six,0,4
shells,0,4
of,0,4
them,0,4
hit,0,4
the,0,4
area,0,4
near,0,4
KPA,0,4
civil,0,4
police,0,4
posts,0,4
542,0,4
and,0,4
543,0,4
and,0,4
other,0,4
15,0,4
shells,0,4
fell,0,4
near,0,4
KPA,0,4
civil,0,4
police,0,4
posts,0,4
250,0,4
and,0,4
251,0,4
"""",0,4
",",0,4
said,0,4
KCNA,0,4
.,0,4
"""",0,5
Foolhardy,0,5
provocation,0,5
deserves,0,5
harsh,0,5
punishment,0,5
"""",0,5
",",0,5
it,0,5
added,0,5
;,0,5
and,0,5
",",0,5
later,0,5
",",0,5
"""",0,5
Kim,0,5
Jong,0,5
-,0,5
un,0,5
issued,0,5
an,0,5
order,0,5
of,0,5
the,0,5
supreme,0,5
commander,0,5
of,0,5
the,0,5
Korean,0,5
People,0,5
's,0,5
Army,0,5
[,0,5
KPA,0,5
],0,5
that,0,5
the,0,5
front,0,5
-,0,5
line,0,5
large,0,5
combined,0,5
units,0,5
of,0,5
the,0,5
KPA,0,5
should,0,5
enter,0,5
a,0,5
wartime,0,5
state,0,5
to,0,5
be,0,5
fully,0,5
battle,0,5
ready,0,5
to,0,5
launch,0,5
surprise,0,5
operations,0,5
"""",0,5
.,0,5
Yesterday,0,6
",",0,6
North,0,6
Korea,0,6
fired,0,6
artillery,0,6
rounds,0,6
aimed,0,6
at,0,6
a,0,6
loudspeaker,0,6
in,0,6
South,0,6
Korea,0,6
that,0,6
broadcasts,0,6
anti-Pyongyang,0,6
propaganda,0,6
into,0,6
the,0,6
North,0,6
.,0,6
"""",0,7
Commanders,0,7
of,0,7
the,0,7
Korean,0,7
People,0,7
's,0,7
Army,0,7
were,0,7
hastily,0,7
dispatched,0,7
to,0,7
the,0,7
front,0,7
-,0,7
line,0,7
troops,0,7
to,0,7
command,0,7
military,0,7
operations,0,7
to,0,7
destroy,0,7
psychological,0,7
warfare,0,7
tools,0,7
if,0,7
the,0,7
enemy,0,7
does,0,7
not,0,7
stop,0,7
the,0,7
propaganda,0,7
broadcast,0,7
within,0,7
48,0,7
hours,0,7
and,0,7
prepare,0,7
against,0,7
the,0,7
enemy,0,7
's,0,7
possible,0,7
counteractions,0,7
"""",0,7
",",0,7
added,0,7
KCNA,0,7
.,0,7
No,0,8
injuries,0,8
or,0,8
deaths,0,8
were,0,8
reported,0,8
in,0,8
the,0,8
attacks,0,8
from,0,8
either,0,8
side,0,8
",",0,8
but,0,8
South,0,8
Korea,0,8
evacuated,0,8
about,0,8
80,0,8
people,0,8
in,0,8
the,0,8
town,0,8
of,0,8
Yeoncheon,0,8
after,0,8
at,0,8
least,0,8
one,0,8
shell,0,8
landed,0,8
near,0,8
the,0,8
area,0,8
.,0,8
The,0,9
South,0,9
retaliated,0,9
by,0,9
firing,0,9
dozens,0,9
of,0,9
rounds,0,9
of,0,9
artillery,0,9
into,0,9
the,0,9
north,0,9
.,0,9
South,0,10
Korea,0,10
had,0,10
recently,0,10
started,0,10
to,0,10
broadcast,0,10
propaganda,0,10
from,0,10
loudspeakers,0,10
after,0,10
an,0,10
11,0,10
-,0,10
year,0,10
lull,0,10
.,0,10
The,0,11
broadcasts,0,11
began,0,11
on,0,11
August,0,11
10,0,11
and,0,11
South,0,11
Korea,0,11
says,0,11
the,0,11
broadcasts,0,11
will,0,11
continue,0,11
.,0,11
After,0,12
the,0,12
exchange,0,12
of,0,12
fire,0,12
",",0,12
North,0,12
Korea,0,12
stated,0,12
it,0,12
would,0,12
attack,0,12
any,0,12
loudspeakers,0,12
broadcasting,0,12
propaganda,0,12
and,0,12
would,0,12
respond,0,12
",",0,12
militarily,0,12
",",0,12
within,0,12
48,0,12
hours,0,12
if,0,12
the,0,12
broadcasts,0,12
do,0,12
not,0,12
stop,0,12
.,0,12
Both,0,13
countries,0,13
have,0,13
put,0,13
their,0,13
militaries,0,13
on,0,13
high,0,13
levels,0,13
of,0,13
alert,0,13
.,0,13
