text,label,sentence
Yeah,0,0
.,0,0
Do,0,1
they,0,1
have,0,1
any,0,1
kids,0,1
?,0,1
Hm-m,0,1
.,0,1
Have,0,2
they,0,2
been,0,2
married,0,2
a,0,2
long,0,2
time,0,2
?,0,2
I,0,2
do,0,2
n't,0,2
think,0,2
Kathy,0,2
can,0,2
have,0,2
kids,0,2
",",0,2
she,0,2
's,0,2
got,0,2
a,0,2
bad,0,2
back,0,2
.,0,2
It,0,3
sounds,0,3
bad,0,3
to,0,3
me,ENTITY,3
.,0,3
She,0,4
could,0,4
n't,0,4
–,0,4
she,0,4
could,0,4
n't,0,4
carry,0,4
Laura,0,4
.,0,4
She,0,5
had,0,5
to,0,5
be,0,5
–,0,5
Laura,0,5
–,0,5
She,0,5
could,0,5
hold,0,5
her,0,5
.,0,5
As,0,6
long,0,6
as,0,6
she,0,6
did,0,6
n't,0,6
get,0,6
up,0,6
.,0,6
Really,0,7
?,0,7
Yeah,0,7
sh-,0,7
she,0,7
weighed,0,7
all,0,7
of,0,7
ten,0,7
pounds,0,7
you,0,7
know,0,7
.,0,7
She,0,8
's,0,8
all,0,8
",",0,8
heavy,0,8
.,0,8
She,0,9
could,0,9
–,0,9
Well,0,9
",",0,9
maybe,0,9
she,0,9
does,0,9
have,0,9
quite,0,9
a,0,9
problem,0,9
.,0,9
M-mm,0,10
.,0,10
Some,0,11
people,0,11
d-,0,11
could,0,11
.,0,11
I,0,12
suppose,0,12
.,0,12
I,ENTITY,13
mean,0,13
",",0,13
it,0,13
's,0,13
not,0,13
impossible,0,13
.,0,13
Yeah,0,14
.,0,14
But,0,15
–,0,15
Tend,0,15
to,0,15
believe,0,15
it,0,15
's,0,15
not,0,15
as,0,15
bad,0,15
as,0,15
sh-,0,15
th-,0,15
–,0,15
How,0,15
long,0,15
have,0,15
they,0,15
been,0,15
married,0,15
?,0,15
Um,0,15
",",0,15
Year,0,15
and,0,15
a,0,15
half,0,15
?,0,15
I,0,15
think,0,15
",",0,15
and,0,15
",",0,15
two,0,15
years,0,15
in,0,15
November,0,15
.,0,15
Mm,0,16
.,0,16
What,0,17
's,0,17
Bill,0,17
