text,label,sentence
Chapter,0,0
Two,0,0
:,0,0
Master,0,0
Lunre,0,0
My,ENTITY,0
father,0,0
’s,0,0
actions,0,0
were,0,0
largely,0,0
incomprehensible,0,0
to,0,0
me,ENTITY,0
",",0,0
guided,0,0
by,0,0
his,0,0
own,0,0
secret,0,0
and,0,0
labyrinthine,0,0
calculations,0,0
.,0,0
He,0,1
dwelt,0,1
in,0,1
another,0,1
world,0,1
",",0,1
a,0,1
world,0,1
of,0,1
intrigue,0,1
",",0,1
bargains,0,1
",",0,1
contracts,0,1
and,0,1
clandestine,0,1
purchases,0,1
of,0,1
land,0,1
all,0,1
over,0,1
the,0,1
island,0,1
.,0,1
He,0,2
was,0,2
in,0,2
many,0,2
ways,0,2
a,0,2
world,0,2
in,0,2
himself,0,2
",",0,2
whole,0,2
as,0,2
a,0,2
sphere,0,2
.,0,2
No,0,3
doubt,0,3
his,0,3
decisions,0,3
were,0,3
perfectly,0,3
logical,0,3
in,0,3
his,0,3
own,0,3
eyes,0,3
—,0,3
even,0,3
the,0,3
one,0,3
that,0,3
prompted,0,3
him,0,3
",",0,3
a,0,3
patriotic,0,3
islander,0,3
",",0,3
to,0,3
bring,0,3
me,ENTITY,3
a,0,3
tutor,0,3
from,0,3
Bain,0,3
:,0,3
Master,0,3
Lunre,0,3
",",0,3
an,0,3
Olondrian,0,3
.,0,3
The,0,4
day,0,4
began,0,4
as,0,4
it,0,4
usually,0,4
did,0,4
when,0,4
my,ENTITY,4
father,0,4
was,0,4
expected,0,4
home,0,4
from,0,4
his,0,4
travels,0,4
",",0,4
the,0,4
house,0,4
festooned,0,4
with,0,4
flowers,0,4
and,0,4
stocked,0,4
with,0,4
coconut,0,4
liquor,0,4
.,0,4
We,0,5
stood,0,5
by,0,5
the,0,5
gate,0,5
",",0,5
washed,0,5
and,0,5
perfumed,0,5
and,0,5
arrayed,0,5
in,0,5
our,0,5
brightest,0,5
clothes,0,5
",",0,5
my,ENTITY,5
mother,0,5
twisting,0,5
her,0,5
hands,0,5
in,0,5
her,0,5
skirt,0,5
",",0,5
my,ENTITY,5
father,0,5
’s,0,5
wife,0,5
with,0,5
red,0,5
eyes,0,5
.,0,5
Jom,0,6
",",0,6
grown,0,6
taller,0,6
and,0,6
broad,0,6
in,0,6
the,0,6
shoulders,0,6
",",0,6
moaned,0,6
gently,0,6
to,0,6
himself,0,6
",",0,6
while,0,6
I,ENTITY,6
stood,0,6
nervously,0,6
rubbing,0,6
the,0,6
heel,0,6
of,0,6
one,0,6
sandal,0,6
on,0,6
the,0,6
flagstones,0,6
.,0,6
We,0,7
scanned,0,7
the,0,7
deep,0,7
blue,0,7
valley,0,7
for,0,7
the,0,7
first,0,7
sign,0,7
of,0,7
the,0,7
company,0,7
",",0,7
but,0,7
before,0,7
we,0,7
saw,0,7
them,0,7
we,0,7
heard,0,7
the,0,7
children,0,7
shouting,0,7
:,0,7
“,0,7
A,0,7
yellow,0,7
man,0,7
!,0,7
”,0,7
A,0,7
yellow,0,7
man,0,7
!,0,7
We,0,7
glanced,0,7
at,0,7
one,0,7
another,0,7
in,0,7
confusion,0,7
.,0,7
My,ENTITY,8
mother,0,8
bit,0,8
her,0,8
lower,0,8
lip,0,8
;,0,8
Jom,0,8
gave,0,8
a,0,8
groan,0,8
of,0,8
alarm,0,8
.,0,8
At,0,9
first,0,9
I,ENTITY,9
thought,0,9
the,0,9
children,0,9
meant,0,9
my,ENTITY,9
father,0,9
",",0,9
whose,0,9
golden,0,9
skin,0,9
",",0,9
the,0,9
color,0,9
of,0,9
the,0,9
night,0,9
-,0,9
monkey,0,9
’s,0,9
pelt,0,9
",",0,9
was,0,9
a,0,9
rarity,0,9
in,0,9
the,0,9
islands,0,9
;,0,9
but,0,9
certainly,0,9
the,0,9
children,0,9
of,0,9
Tyom,0,9
were,0,9
familiar,0,9
with,0,9
