token,ent,sent
Wikinews,0,0
interviews,0,0
meteorological,0,0
experts,0,0
on,0,0
Cyclone,0,0
Phalin,0,0
File,0,0
photo,0,0
of,0,0
interviewee,ENTITY,0
David,ENTITY,0
Titley,ENTITY,0
.,ENTITY,0
Image,0,1
:,ENTITY,1
David,ENTITY,1
Titley,ENTITY,1
.,ENTITY,1
Cyclone,0,2
Phailin,0,2
has,ENTITY,2
winds,0,2
that,ENTITY,2
have,ENTITY,2
been,ENTITY,2
measured,ENTITY,2
at,ENTITY,2
200,0,2
km,ENTITY,2
/,ENTITY,2
h,0,2
",",ENTITY,2
as,ENTITY,2
it,0,2
surges,ENTITY,2
over,ENTITY,2
land,0,2
will,ENTITY,2
it,0,2
begin,ENTITY,2
to,ENTITY,2
lose,ENTITY,2
strength,0,2
?,ENTITY,2
Yes,ENTITY,2
",",ENTITY,2
all,0,2
tropical,ENTITY,2
cyclones,0,2
are,ENTITY,2
driven,ENTITY,2
by,ENTITY,2
high,0,2
heat,ENTITY,2
content,ENTITY,2
waters,0,2
.,ENTITY,2
Once,ENTITY,3
a,0,3
storm,0,3
moves,ENTITY,3
over,ENTITY,3
any,0,3
appreciably,ENTITY,3
sized,ENTITY,3
piece,ENTITY,3
of,ENTITY,3
land,0,3
",",ENTITY,3
the,0,3
moisture,0,3
source,0,3
is,ENTITY,3
removed,ENTITY,3
and,ENTITY,3
the,0,3
storm,0,3
begins,ENTITY,3
to,ENTITY,3
dissipate,ENTITY,3
.,ENTITY,3
As,ENTITY,4
of,ENTITY,4
the,0,4
last,ENTITY,4
advisory,0,4
",",ENTITY,4
T,0,4
C,ENTITY,4
Phailin,0,4
has,ENTITY,4
winds,0,4
of,ENTITY,4
190,0,4
kilometers,ENTITY,4
per,ENTITY,4
hour,0,4
and,ENTITY,4
has,ENTITY,4
moved,ENTITY,4
inland,ENTITY,4
",",ENTITY,4
headed,ENTITY,4
on,ENTITY,4
a,0,4
northwest,ENTITY,4
track,0,4
.,ENTITY,4
That,0,5
is,ENTITY,5
a,0,5
Category,ENTITY,5
3,ENTITY,5
storm,0,5
.,ENTITY,5
The,0,6
forecast,0,6
is,ENTITY,6
for,ENTITY,6
a,0,6
continued,ENTITY,6
decline,ENTITY,6
in,ENTITY,6
strength,0,6
to,ENTITY,6
a,0,6
tropical,ENTITY,6
storm,0,6
within,ENTITY,6
24,0,6
hours,0,6
and,ENTITY,6
a,0,6
tropical,ENTITY,6
depression,0,6
within,ENTITY,6
36,0,6
hours,0,6
.,ENTITY,6
However,ENTITY,7
",",ENTITY,7
there,ENTITY,7
will,ENTITY,7
be,ENTITY,7
very,0,7
heavy,ENTITY,7
rains,0,7
and,ENTITY,7
flooding,0,7
along,ENTITY,7
its,0,7
path,0,7
.,ENTITY,7
Yes,ENTITY,8
",",ENTITY,8
it,0,8
will,ENTITY,8
loose,ENTITY,8
strength,0,8
steadily,ENTITY,8
as,ENTITY,8
more,ENTITY,8
and,ENTITY,8
more,ENTITY,8
of,ENTITY,8
this,0,8
swirling,ENTITY,8
system,0,8
moves,ENTITY,8
from,ENTITY,8
being,ENTITY,8
over,ENTITY,8
ocean,0,8
to,ENTITY,8
being,ENTITY,8
over,ENTITY,8
land,0,8
.,ENTITY,8
This,0,9
occurs,ENTITY,9
for,ENTITY,9
two,0,9
reasons,0,9
:,ENTITY,9
As,0,9
it,0,9
moves,ENTITY,9
over,ENTITY,9
land,0,9
",",ENTITY,9
it,0,9
is,ENTITY,9
cut,ENTITY,9
off,ENTITY,9
from,ENTITY,9
the,0,9
source,ENTITY,9
of,ENTITY,9
energy,0,9
driving,ENTITY,9
the,0,9
storm,0,9
[,ENTITY,9
which,ENTITY,9
is,ENTITY,9
],ENTITY,9
the,0,9
evaporation,ENTITY,9
of,ENTITY,9
water,0,9
from,ENTITY,9
the,0,9
warm,ENTITY,9
sea,0,9
surface,0,9
;,ENTITY,9
Increased,0,9
friction,0,9
-,ENTITY,9
the,0,9
ocean,0,9
surface,0,9
is,ENTITY,9
much,ENTITY,9
",",ENTITY,9
much,ENTITY,9
smoother,ENTITY,9
than,ENTITY,9
the,0,9
land,0,9
surface,0,9
.,ENTITY,9
Tropical,0,10
cyclones,0,10
are,ENTITY,10
sustained,ENTITY,10
by,ENTITY,10
a,0,10
form,ENTITY,10
of,ENTITY,10
energy,0,10
called,ENTITY,10
latent,0,10
heat,ENTITY,10
",",ENTITY,10
which,ENTITY,10
is,ENTITY,10
released,ENTITY,10
by,ENTITY,10
moisture,0,10
evaporated,ENTITY,10
from,ENTITY,10
the,0,10
ocean,0,10
that,ENTITY,10
condenses,ENTITY,10
to,ENTITY,10
form,ENTITY,10
rain,0,10
.,ENTITY,10
As,ENTITY,11
tropical,0,11
cyclones,0,11
make,ENTITY,11
landfall,0,11
",",ENTITY,11
this,0,11
energy,0,11
source,0,11
is,ENTITY,11
cut,ENTITY,11
-,ENTITY,11
off,ENTITY,11
and,ENTITY,11
they,0,11
rapidly,ENTITY,11
lose,ENTITY,11
strength,0,11
as,ENTITY,11
they,0,11
move,ENTITY,11
over,ENTITY,11
land,0,11
.,ENTITY,11
Yes,ENTITY,12
",",ENTITY,12
the,0,12
Cyclone,0,12
is,ENTITY,12
almost,ENTITY,12
certain,ENTITY,12
to,ENTITY,12
lose,ENTITY,12
strength,0,12
as,ENTITY,12
it,0,12
surges,ENTITY,12
over,ENTITY,12
land,0,12
.,ENTITY,12
Cyclones,0,13
gather,ENTITY,13
their,0,13
strength,0,13
through,ENTITY,13
scraping,0,13
moisture,0,13
and,ENTITY,13
heat,0,13
from,ENTITY,13
warm,0,13
ocean,ENTITY,13
water,0,13
that,ENTITY,13
it,0,13
is,ENTITY,13
not,ENTITY,13
the,ENTITY,13
case,ENTITY,13
over,ENTITY,13
land,0,13
.,ENTITY,13
In,ENTITY,14
the,ENTITY,14
mean,ENTITY,14
time,ENTITY,14
",",ENTITY,14
much,0,14
stronger,ENTITY,14
friction,ENTITY,14
over,ENTITY,14
land,0,14
quickly,ENTITY,14
reduces,ENTITY,14
their,0,14
strength,0,14
.,ENTITY,14
Yes,ENTITY,15
.,ENTITY,15
All,0,16
tropical,ENTITY,16
cyclones,0,16
lose,ENTITY,16
strength,0,16
once,ENTITY,16
they,0,16
make,ENTITY,16
landfall,0,16
.,ENTITY,16
However,ENTITY,17
",",ENTITY,17
they,0,17
can,ENTITY,17
remain,ENTITY,17
dangerous,0,17
storms,0,17
due,ENTITY,17
to,ENTITY,17
very,0,17
heavy,ENTITY,17
rains,0,17
and,ENTITY,17
subsequent,0,17
landslides,0,17
",",ENTITY,17
and,ENTITY,17
river,0,17
flooding,0,17
.,ENTITY,17
Phailin,0,18
's,0,18
winds,0,18
will,ENTITY,18
rapidly,ENTITY,18
weaken,ENTITY,18
as,ENTITY,18
it,0,18
pushes,ENTITY,18
inland,ENTITY,18
.,ENTITY,18
Once,ENTITY,19
Cyclone,0,19
Phailin,0,19
comes,ENTITY,19
on,ENTITY,19
shore,0,19
it,0,19
will,ENTITY,19
immediately,ENTITY,19
begin,ENTITY,19
to,ENTITY,19
lose,ENTITY,19
strength,0,19
.,ENTITY,19
However,ENTITY,20
",",ENTITY,20
and,ENTITY,20
this,0,20
is,ENTITY,20
important,ENTITY,20
",",ENTITY,20
it,0,20
still,ENTITY,20
will,ENTITY,20
contain,ENTITY,20
lots,0,20
of,ENTITY,20
rainfall,0,20
making,ENTITY,20
flooding,0,20
an,0,20
almost,ENTITY,20
certainty,0,20
.,ENTITY,20
File,0,21
photo,ENTITY,21
of,ENTITY,21
interviewee,0,21
R,ENTITY,21
Saravanan,0,21
.,ENTITY,21
Image,0,22
:,ENTITY,22
R,0,22
Saravanan,0,22
.,ENTITY,22
A,0,23
previous,ENTITY,23
cyclone,ENTITY,23
in,ENTITY,23
1999,0,23
in,ENTITY,23
the,0,23
Bay,ENTITY,23
of,ENTITY,23
Bengal,0,23
area,ENTITY,23
of,ENTITY,23
India,0,23
left,ENTITY,23
"10,000",0,23
people,0,23
dead,ENTITY,23
.,ENTITY,23
Is,0,24
the,0,24
Indian,ENTITY,24
government,0,24
well,ENTITY,24
prepared,ENTITY,24
to,ENTITY,24
deal,ENTITY,24
with,ENTITY,24
this,0,24
cyclone,0,24
?,0,24
I,0,24
have,ENTITY,24
not,ENTITY,24
followed,ENTITY,24
that,0,24
aspect,ENTITY,24
of,ENTITY,24
the,0,24
societal,ENTITY,24
response,ENTITY,24
for,ENTITY,24
the,0,24
present,ENTITY,24
storm,0,24
.,ENTITY,24
However,ENTITY,25
",",ENTITY,25
historically,ENTITY,25
",",ENTITY,25
there,ENTITY,25
have,ENTITY,25
been,ENTITY,25
several,0,25
events,ENTITY,25
that,ENTITY,25
should,ENTITY,25
cause,ENTITY,25
a,0,25
societal,ENTITY,25
response,0,25
.,ENTITY,25
Hopefully,ENTITY,26
",",ENTITY,26
we,0,26
all,0,26
learn,ENTITY,26
from,ENTITY,26
past,0,26
mistakes,0,26
.,ENTITY,26
The,0,27
history,ENTITY,27
of,ENTITY,27
strong,0,27
cyclones,0,27
and,ENTITY,27
death,0,27
in,ENTITY,27
the,0,27
region,0,27
is,ENTITY,27
notable,ENTITY,27
",",ENTITY,27
with,ENTITY,27
at,0,27
least,ENTITY,27
5,ENTITY,27
large,ENTITY,27
cyclone,ENTITY,27
events,ENTITY,27
in,ENTITY,27
the,0,27
past,ENTITY,27
35,ENTITY,27
years,0,27
with,ENTITY,27
"10,000",0,27
and,ENTITY,27
as,ENTITY,27
many,ENTITY,27
as,ENTITY,27
"300,000",0,27
people,0,27
killed,0,27
",",ENTITY,27
millions,0,27
left,ENTITY,27
homeless,ENTITY,27
and,ENTITY,27
estimated,0,27
damages,ENTITY,27
as,ENTITY,27
high,ENTITY,27
as,ENTITY,27
US,0,27
$,ENTITY,27
10,ENTITY,27
billion,0,27
.,ENTITY,27
I,0,28
do,ENTITY,28
n't,ENTITY,28
have,ENTITY,28
enough,0,28
information,0,28
to,ENTITY,28
answer,ENTITY,28
this,0,28
question,0,28
",",ENTITY,28
one,ENTITY,28
way,ENTITY,28
or,ENTITY,28
the,ENTITY,28
other,ENTITY,28
.,ENTITY,28
From,ENTITY,29
all,0,29
the,ENTITY,29
press,ENTITY,29
reports,ENTITY,29
that,ENTITY,29
I,0,29
have,ENTITY,29
read,0,29
",",ENTITY,29
the,0,29
