text,label,sentence
Respect,0,0
Thais,0,0
are,0,0
a,0,0
polite,0,0
people,0,0
and,0,0
",",0,0
while,0,0
remarkably,0,0
tolerant,0,0
of,0,0
foreigners,0,0
gallivanting,0,0
on,0,0
their,0,0
beaches,0,0
and,0,0
with,0,0
their,0,0
women,0,0
",",0,0
you,ENTITY,0
ll,0,0
find,0,0
that,0,0
you,ENTITY,0
will,0,0
get,0,0
more,0,0
respect,0,0
if,0,0
you,ENTITY,0
in,0,0
turn,0,0
treat,0,0
them,0,0
and,0,0
their,0,0
customs,0,0
with,0,0
respect,0,0
.,0,0
The,0,1
wai,0,1
Ronald,0,1
McDonald,0,1
showing,0,1
how,0,1
it,0,1
's,0,1
done,0,1
The,0,1
traditional,0,1
greeting,0,1
known,0,1
as,0,1
the,0,1
wai,0,1
",",0,1
where,0,1
you,0,1
press,0,1
your,ENTITY,1
hands,0,1
together,0,1
as,0,1
is,0,1
in,0,1
prayer,0,1
and,0,1
bow,0,1
slightly,0,1
",",0,1
is,0,1
derived,0,1
from,0,1
the,0,1
Hindu,0,1
cultural,0,1
influence,0,1
from,0,1
India,0,1
",",0,1
and,0,1
still,0,1
widely,0,1
practised,0,1
.,0,1
Among,0,2
Thais,0,2
",",0,2
there,0,2
are,0,2
strict,0,2
rules,0,2
of,0,2
hierarchy,0,2
that,0,2
dictate,0,2
how,0,2
and,0,2
when,0,2
the,0,2
wai,0,2
should,0,2
be,0,2
given,0,2
.,0,2
In,0,3
brief,0,3
",",0,3
inferiors,0,3
salute,0,3
superiors,0,3
first,0,3
.,0,3
You,ENTITY,4
should,0,4
not,0,4
wai,0,4
service,0,4
people,0,4
or,0,4
street,0,4
vendors,0,4
.,0,4
The,0,5
higher,0,5
your,ENTITY,5
hands,0,5
go,0,5
",",0,5
the,0,5
more,0,5
respectful,0,5
you,ENTITY,5
are,0,5
.,0,5
You,ENTITY,6
will,0,6
also,0,6
often,0,6
see,0,6
Thais,0,6
doing,0,6
a,0,6
wai,0,6
as,0,6
they,0,6
walk,0,6
past,0,6
temples,0,6
and,0,6
spirit,0,6
houses,0,6
.,0,6
As,0,7
a,ENTITY,7
foreign,ENTITY,7
visitor,ENTITY,7
",",0,7
you,ENTITY,7
are,0,7
not,0,7
expected,0,7
to,0,7
know,0,7
how,0,7
to,0,7
wai,0,7
",",0,7
nor,0,7
to,0,7
reciprocate,0,7
when,0,7
wai'd,0,7
to,0,7
;,0,7
while,0,7
you,ENTITY,7
're,0,7
unlikely,0,7
to,0,7
cause,0,7
offense,0,7
if,0,7
you,ENTITY,7
do,0,7
",",0,7
you,ENTITY,7
may,0,7
well,0,7
look,0,7
slightly,0,7
strange,0,7
.,0,7
If,0,8
somebody,0,8
makes,0,8
a,0,8
wai,0,8
to,0,8
you,ENTITY,8
",",0,8
a,0,8
slight,0,8
bow,0,8
alone,0,8
is,0,8
more,0,8
than,0,8
sufficient,0,8
for,0,8
ordinary,0,8
occasions,0,8
",",0,8
and,0,8
for,0,8
business,0,8
",",0,8
most,0,8
Thais,0,8
will,0,8
shake,0,8
hands,0,8
with,0,8
foreigners,0,8
instead,0,8
of,0,8
waiing,0,8
anyway,0,8
.,0,8
Dress,0,9
Personal,0,9
appearance,0,9
is,0,9
very,0,9
important,0,9
in,0,9
Thailand,0,9
as,0,9
a,0,9
measure,0,9
of,0,9
respect,0,9
to,0,9
other,0,9
people,0,9
.,0,9
You,ENTITY,10
will,0,10
find,0,10
that,0,10
dressing,0,10
appropriately,0,10
means,0,10
that,0,10
you,ENTITY,10
are,0,10
shown,0,10
more,0,10
respect,0,10
in,0,10
return,0,10
.,0,10
This,0,11
translates,0,11
in,0,11
many,0,11
ways,0,11
",",0,11
even,0,11
sometimes,0,11
lowering,0,11
initial,0,11
offering,0,11
prices,0,11
at,0,11
markets,0,11
.,0,11
While,0,12
some,0,12
allowance,0,12
is,0,12
made,0,12
for,0,12
the,0,12
differing,0,12
customs,0,12
of,0,12
foreigners,0,12
",",0,12
Thais,0,12
respond,0,12
more,0,12
positively,0,12
to,0,12
well,0,12
-,0,12
dressed,0,12
Westerners,0,12
.,0,12
Traditionally,0,13
",",0,13
Thais,0,13
are,0,13
modest,0,13
and,0,13
conservative,0,13
dressers,0,13
.,0,13
At,0,14
a,0,14
minimum,0,14
your,ENTITY,14
clothes,0,14
should,0,14
be,0,14
neat,0,14
",",0,14
clean,0,14
",",0,14
and,0,14
free,0,14
from,0,14
holes,0,14
or,0,14
tears,0,14
.,0,14
Except,0,15
at,0,15
the,0,15
beach,0,15
or,0,15
at,0,15
sacred,0,15
sites,0,15
normal,0,15
western,0,15
dress,0,15
is,0,15
acceptable,0,15
for,0,15
both,0,15
men,0,15
and,0,15
women,0,15
",",0,15
except,0,15
that,0,15
you,ENTITY,15
should,0,15
avoid,0,15
clothing,0,15
showing,0,15
a,0,15
lot,0,15
of,0,15
skin,0,15
.,0,15
Pants,0,16
are,0,16
preferable,0,16
to,0,16
shorts,0,16
",",0,16
blouses,0,16
should,0,16
have,0,16
capped,0,16
sleeves,0,16
",",0,16
and,0,16
if,0,16
tank,0,16
tops,0,16
are,0,16
worn,0,16
",",0,16
the,0,16
straps,0,16
should,0,16
be,0,16
thick,0,16
(,0,16
i.e.,0,16
",",0,16
not,0,16
spaghetti,0,16
straps,0,16
),0,16
.,0,16
Thai,0,17
men,0,17
generally,0,17
wear,0,17
pants,0,17
",",0,17
and,0,17
most,0,17
Thais,0,17
view,0,17
an,0,17
adult,0,17
man,0,17
wearing,0,17
shorts,0,17
as,0,17
fairly,0,17
ridiculous,0,17
;,0,17
shorts,0,17
are,0,17
primarily,0,17
worn,0,17
by,0,17
laborers,0,17
and,0,17
schoolchildren,0,17
.,0,17
Men,0,18
's,0,18
shorts,0,18
should,0,18
be,0,18
knee,0,18
length,0,18
or,0,18
more,0,18
",",0,18
if,0,18
worn,0,18
at,0,18
all,0,18
.,0,18
Taking,0,19
off,0,19
one,0,19
's,0,19
shoes,0,19
at,0,19
temples,0,19
and,0,19
private,0,19
homes,0,19
is,0,19
mandatory,0,19
etiquette,0,19
",",0,19
and,0,19
this,0,19
may,0,19
even,0,19
be,0,19
requested,0,19
at,0,19
some,0,19
shops,0,19
.,0,19
Wear,0,20
shoes,0,20
that,0,20
slip,0,20
on,0,20
and,0,20
off,0,20
easily,0,20
.,0,20
Flip,0,21
-,0,21
flops,0,21
",",0,21
hiking,0,21
sandals,0,21
",",0,21
and,0,21
clog,0,21
-,0,21
type,0,21
shoes,0,21
are,0,21
usually,0,21
a,0,21
good,0,21
pragmatic,0,21
choice,0,21
for,0,21
traveling,0,21
in,0,21
Thailand,0,21
;,0,21
only,0,21
in,0,21
the,0,21
most,0,21
top,0,21
-,0,21
end,0,21
establishments,0,21
are,0,21
shoes,0,21
required,0,21
.,0,21
It,0,22
is,0,22
best,0,22
to,0,22
play,0,22
it,0,22
safe,0,22
with,0,22
wats,0,22
and,0,22
other,0,22
sacred,0,22
sites,0,22
in,0,22
Thailand,0,22
;,0,22
your,ENTITY,22
dress,0,22
should,0,22
be,0,22
unambiguously,0,22
modest,0,22
and,0,22
cover,0,22
your,ENTITY,22
entire,0,22
torso,0,22
and,0,22
most,0,22
of,0,22
your,ENTITY,22
limbs,0,22
.,0,22
For,0,23
men,0,23
",",0,23
ankle,0,23
-,0,23
length,0,23
pants,0,23
are,0,23
mandatory,0,23
;,0,23
on,0,23
top,0,23
",",0,23
t,0,23
-,0,23
shirts,0,23
are,0,23
acceptable,0,23
",",0,23
though,0,23
a,0,23
button,0,23
-,0,23
front,0,23
or,0,23
polo,0,23
shirt,0,23
would,0,23
be,0,23
best,0,23
.,0,23
Many,0,24
recommend,0,24
that,0,24
women,0,24
wear,0,24
only,0,24
full,0,24
length,0,24
dresses,0,24
and,0,24
skirts,0,24
;,0,24
you,ENTITY,24
should,0,24
make,0,24
sure,0,24
that,0,24
your,ENTITY,24
clothing,0,24
covers,0,24
at,0,24
least,0,24
your,ENTITY,24
shoulders,0,24
and,0,24
your,ENTITY,24
knees,0,24
and,0,24
