text,label,sentence
What,0,0
'd,0,0
you,0,0
do,0,0
Sabrina,0,0
?,0,0
Nothing,0,0
.,0,0
I,ENTITY,1
left,0,1
the,0,1
phone,0,1
in,0,1
my,ENTITY,1
bedroom,0,1
last,0,1
night,0,1
",",0,1
and,0,1
so,0,1
I,ENTITY,1
'm,0,1
grounded,0,1
from,0,1
the,0,1
phone,0,1
.,0,1
It,0,2
was,0,2
an,0,2
accident,0,2
.,0,2
You,0,3
guys,0,3
are,0,3
always,0,3
in,0,3
trouble,0,3
.,0,3
What,0,4
's,0,4
up,0,4
with,0,4
that,0,4
?,0,4
Mom,0,4
's,0,4
a,0,4
bitch,0,4
.,0,4
Get,0,5
your,ENTITY,5
feet,0,5
off,0,5
of,0,5
there,0,5
.,0,5
Get,0,6
your,ENTITY,6
feet,0,6
off,0,6
of,0,6
there,0,6
.,0,6
You,0,7
're,0,7
so,0,7
stupid,0,7
thinking,0,7
I,ENTITY,7
spent,0,7
the,0,7
night,0,7
.,0,7
I,ENTITY,8
came,0,8
home,0,8
last,0,8
night,0,8
and,0,8
told,0,8
you,0,8
.,0,8
Kendra,ENTITY,9
",",0,9
just,0,9
let,0,9
it,0,9
go,0,9
.,0,9
You,ENTITY,10
—,0,10
No,0,10
",",0,10
because,0,10
she,0,10
does,0,10
n't,0,10
—,0,10
All,0,10
you,ENTITY,10
said,0,10
last,0,10
night,0,10
was,0,10
—,0,10
She,0,10
thinks,0,10
I,ENTITY,10
spent,0,10
the,0,10
night,0,10
in,0,10
my,ENTITY,10
jeans,0,10
—,0,10
Kim,0,10
was,0,10
n't,0,10
staying,0,10
the,0,10
night,0,10
.,0,10
If,0,11
I,ENTITY,11
did,0,11
spend,0,11
the,0,11
night,0,11
",",0,11
and,0,11
I,ENTITY,11
was,0,11
trying,0,11
to,0,11
lie,0,11
",",0,11
I,ENTITY,11
would,0,11
give,0,11
up,0,11
",",0,11
cause,0,11
then,0,11
I,ENTITY,11
would,0,11
n't,0,11
care,0,11
",",0,11
cause,0,11
I,ENTITY,11
knew,0,11
I,ENTITY,11
deserved,0,11
it,0,11
.,0,11
But,0,12
I,ENTITY,12
did,0,12
n't,0,12
spend,0,12
the,0,12
night,0,12
",",0,12
and,0,12
I,ENTITY,12
do,0,12
n't,0,12
deserve,0,12
this,0,12
.,0,12
Kim,0,13
could,0,13
n't,0,13
spend,0,13
the,0,13
night,0,13
",",0,13
I,ENTITY,13
told,0,13
you,0,13
.,0,13
She,0,14
could,0,14
",",0,14
but,0,14
then,0,14
af-,0,14
—,0,14
I,ENTITY,14
wanted,0,14
to,0,14
stay,0,14
at,0,14
the,0,14
game,0,14
longer,0,14
.,0,14
And,0,15
her,0,15
mom,0,15
wanted,0,15
to,0,15
take,0,15
her,0,15
home,0,15
early,0,15
",",0,15
and,0,15
I,ENTITY,15
'm,0,15
like,0,15
",",0,15
no,0,15
let,0,15
's,0,15
stay,0,15
longer,0,15
.,0,15
But,0,16
her,0,16
mom,0,16
would,0,16
n't,0,16
let,0,16
her,0,16
.,0,16
And,0,17
so,0,17
she,0,17
went,0,17
home,0,17
and,0,17
