text,label,sentence
Re(a)d,0,0
Wedding,0,0
:,0,0
A,0,0
Comparative,0,0
Discourse,0,0
Analysis,0,0
of,0,0
Fan,0,0
Responses,0,0
to,0,0
Game,0,0
of,0,0
Thrones,0,0
It,0,0
is,0,0
no,0,0
exaggeration,0,0
to,0,0
say,0,0
that,0,0
HBO,0,0
’s,0,0
Game,0,0
of,0,0
Thrones,0,0
is,0,0
more,0,0
than,0,0
just,0,0
a,0,0
television,0,0
series,0,0
or,0,0
a,0,0
successful,0,0
brand,0,0
:,0,0
it,0,0
is,0,0
a,0,0
transmedia,0,0
system,0,0
in,0,0
the,0,0
sense,0,0
first,0,0
used,0,0
by,0,0
Marsha,0,0
Kinder,0,0
(,0,0
1991,0,0
),0,0
and,0,0
popularized,0,0
by,0,0
Henry,0,0
Jenkins,0,0
(,0,0
2006,0,0
),0,0
",",0,0
in,0,0
which,0,0
media,0,0
-,0,0
hopping,0,0
networks,0,0
of,0,0
intertextualities,0,0
extend,0,0
the,0,0
“,0,0
storyworld,0,0
”,0,0
of,0,0
an,0,0
original,0,0
production,0,0
.,0,0
Now,0,1
spanning,0,1
six,0,1
seasons,0,1
and,0,1
60,0,1
episodes,0,1
",",0,1
with,0,1
an,0,1
average,0,1
global,0,1
viewership,0,1
(,0,1
from,0,1
its,0,1
most,0,1
recent,0,1
season,0,1
),0,1
of,0,1
25.1,0,1
million,0,1
viewers,0,1
per,0,1
episode,0,1
(,0,1
Shepherd,0,1
",",0,1
2016,0,1
),0,1
",",0,1
it,0,1
has,0,1
spawned,0,1
five,0,1
video,0,1
games,0,1
",",0,1
a,0,1
graphic,0,1
novel,0,1
adaptation,0,1
",",0,1
several,0,1
companion,0,1
books,0,1
",",0,1
two,0,1
rap,0,1
albums,0,1
",",0,1
a,0,1
28,0,1
-,0,1
city,0,1
orchestral,0,1
tour,0,1
",",0,1
a,0,1
wide,0,1
variety,0,1
of,0,1
tabletop,0,1
games,0,1
",",0,1
toys,0,1
",",0,1
merchandise,0,1
and,0,1
mobile,0,1
apps,0,1
",",0,1
and,0,1
countless,0,1
podcasts,0,1
",",0,1
fanfics,0,1
and,0,1
other,0,1
fan,0,1
-,0,1
based,0,1
creations,0,1
.,0,1
Given,0,2
the,0,2
volume,0,2
of,0,2
content,0,2
this,0,2
represents,0,2
",",0,2
it,0,2
is,0,2
easy,0,2
to,0,2
forget,0,2
that,0,2
the,0,2
television,0,2
series,0,2
itself,0,2
is,0,2
an,0,2
adaptation,0,2
of,0,2
a,0,2
book,0,2
series,0,2
with,0,2
a,0,2
pre-existing,0,2
fandom,0,2
.,0,2
As,0,3
such,0,3
",",0,3
the,0,3
Game,0,3
of,0,3
Thrones,0,3
storyworld,0,3
represents,0,3
a,0,3
remarkably,0,3
rich,0,3
and,0,3
challenging,0,3
environment,0,3
for,0,3
fans,0,3
old,0,3
and,0,3
new,0,3
",",0,3
who,0,3
must,0,3
negotiate,0,3
an,0,3
increasingly,0,3
complex,0,3
network,0,3
of,0,3
paratexts,0,3
and,0,3
intertexts,0,3
in,0,3
order,0,3
to,0,3
fully,0,3
engage,0,3
with,0,3
its,0,3
narratives,0,3
.,0,3
In,0,4
this,0,4
sense,0,4
",",0,4
fans,0,4
of,0,4
the,0,4
series,0,4
represent,0,4
an,0,4
emerging,0,4
model,0,4
for,0,4
cultural,0,4
consumption,0,4
that,0,4
should,0,4
be,0,4
carefully,0,4
explored,0,4
.,0,4
Transmedia,0,5
systems,0,5
",",0,5
like,0,5
that,0,5
exemplified,0,5
by,0,5
Game,0,5
of,0,5
Thrones,0,5
",",0,5
are,0,5
becoming,0,5
increasingly,0,5
prevalent,0,5
(,0,5
e.g.,0,5
",",0,5
Star,0,5
Wars,0,5
",",0,5
Harry,0,5
Potter,0,5
",",0,5
The,0,5
Walking,0,5
Dead,0,5
",",0,5
the,0,5
Marvel,0,5
Cinematic,0,5
