text,label,sentence
Perfect,0,0
Teeth,0,0
Steven,0,0
wanted,0,0
to,0,0
be,0,0
a,0,0
dentist,0,0
.,0,0
It,0,1
was,0,1
pretty,0,1
much,0,1
the,0,1
first,0,1
thing,0,1
he,0,1
told,0,1
us,ENTITY,1
when,0,1
",",0,1
as,0,1
first,0,1
years,0,1
",",0,1
we,ENTITY,1
were,0,1
all,0,1
bunched,0,1
together,0,1
in,0,1
the,0,1
unfamiliar,0,1
dusty,0,1
classroom,0,1
.,0,1
When,0,2
",",0,2
a,0,2
couple,0,2
of,0,2
weeks,0,2
later,0,2
we,ENTITY,2
were,0,2
invited,0,2
over,0,2
to,0,2
his,0,2
house,0,2
we,ENTITY,2
saw,0,2
that,0,2
this,0,2
was,0,2
not,0,2
an,0,2
idle,0,2
remark,0,2
.,0,2
Where,0,3
our,ENTITY,3
bedroom,0,3
walls,0,3
were,0,3
decorated,0,3
with,0,3
posters,0,3
of,0,3
pop,0,3
stars,0,3
and,0,3
footballers,0,3
",",0,3
Steven,0,3
had,0,3
diagrams,0,3
setting,0,3
out,0,3
tooth,0,3
implementations,0,3
",",0,3
anatomical,0,3
drawings,0,3
of,0,3
the,0,3
jaw,0,3
with,0,3
brightly,0,3
coloured,0,3
nerves,0,3
",",0,3
muscle,0,3
",",0,3
blood,0,3
vessels,0,3
",",0,3
bones,0,3
",",0,3
and,0,3
",",0,3
of,0,3
course,0,3
",",0,3
teeth,0,3
.,0,3
Where,0,4
we,ENTITY,4
had,0,4
shelves,0,4
of,0,4
plastic,0,4
dinosaurs,0,4
and,0,4
superhero,0,4
figurines,0,4
from,0,4
cornflake,0,4
boxes,0,4
",",0,4
Steven,0,4
had,0,4
plaster,0,4
casts,0,4
of,0,4
jawbones,0,4
",",0,4
gums,0,4
and,0,4
teeth,0,4
grinning,0,4
down,0,4
at,0,4
us,ENTITY,4
.,0,4
The,0,5
instruments,0,5
were,0,5
locked,0,5
away,0,5
in,0,5
glass,0,5
cabinets,0,5
and,0,5
only,0,5
his,0,5
parents,0,5
had,0,5
the,0,5
key,0,5
.,0,5
“,0,6
They,0,6
do,0,6
n’t,0,6
exactly,0,6
encourage,0,6
my,0,6
interest,0,6
",",0,6
”,0,6
he,0,6
shrugged,0,6
.,0,6
“,0,7
They,0,7
sort,0,7
of,0,7
tolerate,0,7
it,0,7
.,0,7
But,0,8
Dad,0,8
says,0,8
they,0,8
’re,0,8
a,0,8
sort,0,8
of,0,8
collection,0,8
",",0,8
and,0,8
too,0,8
expensive,0,8
for,0,8
me,0,8
to,0,8
play,0,8
with,0,8
.,0,8
”,0,9
Of,0,9
course,0,9
",",0,9
we,ENTITY,9
tried,0,9
to,0,9
pick,0,9
the,0,9
locks,0,9
",",0,9
but,0,9
the,0,9
spikes,0,9
and,0,9
saws,0,9
and,0,9
drillheads,0,9
remained,0,9
—,0,9
tantalisingly,0,9
—,0,9
out,0,9
of,0,9
reach,0,9
.,0,9
We,ENTITY,10
did,0,10
n’t,0,10
see,0,10
Steven,0,10
’s,0,10
interest,0,10
as,0,10
strange,0,10
",",0,10
well,0,10
",",0,10
not,0,10
that,0,10
much,0,10
.,0,10
We,ENTITY,11
all,ENTITY,11
had,0,11
our,ENTITY,11
own,0,11
interests,0,11
—,0,11
drawing,0,11
",",0,11
electronics,0,11
",",0,11
collecting,0,11
beer,0,11
caps,0,11
—,0,11
that,0,11
each,0,11
appeared,0,11
obscure,0,11
to,0,11
anyone,0,11
else,0,11
.,0,11
DIY,0,12
Dentistry,0,12
was,0,12
just,0,12
something,0,12
that,0,12
had,0,12
never,0,12
crossed,0,12
our,ENTITY,12
horizon,0,12
before,0,12
.,0,12
And,0,13
if,0,13
Steven,0,13
did,0,13
n’t,0,13
see,0,13
it,0,13
as,0,13
weird,0,13
",",0,13
or,0,13
no,0,13
weirder,0,13
than,0,13
Andy,0,13
showing,0,13
us,ENTITY,13
his,0,13
Eastern,0,13
-,0,13
Block,0,13
beer,0,13
caps,0,13
all,0,13
laid,0,13
out,0,13
neatly,0,13
on,0,13
cork,0,13
boards,0,13
with,0,13
little,0,13
hand,0,13
-,0,13
written,0,13
labels,0,13
",",0,13
why,0,13
should,0,13
it,0,13
bother,0,13
us,ENTITY,13
?,0,13
I,0,13
suppose,0,13
that,0,13
",",0,13
in,0,13
our,ENTITY,13
own,0,13
way,0,13
",",0,13
we,ENTITY,13
were,0,13
all,0,13
collectively,0,13
strange,0,13
.,0,13
The,ENTITY,14
bunch,ENTITY,14
that,ENTITY,14
no,0,14
one,0,14
picked,ENTITY,14
for,ENTITY,14
their,0,14
side,0,14
at,ENTITY,14
football,0,14
or,ENTITY,14
hockey,ENTITY,14
",",0,14
and,0,14
that,0,14
was,0,14
the,0,14
glue,0,14
that,0,14
held,0,14
us,ENTITY,14
together,0,14
.,0,14
Besides,0,15
",",0,15
Steven,0,15
had,0,15
some,0,15
really,0,15
good,0,15
stuff,0,15
:,0,15
sweets,0,15
that,0,15
stained,0,15
your,0,15
teeth,0,15
bright,0,15
red,0,15
—,0,15
well,0,15
",",0,15
technically,0,15
",",0,15
not,0,15
your,0,15
teeth,0,15
",",0,15
just,0,15
the,0,15
plaque,0,15
",",0,15
but,0,15
the,0,15
result,0,15
was,0,15
often,0,15
the,0,15
same,0,15
.,0,15
It,0,16
took,0,16
a,0,16
few,0,16
days,0,16
good,0,16
brushing,0,16
to,0,16
get,0,16
it,0,16
off,0,16
.,0,16
Well,0,17
",",0,17
most,0,17
of,0,17
it,0,17
anyway,0,17
.,0,17
He,0,18
had,0,18
effervescent,0,18
tablets,0,18
that,0,18
turned,0,18
the,0,18
canteen,0,18
drinking,0,18
water,0,18
into,0,18
that,0,18
exact,0,18
same,0,18
pink,0,18
mixture,0,18
that,0,18
the,0,18
