token,ent,sent
well,0,0
speaking,0,0
of,0,0
animals,0,0
remember,0,0
the,0,0
fleas,0,0
we,0,0
had,0,0
at,0,0
Immaculate,0,1
Conception,0,1
last,0,1
year,0,1
that,0,1
I,0,1
was,0,1
telling,0,1
you,0,1
about,0,1
?,0,1
Yes,0,2
yeah,0,2
.,0,2
They,0,3
're,0,3
back,0,3
again,0,3
.,0,3
At,0,4
Immaculate,0,4
Conception,0,4
oh,0,5
At,0,5
Immaculate,0,5
Conception,0,5
Carol,0,6
Anne,0,6
said,0,6
she,0,6
was,0,6
eaten,0,6
alive,0,6
the,0,6
other,0,6
day,0,6
no,0,7
oh,0,7
And,0,7
Valerie,ENTITY,7
was,0,7
over,0,7
there,0,7
helping,0,7
her,0,7
with,0,7
something,0,7
on,0,7
the,0,8
computer,0,8
yeah,0,9
.,0,9
Valerie,ENTITY,10
came,0,10
home,0,10
she,ENTITY,11
had,0,11
welts,0,11
all,0,11
over,0,11
her,ENTITY,11
whole,0,11
legs,0,11
uh-oh,0,12
I,0,12
said,0,12
where,0,12
were,0,12
you,ENTITY,12
today,0,12
?,0,12
She,ENTITY,13
said,0,13
Immaculate,0,13
Conception,0,13
I,0,14
said,0,14
they,0,14
're,0,14
fleas,0,14
oh,0,15
.,0,15
No,0,16
she,ENTITY,16
said,0,16
no,0,17
yes,0,17
they,0,17
are,0,17
Valerie,ENTITY,17
oh,0,18
.,0,18
So,0,19
Carol,0,19
Anne,0,19
had,0,19
to,0,19
get,0,19
the,0,19
exterminator,0,19
to,0,19
put,0,19
the,0,20
bombs,0,20
in,0,20
the,0,20
rooms,0,20
again,0,20
.,0,20
oh,0,21
my,0,21
goodness,0,21
They,0,22
closed,0,22
everything,0,22
up,0,22
on,0,22
Friday,0,22
and,0,23
they,0,23
bombed,0,23
out,0,23
the,0,23
whole,0,23
place,0,23
for,0,23
the,0,23
weekend,0,23
oh,0,24
But,0,24
how,0,24
did,0,24
they,0,24
come,0,24
back,0,24
I,0,25
guess,0,25
all,0,25
the,0,25
eggs,0,25
stay,0,25
in,0,25
the,0,25
rug,0,25
is,0,26
that,0,26
it,0,26
?,0,26
Well,0,27
I,0,27
do,0,27
n't,0,27
know,0,27
I,0,28
guess,0,28
they,0,28
do,0,28
but,0,29
that,0,29
's,0,29
a,0,29
long,0,29
time,0,29
incubating,0,29
I,0,30
mean,0,30
you,0,30
did,0,30
n't,0,30
have,0,30
them,0,30
through,0,30
the,0,30
entire,0,30
year,0,31
and,0,32
then,0,32
yeah,0,33
no,0,33
we,0,33
did,0,33
n't,0,33
have,0,33
them,0,33
again,0,33
unless,0,33
they,0,33
come,0,33
in,0,33
the,0,34
windows,0,34
in,0,34
the,0,34
summer,0,34
.,0,34
%mm,0,35
See,0,35
that,0,35
could,0,35
be,0,35
it,0,35
.,0,35
yeah,0,36
maybe,0,36
there,0,36
's,0,36
some,0,36
way,0,36
And,0,36
they,0,36
infest,0,36
the,0,36
rugs,0,36
Because,0,37
