token,ent,sent
Grandma,ENTITY,0
Wu,ENTITY,0
was,0,0
adopted,0,0
into,0,0
the,0,0
Wu,0,0
family,0,0
at,0,0
age,0,0
ten,0,1
.,0,1
Within,0,2
half,0,2
a,0,2
year,0,2
both,0,2
of,0,2
her,ENTITY,2
adoptive,0,2
parents,0,2
died,0,2
",",0,3
and,0,3
at,0,3
age,0,3
11,0,3
she,ENTITY,3
slipped,0,3
and,0,3
fell,0,3
in,0,3
the,0,3
sugar,0,3
cane,0,3
fields,0,3
",",0,3
poking,0,3
her,ENTITY,3
left,0,3
eye,0,3
out,0,3
.,0,3
Orphaned,0,4
and,0,4
blind,0,4
in,0,4
one,0,4
eye,0,4
",",0,4
a,0,4
hard,0,4
life,0,4
lay,0,5
in,0,5
store,0,5
for,0,5
her,ENTITY,5
",",0,5
but,0,5
she,ENTITY,5
made,0,5
the,0,5
best,0,5
of,0,5
a,0,5
bad,0,5
situation,0,5
.,0,5
With,0,6
no,0,6
male,0,6
siblings,0,6
to,0,6
carry,0,6
on,0,6
the,0,6
family,0,6
line,0,6
",",0,7
at,0,7
age,0,7
25,0,7
she,ENTITY,7
managed,0,7
to,0,7
find,0,7
a,0,7
husband,0,7
who,0,7
was,0,7
willing,0,7
to,0,7
let,0,7
his,0,7
first,0,7
male,0,7
child,0,7
take,0,7
the,0,7
Wu,0,7
surname,0,7
.,0,7
The,0,8
children,0,8
came,0,8
rapidly,0,8
",",0,8
and,0,8
there,0,8
was,0,8
never,0,8
any,0,8
money,0,9
to,0,9
spare,0,9
.,0,9
But,0,10
it,0,10
is,0,10
clear,0,10
that,0,10
she,ENTITY,10
does,0,10
live,0,10
reasonably,0,10
well,0,10
now,0,11
.,0,11
When,0,12
did,0,12
survival,0,12
cease,0,12
to,0,12
be,0,12
such,0,12
a,0,12
struggle,0,12
?,0,12
Grandma,ENTITY,13
Wu,ENTITY,13
remembers,0,13
quite,0,13
clearly,0,13
when,0,13
the,0,13
turning,0,13
point,0,13
came,0,13
.,0,14
It,0,15
was,0,15
in,0,15
the,0,15
early,0,15
1980s,0,15
",",0,15
when,0,15
her,ENTITY,15
oldest,0,15
grandchild,0,16
was,0,16
already,0,16
a,0,16
teenager,0,16
",",0,16
that,0,16
business,0,16
gradually,0,16
started,0,16
going,0,16
better,0,16
for,0,16
her,ENTITY,16
three,0,16
sons,0,16
.,0,16
The,0,17
three,0,17
brothers,0,17
got,0,17
together,0,17
and,0,17
decided,0,17
that,0,17
they,0,17
should,0,17
each,0,18
give,0,18
her,ENTITY,18
NT$,0,18
"2,000",0,18
every,0,18
month,0,18
.,0,18
For,0,19
the,0,19
first,0,19
time,0,19
in,0,19
her,ENTITY,19
life,0,19
",",0,19
she,ENTITY,19
was,0,19
able,0,20
to,0,20
relax,0,20
a,0,20
bit,0,20
",",0,20
then,0,20
five,0,20
years,0,20
ago,0,20
the,0,20
government,0,20
started,0,20
providing,0,20
a,0,20
monthly,0,20
pension,0,20
of,0,20
NT$,0,20
"3,000",0,20
.,0,20
This,0,21
was,0,21
enough,0,21
to,0,21
cover,0,21
meals,0,21
",",0,21
and,0,21
her,ENTITY,21
life,0,21
improved,0,22
even,0,22
more,0,22
.,0,22
Grandma,ENTITY,23
Wu,ENTITY,23
now,0,23
lives,0,23
together,0,23
with,0,23
several,0,23
other,0,23
old,0,23
folks,0,23
very,0,24
near,0,24
the,0,24
coast,0,24
in,0,24
the,0,24
old,0,24
traditional,0,24
farmhouse,0,24
where,0,24
she,ENTITY,24
grew,0,24
up,0,24
.,0,24
Her,ENTITY,25
main,0,25
worry,0,25
these,0,25
days,0,25
is,0,25
her,ENTITY,25
granddaughter,0,25
in,0,25
Taipei,0,25
",",0,26
who,0,26
is,0,26
in,0,26
her,0,26
30s,0,26
and,0,26
still,0,26
unmarried,0,26
.,0,26
"""",0,27
Her,0,27
father,0,27
got,0,27
married,0,27
when,0,27
he,0,27
was,0,27
22,0,27
.,0,27
How,0,28
can,0,28
a,0,28
girl,0,28
be,0,28
putting,0,28
things,0,28
off,0,28
?,0,28
"""",0,28
