token,ent,sent
Last,0,0
tango,0,0
in,0,0
Paris,0,0
Paris,0,1
was,0,1
once,0,1
the,0,1
sex,0,1
capital,0,1
of,0,1
the,0,1
world,0,1
.,0,1
But,0,2
a,0,2
crackdown,0,2
on,0,2
prostitution,0,2
and,0,2
the,0,2
rise,0,2
of,0,2
porn,0,2
megastores,0,3
are,0,3
destroying,0,3
a,0,3
unique,0,3
",",0,3
secret,0,3
heritage,0,3
.,0,3
Andrew,0,4
Hussey,0,4
reports,0,4
Every,0,5
day,0,5
of,0,5
the,0,5
week,0,5
",",0,5
from,0,5
mid-morning,0,5
until,0,5
the,0,5
early,0,6
hours,0,6
",",0,6
the,0,6
Club,0,6
88,0,6
on,0,6
rue,0,6
Saint,0,6
-,0,6
Denis,0,6
in,0,6
central,0,6
Paris,0,6
does,0,6
a,0,6
brisk,0,6
trade,0,6
.,0,6
From,0,7
the,0,7
outside,0,7
at,0,7
least,0,7
",",0,7
there,0,7
is,0,7
little,0,7
to,0,7
distinguish,0,8
it,0,8
from,0,8
the,0,8
dozen,0,8
or,0,8
so,0,8
rival,0,8
sex,0,8
shops,0,8
which,0,8
line,0,8
the,0,8
streets,0,8
in,0,8
this,0,8
part,0,8
of,0,8
Paris,0,8
",",0,8
in,0,8
between,0,8
the,0,8
stalls,0,8
flogging,0,8
cheap,0,8
hip,0,8
-,0,8
hop,0,8
gear,0,8
and,0,8
drugs,0,8
paraphernalia,0,8
.,0,8
This,0,9
part,0,9
of,0,9
the,0,9
city,0,9
has,0,9
always,0,9
had,0,9
a,0,9
seedy,0,9
reputation,0,10
.,0,10
Since,0,11
the,0,11
Middle,0,11
Ages,0,11
",",0,11
it,0,11
has,0,11
been,0,11
known,0,11
as,0,11
the,0,12
haunt,0,12
of,0,12
hustlers,0,12
",",0,12
thieves,0,12
and,0,12
whores,0,12
-,0,12
the,0,13
street,0,13
signs,0,13
around,0,13
here,0,13
give,0,13
the,0,13
game,0,13
away,0,13
-LRB-,0,13
la,0,14
rue,0,14
de,0,14
la,0,14
Grande,0,14
Truanderie,0,14
-,0,14
``,0,14
the,0,14
street,0,14
of,0,14
great,0,14
criminality,0,14
'',0,14
",",0,14
named,0,14
in,0,14
the,0,14
15th,0,14
century,0,14
",",0,14
is,0,14
still,0,14
home,0,14
to,0,14
evil,0,14
-,0,14
looking,0,14
