token,ent,sent
Burning,0,0
the,0,0
proverbial,0,0
candle,0,0
Motivated,0,1
by,0,1
the,0,1
degree,0,1
or,0,1
not,0,1
",",0,1
the,0,1
enthusiasm,0,1
of,0,1
these,0,2
professionals,0,2
for,0,2
their,0,2
studies,0,2
is,0,2
impressive,0,2
.,0,2
Nevertheless,0,3
",",0,3
they,0,3
must,0,3
pay,0,3
a,0,3
hefty,0,3
price,0,3
to,0,3
be,0,3
able,0,4
to,0,4
study,0,4
in,0,4
the,0,4
first,0,4
place,0,4
.,0,4
First,0,5
",",0,5
working,0,5
during,0,5
the,0,5
day,0,5
and,0,5
attending,0,5
classes,0,5
at,0,5
night,0,6
is,0,6
often,0,6
a,0,6
war,0,6
of,0,6
energy,0,6
and,0,6
will,0,6
.,0,6
Next,0,7
",",0,7
they,0,7
must,0,7
shuffle,0,7
their,0,7
work,0,7
schedules,0,7
to,0,7
accommodate,0,7
their,0,8
studies,0,8
.,0,8
Many,0,9
of,0,9
them,0,9
have,0,9
to,0,9
reschedule,0,9
business,0,9
trips,0,9
.,0,9
Meanwhile,0,10
",",0,10
some,0,10
become,0,10
highway,0,10
speeders,0,10
",",0,10
rushing,0,10
from,0,10
Taoyuan,0,10
or,0,11
Hsinchu,0,11
to,0,11
attend,0,11
class,0,11
.,0,11
And,0,12
female,0,12
managers,0,12
",",0,12
ordinarily,0,12
responsible,0,12
for,0,12
household,0,12
chores,0,12
as,0,12
well,0,13
",",0,13
really,0,13
burn,0,13
the,0,13
proverbial,0,13
candle,0,13
at,0,13
both,0,13
ends,0,13
.,0,13
"""",0,14
I,ENTITY,14
have,0,14
my,ENTITY,14
time,0,14
perfectly,0,14
allotted,0,14
",",0,14
"""",0,14
says,0,14
Morna,ENTITY,15
Lee,ENTITY,15
",",0,15
Taiwan,0,15
regional,0,15
business,0,15
manager,0,15
for,0,15
Kellogg,0,15
's,0,15
.,0,15
She,ENTITY,16
divides,0,16
her,ENTITY,16
schedule,0,16
into,0,16
three,0,16
-,0,16
month,0,16
cycles,0,16
",",0,16
and,0,17
with,0,17
one,0,17
class,0,17
on,0,17
Thursday,0,17
afternoons,0,17
",",0,17
her,ENTITY,17
company,0,17
does,0,17
its,0,17
best,0,17
to,0,17
accommodate,0,17
her,ENTITY,17
by,0,17
not,0,17
holding,0,17
meetings,0,17
that,0,17
involve,0,17
her,ENTITY,17
on,0,17
that,0,17
day,0,17
of,0,17
the,0,17
week,0,17
.,0,17
Still,0,18
",",0,18
sometimes,0,18
nothing,0,18
can,0,18
be,0,18
done,0,18
",",0,18
such,0,18
as,0,18
the,0,19
time,0,19
that,0,19
she,ENTITY,19
had,0,19
a,0,19
meeting,0,19
in,0,19
Hong,0,19
Kong,0,19
early,0,19
one,0,19
Friday,0,19
morning,0,19
",",0,19
forcing,0,19
her,ENTITY,19
to,0,19
miss,0,19
class,0,19
on,0,19
Thursday,0,19
while,0,19
she,ENTITY,19
flew,0,19
to,0,19
Hong,0,19
Kong,0,19
.,0,19
She,ENTITY,20
had,0,20
to,0,20
fly,0,20
quickly,0,20
back,0,20
to,0,20
Taipei,0,20
to,0,20
make,0,20
class,0,21
on,0,21
Saturday,0,21
afternoon,0,21
.,0,21
Despite,0,22
often,0,22
staying,0,22
up,0,22
until,0,22
2:00,0,22
or,0,22
3:00,0,22
AM,0,22
to,0,22
study,0,23
or,0,23
write,0,23
reports,0,23
",",0,23
