token,ent,sent
Now,0,0
what,0,0
's,0,0
the,0,0
size,0,0
of,0,0
it,0,0
compared,0,0
to,0,0
the,0,0
other,0,1
place,0,1
because,0,1
now,0,1
I,0,1
remember,0,1
that,0,1
The,0,2
size,0,2
of,0,2
the,0,2
classrooms,0,2
yeah,0,2
%um,0,2
maybe,0,2
two,0,2
-,0,2
thirds,0,3
as,0,3
big,0,3
mhm,0,4
mhm,0,4
But,0,5
see,0,5
I,0,5
have,0,5
fewer,0,5
children,0,5
too,0,5
oh,0,6
that,0,6
's,0,6
good,0,6
how,0,7
many,0,7
About,0,8
twenty,0,8
or,0,8
twenty,0,8
-,0,8
two,0,8
.,0,8
oh,0,9
that,0,9
's,0,9
good,0,9
.,0,9
mhm,0,10
smallest,0,10
class,0,10
in,0,10
the,0,10
school,0,10
.,0,10
%mm,0,11
They,0,11
range,0,11
I,0,11
think,0,11
from,0,11
my,0,11
twenty,0,11
to,0,11
up,0,11
about,0,11
thirty,0,12
-,0,12
two,0,12
And,0,13
what,0,13
grade,0,13
is,0,13
it,0,13
again,0,13
?,0,13
Third,0,14
.,0,14
okay,0,15
.,0,15
They,0,16
do,0,16
n't,0,16
like,0,16
to,0,16
pass,0,16
thirty,0,16
but,0,17
I,0,17
think,0,17
the,0,17
seventh,0,17
grade,0,17
has,0,17
thirty,0,17
-,0,17
two,0,17
.,0,18
uh-huh,0,19
.,0,19
And,0,20
they,0,20
might,0,20
not,0,20
all,0,20
show,0,20
up,0,20
either,0,20
.,0,20
You,0,21
know,0,21
you,0,21
never,0,21
can,0,21
tell,0,21
with,0,21
people,0,21
like,0,21
that,0,21
Right,0,22
.,0,22
Right,0,23
.,0,23
So,0,24
we,0,24
shall,0,24
see,0,24
.,0,24
oh,0,25
.,0,25
Well,0,26
I,0,26
'm,0,26
glad,0,26
you,0,26
have,0,26
a,0,26
smaller,0,26
number,0,26
now,0,26
.,0,27
oh,0,28
and,0,28
it,0,28
's,0,28
all,0,28
one,0,28
grade,0,28
.,0,28
all,0,29
one,0,29
grade,0,29
it,0,30
's,0,30
Tammy,0,31
you,0,31
almost,0,31
wo,0,31
n't,0,31
know,0,31
what,0,31
to,0,31
do,0,31
with,0,31
yourself,0,32
oh,0,33
I,0,33
think,0,33
I,0,33
'll,0,33
find,0,33
many,0,33
a,0,33
thing,0,33
to,0,33
do,0,34
somehow,0,34
oh,0,35
oh,0,35
gosh,0,35
so,0,36
have,0,36
you,0,36
seen,0,36
any,0,36
other,0,36
teachers,0,36
?,0,36
oh,0,37
yes,0,37
%um,0,38
see,0,38
when,0,38
the,0,38
principal,0,38
was,0,38
away,0,38
two,0,38
of,0,38
the,0,38
men,0,39
the,0,39
second,0,39
grade,0,39
teacher,0,39
John,0,39
McCall,0,39
who,0,39
's,0,39
a,0,39
lovely,0,39
gentleman,0,39
and,0,39
the,ENTITY,39
computer,ENTITY,39
teacher,ENTITY,39
Mr.,0,39
Deverow,0,39
covered,0,39
the,0,39
office,0,39
for,0,39
the,0,39
principal,0,39
%hm,0,40
%hm,0,40
I,0,41
see,0,41
.,0,41
So,0,42
John,0,42
McCall,0,42
was,0,42
doing,0,42
it,0,42
%uh,0,42
last,0,42
week,0,42
and,0,43
Mr.,ENTITY,43
Deverow,ENTITY,43
was,0,43
doing,0,43
it,0,43
the,0,43
week,0,43
before,0,43
that,0,43
.,0,44
uh-huh,0,45
.,0,45
So,0,46
they,0,46
were,0,46
very,0,46
helpful,0,46
.,0,46
Now,0,47
will,0,47
your,0,47
class,0,47
have,0,47
much,0,47
opportunity,0,47
to,0,47
use,0,47
the,0,47
computers,0,48
?,0,48
oh,0,49
yes,0,49
once,0,50
a,0,50
week,0,50
they,0,50
go,0,50
up,0,50
uh-huh,0,50
.,0,50
For,0,50
forty,0,50
-,0,51
five,0,51
minutes,0,51
.,0,51
I,0,52
have,0,52
three,0,52
computers,0,52
in,0,52
my,0,52
classroom,0,52
.,0,52
Do,0,53
you,0,53
?,0,53
Yes,0,54
every,0,54
classroom,0,54
has,0,54
two,0,54
or,0,54
three,0,54
.,0,54
mhm,0,54
.,0,54
oh,0,55
mhm,0,55
hey,0,55
that,0,55
's,0,55
good,0,55
.,0,55
yeah,0,56
it,0,56
's,0,56
great,0,56
.,0,56
%eh,0,57
they,0,57
're,0,57
real,0,57
old,0,57
you,0,57
know,0,57
the,0,57
ones,0,57
in,0,57
the,0,58
room,0,58
they,0,59
're,0,59
like,0,59
%um,0,59
uh-huh,0,59
.,0,59
the,0,59
old,0,59
Commodores,0,59
I,0,59
think,0,60
%mm,0,61
.,0,61
but,0,62
they,0,62
're,0,62
I,0,62
B,0,62
M,0,62
compatible,0,62
.,0,62
That,0,63
's,0,63
good,0,63
and,0,64
so,0,64
like,0,64
what,0,64
program,0,64
is,0,64
in,0,64
it,0,64
what,0,65
will,0,65
you,0,65
use,0,65
it,0,65
for,0,65
?,0,65
mhm,0,66
Well,0,66
I,0,66
think,0,66
what,0,66
he,ENTITY,66
's,0,66
done,0,66
see,0,67
Mr.,ENTITY,67
Deverow,ENTITY,67
makes,0,67
these,0,67
discs,0,67
uh-huh,0,67
to,0,67
go,0,67
with,0,67
your,0,68
work,0,68
oh,0,69
.,0,69
So,0,70
if,0,70
you,0,70
want,0,70
something,0,70
on,0,70
you,0,70
know,0,70
addition,0,70
of,0,70
facts,0,71
up,0,71
to,0,71
nine,0,71
",",0,71
he,ENTITY,71
'll,0,71
have,0,71
a,0,71
disc,0,71
that,0,71
you,0,71
can,0,71
use,0,71
to,0,71
reinforce,0,71
those,0,71
skills,0,71
Really,0,72
.,0,72
Yes,0,73
",",0,73
he,ENTITY,74
's,0,74
done,0,74
that,0,74
.,0,74
hey,0,75
that,0,75
's,0,75
great,0,75
.,0,75
he,ENTITY,76
's,0,76
been,0,76
there,0,76
twenty,0,76
-,0,76
five,0,76
years,0,76
they,0,76
say,0,76
Really,0,77
.,0,77
yeah,0,78
so,0,78
he,ENTITY,78
has,0,78
spent,0,78
many,0,78
many,0,78
hours,0,78
just,0,78
making,0,78
discs,0,78
for,0,79
the,0,79
teachers,0,79
.,0,79
That,0,80
's,0,80
fantastic,0,80
mhm,0,81
and,0,81
we,0,81
have,0,81
an,0,81
art,0,81
teacher,0,81
",",0,81
a,0,81
music,0,81
teacher,0,81
",",0,82
and,0,82
a,0,82
gym,0,82
teacher,0,82
Wow,0,82
.,0,82
And,0,82
a,0,82
fulltime,0,82
librarian,0,82
plus,0,82
an,0,82
assistant,0,82
librarian,0,82
who,0,82
's,0,82
a,0,82
Sister,0,82
.,0,82
My,0,82
goodness,0,82
.,0,82
A,0,82
Benedictine,0,82
Sister,0,82
so,0,83
you,0,83
do,0,83
get,0,83
three,0,83
forty,0,83
minute,0,83
periods,0,83
well,0,83
about,0,83
three,0,84
half,0,84
-,0,84
hour,0,84
periods,0,84
by,0,84
the,0,84
time,0,84
you,0,84
take,0,84
them,0,84
and,0,84
bring,0,84
them,0,84
back,0,84
a,0,84
week,0,84
Yes,0,85
right,0,85
right,0,85
.,0,85
%mm,0,86
.,0,86
but,0,87
I,0,87
think,0,87
you,0,87
also,0,87
have,0,87
to,0,87
stay,0,87
with,0,87
the,0,87
children,0,88
all,0,88
during,0,88
lunch,0,88
and,0,88
recess,0,88
oh,0,89
so,0,89
that,0,89
's,0,89
a,0,89
trade,0,89
-,0,89
off,0,89
I,0,90
think,0,90
you,0,90
need,0,90
that,0,90
forty,0,90
minutes,0,90
So,0,91
when,0,91
do,0,91
you,0,91
get,0,91
your,0,91
lunch,0,91
you,0,92
eat,0,92
with,0,92
them,0,92
?,0,92
Well,0,93
I,0,93
think,0,93
you,0,93
eat,0,93
with,0,93
them,0,93
as,0,93
far,0,93
as,0,93
I,0,94
know,0,94
do,0,95
they,0,95
eat,0,95
in,0,95
their,0,95
room,0,95
is,0,96
that,0,96
it,0,96
?,0,96
In,0,97
the,0,97
classroom,0,97
yes,0,97
as,0,97
far,0,97
as,0,97
