token,ent,sent
The,0,0
emperor,0,0
is,0,0
far,0,0
away,0,0
The,0,1
scenery,0,1
grows,0,1
increasingly,0,1
rural,0,1
as,0,1
we,0,1
move,0,1
west,0,1
through,0,1
the,0,2
townships,0,2
of,0,2
Huwei,0,2
",",0,2
Tuku,0,2
",",0,2
Paochung,0,2
",",0,2
and,0,2
Tungshih,0,2
.,0,2
Temples,0,3
tower,0,3
over,0,3
green,0,3
rice,0,3
fields,0,3
.,0,3
Less,0,4
than,0,4
half,0,4
an,0,4
hour,0,4
after,0,4
leaving,0,4
the,0,4
train,0,4
station,0,4
we,0,5
get,0,5
off,0,5
the,0,5
county,0,5
highway,0,5
and,0,5
onto,0,5
narrow,0,5
Tungshih,0,5
East,0,5
Road,0,5
.,0,5
When,0,6
we,0,6
reach,0,6
our,0,6
destination,0,6
in,0,6
rural,0,6
Taihsi,0,6
Township,0,6
",",0,6
a,0,7
few,0,7
dozen,0,7
buildings,0,7
of,0,7
modern,0,7
ferroconcrete,0,7
construction,0,7
line,0,7
the,0,7
road,0,7
",",0,7
and,0,7
shops,0,7
of,0,7
every,0,7
description,0,7
occupy,0,7
the,0,7
ground,0,7
floor,0,7
of,0,7
each,0,7
one,0,7
.,0,7
Wu,0,8
Tsung,0,8
-,0,8
sheng,0,8
's,0,8
parents,0,8
",",0,8
who,0,8
are,0,8
pushing,0,8
60,0,9
years,0,9
old,0,9
",",0,9
run,0,9
a,0,9
local,0,9
bakery,0,9
",",0,9
and,0,9
they,0,9
greet,0,9
us,0,9
with,0,9
the,0,9
wide,0,9
smiles,0,9
and,0,9
warm,0,9
hospitality,0,9
so,0,9
typical,0,9
of,0,9
haikou,0,9
-LRB-,0,9
as,0,9
the,0,9
locals,0,9
are,0,9
accustomed,0,9
to,0,9
calling,0,9
Taihsi,0,9
and,0,9
the,0,9
surrounding,0,9
townships,0,9
near,0,9
the,0,9
coast,0,9
in,0,9
western,0,9
Yunlin,0,9
County,0,9
-RRB-,0,9
.,0,9
They,0,10
also,0,10
speak,0,10
Taiwanese,0,10
with,0,10
an,0,10
unmistakable,0,10
haikou,0,10
accent,0,10
.,0,10
To,0,11
welcome,0,11
their,0,11
guest,0,11
they,0,11
have,0,11
ordered,0,11
a,0,11
big,0,11
seafood,0,11
meal,0,12
in,0,12
advance,0,12
.,0,12
Tsung,ENTITY,13
-,ENTITY,13
sheng,ENTITY,13
's,ENTITY,13
grandmother,0,13
",",0,13
parents,0,13
",",0,13
uncles,0,13
",",0,13
aunts,0,14
",",0,14
cousins,0,14
",",0,14
nephews,0,14
",",0,14
and,0,14
nieces,0,14
have,0,14
all,0,14
come,0,14
in,0,14
from,0,14
around,0,14
haikou,0,14
for,0,14
the,0,14
gathering,0,14
.,0,14
The,0,15
strength,0,15
of,0,15
the,0,15
Wu,0,15
clan,0,15
's,0,15
family,0,15
ties,0,15
is,0,15
plainly,0,16
evident,0,16
.,0,16
These,0,17
people,0,17
go,0,17
back,0,17
for,0,17
generations,0,17
here,0,17
.,0,17
From,0,18
the,0,18
destruction,0,18
of,0,18
World,0,18
War,0,18
II,0,18
to,0,18
the,0,18
mixed,0,18
joy,0,19
and,0,19
grief,0,19
of,0,19
the,0,19
early,0,19
post-war,0,19
years,0,19
",",0,19
from,0,19
the,0,19
barest,0,19
of,0,19
rural,0,19
hamlets,0,19
to,0,19
a,0,19
prosperous,0,19
little,0,19
town,0,19
",",0,19
this,0,19
family,0,19
has,0,19
seen,0,19
it,0,19
all,0,19
.,0,19
