token,ent,sent
Medieval,0,0
philosophers,0,0
used,0,0
to,0,0
hold,0,0
the,0,0
sensible,0,0
belief,0,0
that,0,0
it,0,0
was,0,1
more,0,1
perfect,0,1
to,0,1
exist,0,1
than,0,1
not,0,1
to,0,1
exist,0,1
",",0,1
and,0,1
that,0,1
to,0,1
exist,0,1
as,0,1
a,0,1
matter,0,1
of,0,1
necessity,0,1
was,0,1
most,0,1
perfect,0,1
of,0,1
all,0,1
.,0,1
Now,0,2
",",0,2
only,0,2
God,0,2
exists,0,2
as,0,2
a,0,2
matter,0,2
of,0,2
absolute,0,2
necessity,0,3
;,0,3
it,0,3
is,0,3
built,0,3
into,0,3
His,0,3
nature,0,3
.,0,3
But,0,4
since,0,4
the,0,4
time,0,4
of,0,4
Darwin,0,4
",",0,4
we,0,4
humans,0,4
could,0,4
at,0,5
least,0,5
claim,0,5
a,0,5
sort,0,5
of,0,5
natural,0,5
necessity,0,5
for,0,5
the,0,5
existence,0,5
of,0,5
our,0,5
species,0,5
.,0,5
Are,0,6
n't,0,6
we,0,6
",",0,6
after,0,6
all,0,6
",",0,6
the,0,6
inevitable,0,6
culmination,0,6
of,0,7
that,0,7
stately,0,7
pageant,0,7
called,0,7
evolution,0,7
?,0,7
If,0,8
mutation,0,8
and,0,8
natural,0,8
selection,0,8
slowly,0,8
but,0,8
surely,0,8
give,0,8
rise,0,8
to,0,9
more,0,9
and,0,9
more,0,9
advanced,0,9
forms,0,9
of,0,9
life,0,9
",",0,9
then,0,9
it,0,9
was,0,9
only,0,9
a,0,9
matter,0,9
of,0,9
eons,0,9
before,0,9
splendid,0,9
beings,0,9
endowed,0,9
with,0,9
reason,0,9
",",0,9
self,0,9
-,0,9
awareness,0,9
and,0,9
taste,0,9
shimmered,0,9
onto,0,9
the,0,9
scene,0,9
.,0,9
Now,0,10
along,0,10
comes,0,10
Stephen,ENTITY,10
Jay,ENTITY,10
Gould,ENTITY,10
to,0,10
dash,0,10
this,0,10
flattering,0,10
illusion,0,11
.,0,11
His,ENTITY,12
credentials,0,12
are,0,12
excellent,0,12
for,0,12
the,0,12
task,0,12
.,0,12
Star,ENTITY,13
lecturer,ENTITY,13
at,0,13
Harvard,0,13
",",0,13
author,0,13
of,0,13
numerous,0,13
popular,0,13
books,0,13
on,0,14
science,0,14
",",0,14
and,0,14
scourge,0,14
of,0,14
the,0,14
creationist,0,14
lobby,0,14
",",0,14
Mr.,ENTITY,14
Gould,ENTITY,14
is,0,14
perhaps,0,14
the,0,14
world,0,14
's,0,14
most,0,14
eminent,0,14
evolutionary,0,14
theorist,0,14
.,0,14
Yet,0,15
he,ENTITY,15
puts,0,15
quite,0,15
a,0,15
twist,0,15
on,0,15
the,0,15
old,0,15
story,0,15
handed,0,16
down,0,16
from,0,16
Darwin,0,16
.,0,16
For,0,17
him,ENTITY,17
",",0,17
natural,0,17
history,0,17
is,0,17
anything,0,17
but,0,17
a,0,17
gradual,0,17
",",0,18
predictable,0,18
march,0,18
from,0,18
primordial,0,18
slime,0,18
to,0,18
human,0,18
consciousness,0,18
;,0,18
it,0,18
is,0,18
a,0,18
careening,0,18
",",0,18
chaotic,0,18
affair,0,18
in,0,18
which,0,18
the,0,18
emergence,0,18
of,0,18
a,0,18
featherless,0,18
biped,0,18
was,0,18
a,0,18
one,0,18
-,0,18
in,0,18
-,0,18
a,0,18
-,0,18
million,0,18
shot,0,18
.,0,18
In,0,19
``,0,19
Wonderful,0,19
Life,0,19
:,0,19
The,0,19
Burgess,0,19
Shale,0,19
and,0,19
the,0,19
Nature,0,20
of,0,20
History,0,20
'',0,20
-LRB-,0,20
Norton,0,20
",",0,20
326,0,20
pages,0,20
",",0,20
$,0,20
19.95,0,20
-RRB-,0,20
",",0,20
Mr.,ENTITY,20
Gould,ENTITY,20
makes,0,20
his,ENTITY,20
case,0,20
for,0,20
``,0,20
the,0,20
awesome,0,20
improbability,0,20
of,0,20
human,0,20
evolution,0,20
.,0,20
'',0,20
The,0,21
argument,0,21
turns,0,21
on,0,21
the,0,21
discovery,0,21
in,0,21
1909,0,21
of,0,21
an,0,21
amazing,0,22
fossil,0,22
quarry,0,22
high,0,22
in,0,22
the,0,22
Canadian,0,22
Rockies,0,22
called,0,22
the,0,22
Burgess,0,22
Shale,0,22
.,0,22
Here,0,23
",",0,23
in,0,23
an,0,23
area,0,23
smaller,0,23
than,0,23
a,0,23
city,0,23
block,0,23
",",0,24
lay,0,24
buried,0,24
traces,0,24
of,0,24
countless,0,24
weird,0,24
creatures,0,24
that,0,24
had,0,24
frolicked,0,24
more,0,24
than,0,24
500,0,24
million,0,24
years,0,24
ago,0,24
--,0,24
creatures,0,24
whose,0,24
anatomical,0,24
variety,0,24
far,0,24
exceeded,0,24
what,0,24
can,0,24
be,0,24
found,0,24
in,0,24
all,0,24
the,0,24
world,0,24
's,0,24
oceans,0,24
today,0,24
.,0,24
Such,0,25
an,0,25
embarrassment,0,25
of,0,25
riches,0,25
was,0,25
inconceivable,0,25
to,0,25
the,0,25
man,0,25
who,0,26
discovered,0,26
the,0,26
Burgess,0,26
Shale,0,26
",",0,26
one,0,26
Charles,0,26
Doolittle,0,26
Walcott,0,26
.,0,26
The,0,27
received,0,27
Darwinian,0,27
wisdom,0,27
of,0,27
the,0,27
day,0,27
said,0,27
that,0,27
animals,0,27
living,0,28
so,0,28
long,0,28
ago,0,28
must,0,28
be,0,28
simple,0,28
in,0,28
design,0,28
",",0,28
limited,0,28
in,0,28
scope,0,28
and,0,28
ancestral,0,28
to,0,28
contemporary,0,28
species,0,28
.,0,28
Accordingly,0,29
",",0,29
the,0,29
hidebound,0,29
traditionalist,0,29
reconstructed,0,29
hypothetical,0,29
organisms,0,29
from,0,29
the,0,29
Burgess,0,30
fossils,0,30
in,0,30
such,0,30
a,0,30
way,0,30
that,0,30
they,0,30
could,0,30
be,0,30
shoehorned,0,30
into,0,30
familiar,0,30
categories,0,30
.,0,30
It,0,31
was,0,31
not,0,31
until,0,31
the,0,31
early,0,31
1970s,0,31
that,0,31
Cambridge,0,31
Prof.,0,31
Harry,0,32
Whittington,0,32
and,0,32
two,0,32
sharp,0,32
graduate,0,32
students,0,32
began,0,32
to,0,32
publish,0,32
a,0,32
reinterpretation,0,32
of,0,32
the,0,32
Burgess,0,32
Shale,0,32
.,0,32
By,0,33
making,0,33
clever,0,33
inferences,0,33
about,0,33
how,0,33
the,0,33
squashed,0,33
and,0,33
