token,ent,sent
A,ENTITY,0
man,ENTITY,0
in,0,0
New,0,0
York,0,0
is,0,0
facing,0,0
attempted,0,0
murder,0,0
charges,0,0
after,0,1
allegedly,0,1
throwing,0,1
his,ENTITY,1
baby,0,1
seven,0,1
stories,0,1
to,0,1
the,0,1
ground,0,1
below,0,1
.,0,1
Jordeena,0,2
Ginsburg,0,2
from,0,2
News,0,2
12,0,2
Westchester,0,2
has,0,2
the,0,2
story,0,2
.,0,2
Reporter,0,3
:,0,3
Police,0,4
measure,0,4
the,0,4
spot,0,4
where,0,4
ten,0,4
months,0,4
old,0,4
Miana,0,4
Williams,0,4
landed,0,5
after,0,5
she,0,5
was,0,5
thrown,0,5
from,0,5
a,0,5
seventh,0,5
floor,0,5
window,0,5
at,0,5
this,0,5
apartment,0,5
building,0,5
.,0,5
The,0,6
baby,0,6
fell,0,6
80,0,6
feet,0,6
.,0,6
These,0,7
tree,0,7
branches,0,7
cushioned,0,7
her,0,7
fall,0,7
and,0,7
saved,0,7
her,0,7
life,0,7
.,0,8
The,0,9
baby,0,9
's,0,9
aunt,0,9
did,0,9
n't,0,9
want,0,9
her,0,9
face,0,9
shown,0,9
on,0,10
TV,0,10
but,0,10
told,0,10
us,0,10
she,0,10
was,0,10
stunned,0,10
.,0,10
I,0,11
'm,0,11
glad,0,11
she,0,11
's,0,11
alive,0,11
.,0,11
It,0,12
's,0,12
a,0,12
miracle,0,12
she,0,12
survived,0,12
.,0,12
Reporter,0,13
:,0,13
Now,0,14
Willie,ENTITY,14
Williams,ENTITY,14
the,0,14
girl,0,14
's,0,14
father,0,14
is,0,14
charged,0,14
with,0,14
attempted,0,15
murder,0,15
.,0,15
It,0,16
all,0,16
started,0,16
around,0,16
11:30,0,16
Saturday,0,16
night,0,16
",",0,16
when,0,16
Williams,ENTITY,16
got,0,17
into,0,17
a,0,17
fight,0,17
with,0,17
the,0,17
baby,0,17
's,0,17
mother,0,17
",",0,17
Jasmine,0,17
.,0,17
He,ENTITY,18
wanted,0,18
to,0,18
date,0,18
her,0,18
again,0,18
and,0,18
she,0,18
was,0,18
n't,0,18
interested,0,19
.,0,19
Cops,0,20
say,0,20
he,ENTITY,20
allegedly,0,20
kidnapped,0,20
her,0,20
in,0,20
his,ENTITY,20
car,0,20
and,0,20
threatened,0,21
her,0,21
but,0,21
eventually,0,21
brought,0,21
her,0,21
back,0,21
to,0,21
her,0,21
home,0,21
.,0,21
That,0,22
's,0,22
when,0,22
police,0,22
say,0,22
he,ENTITY,22
grabbed,0,22
her,0,22
daughter,0,22
.,0,22
The,ENTITY,23
father,ENTITY,23
allegedly,0,23
picked,0,23
the,0,23
baby,0,23
up,0,23
",",0,23
dangled,0,23
it,0,23
out,0,24
the,0,24
window,0,24
of,0,24
the,0,24
seventh,0,24
floor,0,24
",",0,24
pulled,0,24
the,0,24
child,0,24
back,0,24
in,0,24
.,0,24
Reporter,0,25
:,0,25
Then,0,26
the,0,26
baby,0,26
's,0,26
mother,0,26
made,0,26
a,0,26
frantic,0,26
call,0,26
to,0,26
police,0,27
.,0,27
While,0,28
she,0,28
was,0,28
on,0,28
the,0,28
phone,0,28
",",0,28
police,0,28
say,0,28
Williams,ENTITY,28
picked,0,29
up,0,29
the,0,29
child,0,29
again,0,29
and,0,29
this,0,29
time,0,29
",",0,29
threw,0,29
her,0,29
out,0,29
the,0,29
window,0,29
.,0,29
Then,0,30
police,0,30
say,0,30
the,0,30
baby,0,30
's,0,30
mother,0,30
pulled,0,30
out,0,30
a,0,30
kitchen,0,31
knife,0,31
.,0,31
opinion,0,32
On,0,32
the,0,32
911,0,32
tape,0,32
you,0,32
can,0,32
hear,0,32
William,ENTITY,32
's,ENTITY,32
tape,0,32
say,0,33
``,0,33
go,0,33
ahead,0,33
kill,0,33
me,ENTITY,33
.,0,33
'',0,33
Still,0,34
bleeding,0,34
",",0,34
he,ENTITY,34
ran,0,34
downstairs,0,34
and,0,34
scooped,0,34
up,0,34
the,0,34
baby,0,35
and,0,35
took,0,35
the,0,35
baby,0,35
to,0,35
the,0,35
hospital,0,35
.,0,35
Police,0,36
were,0,36
on,0,36
his,ENTITY,36
trail,0,36
and,0,36
found,0,36
Williams,ENTITY,36
and,0,36
the,0,36
baby,0,37
at,0,37
Memorial,0,37
Hospital,0,37
where,0,37
--,0,37
