token,ent,sent
Well,0,0
",",0,0
the,0,0
facts,0,0
may,0,0
not,0,0
conform,0,0
to,0,0
the,0,0
interests,0,0
of,0,1
Mr.,ENTITY,1
Bush,0,1
.,0,1
Uh-huh,0,2
",",0,2
uh-huh,0,2
.,0,2
In,0,3
fact,0,3
he,0,3
mentioned,0,3
a,0,3
very,0,3
important,0,3
point,0,3
of,0,3
view,0,3
here,0,4
.,0,4
Ah,0,5
",",0,5
Uh-huh,0,6
.,0,6
That,0,7
is,0,7
to,0,7
say,0,7
",",0,7
this,0,7
al,0,7
-,0,7
Jazeera,0,7
TV,0,7
station,0,8
",",0,8
due,0,8
to,0,8
its,0,8
unique,0,8
perspective,0,8
",",0,8
is,0,8
different,0,8
from,0,8
what,0,8
is,0,8
expected,0,8
of,0,8
it,0,8
.,0,8
At,0,9
al,0,9
-,0,9
Jazeera,0,9
TV,0,9
station,0,9
",",0,9
there,0,9
is,0,9
",",0,9
one,0,10
famous,0,10
saying,0,10
",",0,10
that,0,10
is,0,10
",",0,10
if,0,10
the,0,10
whole,0,10
world,0,10
listens,0,10
to,0,10
CNN,0,10
",",0,10
or,0,10
the,0,10
whole,0,10
world,0,10
watches,0,10
CNN,0,10
",",0,10
then,0,10
whom,0,10
does,0,10
CNN,0,10
watch,0,10
or,0,10
listen,0,10
to,0,10
?,0,10
That,0,11
is,0,11
also,0,11
an,0,11
issue,0,11
of,0,11
the,0,11
right,0,11
of,0,11
speech,0,11
.,0,12
Well,0,13
",",0,13
in,0,13
fact,0,13
",",0,13
the,0,13
US,0,13
has,0,13
long,0,13
been,0,13
suppressing,0,14
al,0,14
-,0,14
Jazeera,0,14
TV,0,14
station,0,14
.,0,14
For,0,15
instance,0,15
",",0,15
the,0,15
al,0,15
Jazeera,0,15
TV,0,15
station,0,15
's,0,15
office,0,15
in,0,16
Afghanistan,0,16
was,0,16
bombed,0,16
in,0,16
2001,0,16
.,0,16
Yeah,0,17
.,0,17
Uh-huh,0,18
.,0,18
Well,0,19
",",0,19
in,0,19
2003,0,19
",",0,19
the,0,19
al,0,19
-,0,19
Jazeera,0,19
TV,0,19
station,0,20
's,0,20
office,0,20
in,0,20
Baghdad,0,20
was,0,20
also,0,20
bombed,0,20
.,0,20
On,0,21
April,0,21
8,0,21
",",0,21
its,0,21
reporting,0,21
station,0,21
in,0,21
Baghdad,0,21
was,0,21
bombed,0,22
",",0,22
and,0,22
one,0,22
reporter,0,22
was,0,22
killed,0,22
.,0,22
Yeah,0,23
.,0,23
