token,ent,sent
Do,0,0
you,0,0
remember,0,0
?,0,0
The,0,1
scope,0,1
of,0,1
TCAC,0,1
activities,0,1
is,0,1
not,0,1
limited,0,1
to,0,1
improving,0,1
the,0,2
quality,0,2
of,0,2
old,0,2
neighborhoods,0,2
.,0,2
The,0,3
organization,0,3
is,0,3
also,0,3
active,0,3
in,0,3
the,0,3
effort,0,3
to,0,3
preserve,0,3
the,0,4
local,0,4
environment,0,4
.,0,4
Shu,ENTITY,5
Shih,ENTITY,5
-,ENTITY,5
wei,ENTITY,5
points,0,5
out,0,5
that,0,5
for,0,5
an,0,5
agricultural,0,5
community,0,6
like,0,6
Peipu,0,6
",",0,6
streams,0,6
are,0,6
an,0,6
indispensable,0,6
resource,0,6
.,0,6
Aquatic,0,7
life,0,7
on,0,7
Taping,0,7
River,0,7
",",0,7
however,0,7
",",0,7
is,0,7
dwindling,0,7
due,0,8
to,0,8
destruction,0,8
of,0,8
the,0,8
surrounding,0,8
environment,0,8
and,0,8
excessive,0,8
gravel,0,8
mining,0,8
on,0,8
the,0,8
river,0,8
bed,0,8
.,0,8
Last,0,9
April,0,9
",",0,9
over,0,9
50,0,9
people,0,9
from,0,9
the,0,9
townships,0,9
of,0,9
Peipu,0,10
and,0,10
Omei,0,10
organized,0,10
the,0,10
TCAC,0,10
Taping,0,10
River,0,10
Preservation,0,10
Team,0,10
.,0,10
In,0,11
addition,0,11
to,0,11
holding,0,11
meetings,0,11
throughout,0,11
the,0,11
local,0,11
area,0,11
to,0,11
show,0,12
slides,0,12
and,0,12
publicize,0,12
the,0,12
river,0,12
's,0,12
plight,0,12
",",0,12
the,0,12
River,0,12
Preservation,0,12
Team,0,12
also,0,12
posted,0,12
notices,0,12
on,0,12
the,0,12
riverbank,0,12
in,0,12
May,0,12
asking,0,12
locals,0,12
and,0,12
out,0,12
-,0,12
of,0,12
-,0,12
town,0,12
visitors,0,12
not,0,12
to,0,12
poison,0,12
or,0,12
electrocute,0,12
fish,0,12
or,0,12
catch,0,12
them,0,12
in,0,12
nets,0,12
.,0,12
The,0,13
team,0,13
also,0,13
goes,0,13
out,0,13
occasionally,0,13
to,0,13
pick,0,13
up,0,13
trash,0,13
and,0,14
patrol,0,14
the,0,14
river,0,14
.,0,14
Besides,0,15
these,0,15
activities,0,15
",",0,15
TCAC,0,15
also,0,15
offers,0,15
regularly,0,15
scheduled,0,15
classes,0,15
for,0,16
both,0,16
children,0,16
and,0,16
adults,0,16
.,0,16
Current,0,17
offerings,0,17
include,0,17
a,0,17
class,0,17
on,0,17
environmental,0,17
preservation,0,17
for,0,17
children,0,17
",",0,18
while,0,18
for,0,18
both,0,18
children,0,18
and,0,18
adults,0,18
there,0,18
are,0,18
classes,0,18
on,0,18
calligraphy,0,18
",",0,18
traditional,0,18
Hakka,0,18
folk,0,18
songs,0,18
",",0,18
and,0,18
local,0,18
history,0,18
.,0,18
Every,0,19
Wednesday,0,19
evening,0,19
you,0,19
can,0,19
hear,0,19
the,0,19
strains,0,19
of,0,19
Hakka,0,19
folk,0,20
songs,0,20
coming,0,20
from,0,20
TCAC,0,20
.,0,20
The,0,21
youngest,0,21
participants,0,21
in,0,21
the,0,21
class,0,21
are,0,21
just,0,21
seven,0,21
or,0,21
eight,0,22
",",0,22
while,0,22
the,0,22
oldest,0,22
range,0,22
