token,ent,sent
Whether,0,0
you,0,0
've,0,0
lost,0,0
your,0,0
entire,0,0
home,0,0
or,0,0
just,0,0
a,0,0
few,0,1
things,0,1
a,0,1
loss,0,1
hurts,0,1
/.,0,1
and,0,2
one,ENTITY,2
of,0,2
our,0,2
own,0,2
here,0,2
at,0,2
CNN,ENTITY,2
has,0,2
felt,0,2
the,0,3
pain,0,3
of,0,3
Katrina,0,3
/.,0,3
American,0,4
Morning,0,4
executive,0,4
producer,0,4
Kim,0,4
Bondy,0,4
has,0,4
a,0,4
house,0,4
in,0,4
New,0,5
Orleans,0,5
/.,0,5
American,0,6
Morning,0,6
anchor,0,6
Miles,0,6
O'Brien,0,6
was,0,6
with,0,6
Kim,ENTITY,6
today,0,6
as,0,6
she,ENTITY,7
got,0,7
some,0,7
expert,0,7
opinions,0,7
on,0,7
the,0,7
damage,0,7
to,0,7
her,ENTITY,7
home,0,7
/.,0,7
This,0,8
room,0,8
was,0,8
an,0,8
addition,0,8
to,0,8
the,0,8
house,0,8
/.,0,8
It,0,9
originally,0,9
had,0,9
paneling,0,9
/.,0,9
and,0,10
then,0,10
when,0,10
I,ENTITY,10
bought,0,10
the,0,10
house,0,10
in,0,10
two,0,10
thousand,0,10
and,0,11
one,0,11
I,ENTITY,11
had,0,11
new,0,11
walls,0,11
put,0,11
in,0,11
/.,0,11
So,0,12
this,0,12
is,0,12
all,0,12
new,0,12
drywall,0,12
in,0,12
here,0,12
/.,0,12
So,0,13
the,0,13
mold,0,13
growth,0,13
is,0,13
pretty,0,13
substantial,0,13
/.,0,13
The,0,14
sunroom,0,14
at,0,14
Kim,0,14
Bondy,0,14
's,0,14
house,0,14
in,0,14
New,0,14
Orleans,0,14
sure,0,15
could,0,15
use,0,15
a,0,15
little,0,15
sun,0,15
/.,0,15
Perhaps,0,16
it,0,16
might,0,16
bake,0,16
away,0,16
the,0,16
multilayered,0,16
mold,0,16
that,0,16
covers,0,16
the,0,17
walls,0,17
and,0,17
fouls,0,17
the,0,17
air,0,17
/.,0,17
You,ENTITY,18
've,0,18
got,0,18
so,0,18
much,0,18
moisture,0,18
in,0,18
here,0,18
/.,0,18
you,0,19
know,0,19
so,0,19
much,0,19
damage,0,19
/.,0,19
the,0,20
mold,0,20
just,0,20
feeds,0,20
off,0,20
of,0,20
itself,0,20
/.,0,20
Kim,ENTITY,21
invited,0,21
veteran,0,21
property,0,21
restoration,0,21
expert,0,21
Rusty,0,21
Amarante,0,21
to,0,21
tour,0,21
her,ENTITY,22
once,0,22
upon,0,22
a,0,22
dream,0,22
home,0,22
which,0,22
sat,0,22
in,0,22
standing,0,22
fetid,0,22
water,0,22
for,0,22
two,0,22
and,0,22
a,0,22
half,0,22
weeks,0,22
after,0,22
the,0,22
levees,0,22
broke,0,22
/.,0,22
Not,0,23
a,0,23
pretty,0,23
picture,0,23
/.,0,23
but,0,24
Rusty,0,24
Amarante,0,24
has,0,24
seen,0,24
it,0,24
all,0,24
before,0,24
/.,0,24
Would,0,25
you,0,25
recommend,0,25
that,0,25
a,0,25
room,0,25
like,0,25
this,0,25
be,0,25
sort,0,25
of,0,26
torn,0,26
down,0,26
and,0,26
start,0,26
all,0,26
over,0,26
/?,0,26
I,0,27
do,0,27
n't,0,27
think,0,27
you,ENTITY,27
need,0,27
to,0,27
tear,0,27
it,0,27
down,0,27
/.,0,28
I,0,29
think,0,29
you,ENTITY,29
need,0,29
to,0,29
thoroughly,0,29
gut,0,29
it,0,29
/.,0,29
You,ENTITY,30
need,0,30
to,0,30
take,0,30
out,0,30
/.,0,30
Gutting,0,31
a,0,31
house,0,31
",",0,31
stripping,0,31
it,0,31
to,0,31
the,0,31
bones,0,31
like,0,31
a,0,32
Thanksgiving,0,32
turkey,0,32
seems,0,32
like,0,32
a,0,32
bitter,0,32
pill,0,32
for,0,32
the,0,32
average,0,32
homeowner,0,32
/.,0,32
but,0,33
Rusty,0,33
has,0,33
a,0,33
way,0,33
of,0,33
putting,0,33
things,0,33
in,0,33
perspective,0,33
/.,0,34
Really,0,35
you,0,35
're,0,35
just,0,35
talking,0,35
about,0,35
redoing,0,35
the,0,35
interior,0,35
building,0,35
envelope,0,36
here,0,36
/.,0,36
So,0,37
uh,0,37
as,0,37
devastating,0,37
as,0,37
it,0,37
is,0,37
you,ENTITY,37
're,0,37
really,0,37
kind,0,38
of,0,38
fortunate,0,38
because,0,38
once,0,38
you,0,38
take,0,38
out,0,38
the,0,38
plaster,0,38
",",0,38
once,0,38
you,0,38
take,0,38
out,0,38
the,0,38
insulation,0,38
make,0,38
sure,0,38
that,0,38
the,0,38
inside,0,38
of,0,38
the,0,38
building,0,38
is,0,38
dry,0,38
uh,0,38
the,0,38
foundation,0,38
is,0,38
dry,0,38
you,0,38
can,0,38
really,0,38
start,0,38
the,0,38
rebuilding,0,38
process,0,38
/.,0,38
And,0,39
/.,0,39
But,0,40
what,0,40
about,0,40
the,0,40
structure,0,40
of,0,40
the,0,40
house,0,40
/?,0,40
Any,0,41
osteoporosis,0,41
in,0,41
those,0,41
bones,0,41
/?,0,41
From,0,42
what,0,42
I,ENTITY,42
can,0,42
see,0,42
of,0,42
the,0,42
brick,0,42
from,0,42
the,0,42
outside,0,43
it,0,43
looks,0,43
very,0,43
solid,0,43
/.,0,43
For,0,44
some,0,44
answers,0,44
Kim,ENTITY,44
called,0,44
in,0,44
another,0,44
expert,0,44
Elizabeth,0,44
English,0,44
a,0,45
professor,0,45
who,0,45
studies,0,45
how,0,45
buildings,0,45
weather,0,45
hurricanes,0,45
/.,0,45
Crawl,0,46
space,0,46
/.,0,46
Crawl,0,47
space,0,47
/.,0,47
I,ENTITY,48
've,0,48
never,0,48
even,0,48
looked,0,48
underneath,0,48
there,0,48
/.,0,48
But,0,49
Elizabeth,0,49
did,0,49
/.,0,49
and,0,50
it,0,50
looks,0,50
pretty,0,50
good,0,50
/.,0,50
Still,0,51
a,0,51
little,0,51
damp,0,51
down,0,51
here,0,51
/.,0,51
and,0,52
that,0,52
needs,0,52
to,0,52
dry,0,52
out,0,52
/.,0,52
Mhm,0,53
/.,0,53
But,0,54
um,0,54
you,0,54
know,0,54
you,ENTITY,54
do,0,54
n't,0,54
have,0,54
a,0,54
problem,0,54
with,0,55
rot,0,55
at,0,55
this,0,55
point,0,55
/.,0,55
It,0,56
was,0,56
a,0,56
cursory,0,56
inspection,0,56
a,0,56
few,0,56
pokes,0,56
and,0,56
peeks,0,56
/.,0,57
This,0,58
is,0,58
very,0,58
good,0,58
solid,0,58
construction,0,58
here,0,58
/.,0,58
But,0,59
enough,0,59
to,0,59
make,0,59
Elizabeth,0,59
a,0,59
big,0,59
believer,0,59
in,0,59
the,0,59
Bondy,0,60
bungalow,0,60
/.,0,60
If,0,61
this,0,61
were,0,61
your,0,61
house,0,61
what,0,61
would,0,61
you,0,61
do,0,61
/?,0,61
I,0,62
'd,0,62
fix,0,62
it,0,62
up,0,62
/.,0,62
Yeah,0,63
/?,0,63
Absolutely,0,64
/.,0,64
Absolutely,0,65
/.,0,65
This,0,66
house,0,66
is,0,66
not,0,66
a,0,66
goner,0,66
/.,0,66
Uh,0,67
this,0,67
house,0,67
can,0,67
be,0,67
uh,0,67
repaired,0,67
uh,0,67
and,0,67
brought,0,67
back,0,68
to,0,68
life,0,68
/.,0,68
and,0,69
it,0,69
's,0,69
bringing,0,69
the,0,69
individual,0,69
houses,0,69
back,0,69
to,0,69
life,0,69
that,0,70
'll,0,70
bring,0,70
the,0,70
neighborhood,0,70
back,0,70
to,0,70
life,0,70
/.,0,70
and,0,71
bringing,0,71
New,0,71
Orleans,0,71
',0,71
neighborhoods,0,71
back,0,71
to,0,71
life,0,71
is,0,71
what,0,72
will,0,72
bring,0,72
the,0,72
city,0,72
back,0,72
to,0,72
life,0,72
/.,0,72
Miles,0,73
O'Brien,0,73
CNN,0,73
New,0,73
Orleans,0,73
hm,0,73
/.,0,73
And,0,74
you,0,74
can,0,74
catch,0,74
American,0,74
Morning,0,74
's,0,74
Miles,0,74
O'Brien,0,74
and,0,74
Soledad,0,75
O'Brien,0,75
every,0,75
morning,0,75
on,0,75
American,0,75
Morning,0,75
beginning,0,75
at,0,75
seven,0,75
am,0,75
eastern,0,75
/.,0,75
and,0,76
you,0,76
know,0,76
just,0,76
watching,0,76
that,0,76
piece,0,76
I,0,76
talked,0,76
to,0,76
friends,0,77
of,0,77
mine,0,77
living,0,77
in,0,77
New,0,77
Orleans,0,77
saying,0,77
they,0,77
're,0,77
getting,0,77
contractors,0,77
to,0,77
come,0,77
out,0,77
and,0,77
give,0,77
them,0,77
estimates,0,77
/.,0,77
One,0,78
friend,0,78
had,0,78
three,0,78
contractors,0,78
come,0,78
out,0,78
/.,0,78
and,0,79
the,0,79
difference,0,79
in,0,79
prices,0,79
/.,0,79
Yeah,0,80
it,0,80
's,0,80
amazing,0,80
/.,0,80
/.,0,81
it,0,81
is,0,81
amazing,0,81
/.,0,81
You,0,82
've,0,82
got,0,82
to,0,82
be,0,82
really,0,82
careful,0,82
who,0,82
you,0,82
pick,0,82
to,0,83
take,0,83
on,0,83
the,0,83
job,0,83
/.,0,83
The,0,84
waters,0,84
have,0,84
receded,0,84
/.,0,84
but,0,85
the,0,85
problems,0,85
have,0,85
yeah,0,85
/.,0,85
Keep,0,86
rising,0,86
/.,0,86
