_id,label,id,token,sentence
Q560307_105,ENTITY,EeGKCvzGP2,Ngũgĩ,0
Q560307_106,ENTITY,EeGKCvzGP2,wa,0
Q560307_107,ENTITY,EeGKCvzGP2,Thiong'o,0
,,,(,0
,,,Gikuyu,0
,,,pronunciation,0
,,,:,0
,,, ,0
,,,;,0
,,,born,0
,,,James,0
,,,Ngugi,0
,,,;,0
,,,5,0
,,,January,0
,,,1938,0
,,,),0
Q560307_111,EVENT-GR,PoDSVvYf29,is,0
,,,a,0
,,,Kenyan,0
Q560307_108,EVENT,BaA8GN_Cw-,writer,0
,,,and,0
Q560307_109,EVENT,ewiYRxtesk,academic,0
,,,who,0
Q560307_110,EVENT,pZisBQZOiO,writes,0
,,,primarily,0
,,,in,0
,,,Gikuyu,0
,,,.,0
,,,His,1
,,,work,1
,,,includes,1
,,,novels,1
,,,",",1
,,,plays,1
,,,",",1
,,,short,1
,,,stories,1
,,,",",1
,,,and,1
,,,essays,1
,,,",",1
,,,ranging,1
,,,from,1
,,,literary,1
,,,and,1
,,,social,1
,,,criticism,1
,,,to,1
,,,children,1
,,,'s,1
,,,literature,1
,,,.,1
Q560307_112,ENTITY,9SAHyCvxVO,He,2
,,,is,2
,,,the,2
Q560307_1,EVENT,1O1HdUQzw2,founder,2
,,,and,2
,,,editor,2
,,,of,2
,,,the,2
,,,Gikuyu,2
,,,-,2
,,,language,2
,,,journal,2
,,,Mũtĩiri,2
,,,.,2
Q560307_113,ENTITY,yZ2YvxAN_R,His,3
Q560307_114,ENTITY,yZ2YvxAN_R,short,3
Q560307_115,ENTITY,yZ2YvxAN_R,story,3
,,,The,3
,,,Upright,3
,,,Revolution,3
,,,:,3
,,,Or,3
,,,Why,3
,,,Humans,3
,,,Walk,3
,,,Upright,3
,,,",",3
Q560307_2,EVENT-GR,H9rwEQa5lh,is,3
Q560307_3,EVENT,Iz09CRx6QA,translated,3
,,,into,3
,,,100,3
,,,languages,3
,,,from,3
,,,around,3
,,,the,3
,,,world,3
,,,.,3
,,,In,4
,,,1977,4
,,,",",4
Q560307_116,ENTITY,gfG47S4NIk,Ngũgĩ,4
