_id,label,id,token,sentence
Q560307_1,ENTITY,viJLSDWo3Q,Alice,0
Q560307_2,ENTITY,viJLSDWo3Q,Malsenior,0
Q560307_3,ENTITY,viJLSDWo3Q,Tallulah,0
Q560307_4,ENTITY,viJLSDWo3Q,-,0
Q560307_5,ENTITY,viJLSDWo3Q,Kate,0
Q560307_6,ENTITY,viJLSDWo3Q,Walker,0
,,,(,0
,,,born,0
,,,February,0
,,,9,0
,,,",",0
,,,1944,0
,,,),0
Q560307_7,EVENT-GR,HoIZvU9YLG,is,0
,,,an,0
,,,American,0
Q560307_8,EVENT,LfqoK9rUJt,novelist,0
,,,",",0
,,,short,0
,,,story,0
Q560307_9,EVENT,EU0ZCToVbf,writer,0
,,,",",0
Q560307_10,EVENT,wgRsQ6u3do,poet,0
,,,",",0
,,,and,0
,,,social,0
Q560307_11,EVENT,5SzgOBw8ph,activist,0
,,,.,0
,,,In,1
,,,1982,1
,,,",",1
Q560307_12,ENTITY,W6sJZaVqrl,she,1
Q560307_13,EVENT-GR,B2bzt-GFwF,became,1
,,,the,1
Q560307_247,EVENT,flKyIdgSvI,first,1
,,,African,1
,,,-,1
,,,American,1
,,,woman,1
,,,to,1
Q560307_248,EVENT,WriR4nW5Cy,win,1
,,,the,1
,,,Pulitzer,1
,,,Prize,1
,,,for,1
,,,Fiction,1
,,,",",1
,,,which,1
Q560307_14,ENTITY,46MjD5PabI,she,1
,,,was,1
Q560307_15,EVENT,FRkXriDdcS,awarded,1
,,,for,1
,,,her,1
,,,novel,1
,,,The,1
,,,Color,1
,,,Purple,1
,,,.,1
,,,Over,2
,,,the,2
,,,span,2
,,,of,2
,,,her,2
,,,career,2
,,,",",2
Q560307_16,ENTITY,W2tui5UqP0,Walker,2
,,,has,2
Q560307_17,EVENT,WdFD0rb9CC,published,2
,,,seventeen,2
,,,novels,2
,,,and,2
,,,short,2
,,,story,2
,,,collections,2
,,,",",2
,,,twelve,2
,,,non,2
,,,-,2
,,,fiction,2
,,,works,2
,,,",",2
,,,and,2
,,,collections,2
,,,of,2
,,,essays,2
,,,and,2
,,,poetry,2
,,,.,2
Q560307_18,ENTITY,ArMSu5TEV3,Alice,4
Q560307_19,ENTITY,ArMSu5TEV3,Malsenior,4
Q560307_20,ENTITY,ArMSu5TEV3,Walker,4
,,,was,4
Q560307_21,EVENT,B6j_iOGSsd,born,4
,,,in,4
,,,Eatonton,4
,,,",",4
,,,Georgia,4
,,,",",4
,,,a,4
,,,rural,4
,,,farming,4
,,,town,4
,,,",",4
,,,to,4
,,,Willie,4
,,,Lee,4
,,,Walker,4
,,,and,4
,,,Minnie,4
,,,Tallulah,4
,,,Grant,4
,,,.,4
,,,Both,5
,,,of,5
,,,Walker,5
,,,'s,5
,,,parents,5
,,,were,5
,,,sharecroppers,5
,,,",",5
,,,though,5
,,,her,5
,,,mother,5
,,,also,5
,,,worked,5
,,,as,5
,,,a,5
,,,seamstress,5
,,,to,5
,,,earn,5
,,,extra,5
,,,money,5
,,,.,5
,,,Walker,6
,,,",",6
,,,the,6
,,,youngest,6
,,,of,6
,,,eight,6
Q560307_22,ENTITY,8DchLwfosO,children,6
,,,",",6
,,,was,6
,,,first,6
Q560307_23,EVENT,uAvDAJf5q2,enrolled,6
,,,in,6
,,,school,6
,,,when,6
,,,she,6
,,,was,6
,,,just,6
,,,four,6
,,,years,6
,,,old,6
,,,at,6
,,,East,6
,,,Putnam,6
,,,Consolidated,6
,,,.,6
,,,As,7
,,,an,7
,,,eight,7
,,,-,7
,,,year,7
,,,-,7
,,,old,7
,,,",",7
Q560307_24,ENTITY,T4Qfs7d4-V,Walker,7
Q560307_25,EVENT,tKSH1bMQND,sustained,7
,,,an,7
,,,injury,7
,,,to,7
,,,her,7
,,,right,7
,,,eye,7
,,,after,7
,,,one,7
,,,of,7
,,,her,7
,,,brothers,7
,,,fired,7
,,,a,7
,,,BB,7
,,,gun,7
,,,.,7
,,,Since,8
,,,her,8
,,,family,8
,,,did,8
,,,not,8
,,,have,8
,,,access,8
,,,to,8
,,,a,8
,,,car,8
,,,",",8
Q560307_26,ENTITY,aiUcAe4twO,Walker,8
,,,could,8
Q560307_29,EVENT-MOD,6oxLSV9XwP,not,8
Q560307_27,EVENT,RkxpqNFfky,receive,8
,,,immediate,8
,,,medical,8
Q560307_28,EVENT,VWyJhDgMH1,attention,8
,,,",",8
Q560307_33,EVENT,MwSC47Q7uP,causing,8
Q560307_32,ENTITY,9aKEwfLD9-,her,8
,,,to,8
Q560307_30,EVENT-GR,Vu2k3wrJBR,become,8
,,,permanently,8
Q560307_31,EVENT,Zqek8NC-L4,blind,8
,,,in,8
,,,that,8
,,,eye,8
,,,.,8
,,,It,9
,,,was,9
,,,after,9
,,,the,9
Q560307_34,EVENT,yi7d88qEUA,injury,9
,,,to,9
Q560307_35,ENTITY,8z0l8jNMak,her,9
Q560307_36,ENTITY,8z0l8jNMak,eye,9
,,,that,9
Q560307_37,ENTITY,OlZbUkflm_,Walker,9
Q560307_38,EVENT,jVjX8HbJ7y,began,9
,,,to,9
Q560307_39,EVENT-GR,KXwuCh48Gu,take,9
,,,up,9
Q560307_40,EVENT,KjpyVlM6pB,reading,9
,,,and,9
Q560307_41,EVENT,6OyEh5_LNm,writing,9
,,,.,9
,,,The,10
,,,scar,10
,,,tissue,10
,,,was,10
Q560307_42,EVENT,l5ir8oG3Xy,removed,10
,,,when,10
Q560307_249,ENTITY,0jf0ww5eTY,Walker,10
,,,was,10
,,,14,10
,,,",",10
,,,but,10
,,,a,10
,,,mark,10
,,,still,10
,,,remains,10
,,,.,10
,,,It,11
,,,is,11
,,,described,11
,,,in,11
,,,her,11
,,,essay,11
,,,"""",11
,,,Beauty,11
,,,:,11
,,,When,11
,,,the,11
,,,Other,11
,,,Dancer,11
,,,is,11
,,,the,11
,,,Self,11
,,,.,11
,,,"""",11
,,,As,12
,,,the,12
,,,schools,12
,,,in,12
,,,Eatonton,12
,,,were,12
,,,segregated,12
,,,",",12
Q560307_43,ENTITY,ZjNWvWLuPx,Walker,12
Q560307_44,EVENT,5sVcc_TmIa,attended,12
,,,the,12
,,,only,12
,,,high,12
,,,school,12
,,,available,12
,,,to,12
,,,blacks,12
,,,:,12
,,,Butler,12
,,,Baker,12
,,,High,12
,,,School,12
,,,.,12
,,,There,13
,,,",",13
Q560307_45,ENTITY,hAibX7Hgyt,she,13
Q560307_46,EVENT,ktNtICSQ-w,went,13
,,,on,13
,,,to,13
Q560307_47,EVENT-GR,06bXnxOAUv,become,13
,,,valedictorian,13
,,,",",13
,,,and,13
Q560307_48,EVENT,g1wRzquQHS,enrolled,13
,,,in,13
,,,Spelman,13
,,,College,13
,,,in,13
,,,1961,13
,,,after,13
,,,being,13
Q560307_49,EVENT,KdCc3_b-Xv,granted,13
,,,a,13
,,,full,13
Q560307_50,EVENT,hwJENR6FD-,scholarship,13
,,,by,13
,,,the,13
,,,state,13
,,,of,13
,,,Georgia,13
,,,for,13
Q560307_51,EVENT-GR,rDlnunQFLu,having,13
,,,the,13
,,,highest,13
,,,academic,13
Q560307_52,EVENT,sN1rHPEBzO,achievements,13
,,,of,13
,,,her,13
,,,class,13
,,,.,13
Q560307_53,ENTITY,dnERmRyOhs,She,14
Q560307_54,EVENT-GR,LulvWdkCz6,found,14
,,,two,14
,,,of,14
,,,her,14
,,,professors,14
,,,",",14
,,,Howard,14
,,,Zinn,14
,,,and,14
,,,Staughton,14
,,,Lynd,14
,,,",",14
,,,to,14
,,,be,14
,,,great,14
Q560307_55,EVENT,AEXmJMzI4W,mentors,14
,,,during,14
,,,her,14
,,,time,14
,,,at,14
,,,Spelman,14
,,,",",14
,,,but,14
,,,both,14
,,,were,14
,,,transferred,14
,,,two,14
,,,years,14
,,,later,14
,,,.,14
Q560307_56,ENTITY,fQn3LG8BTn,Walker,15
,,,was,15
Q560307_57,EVENT,WggsyHJ8dm,offered,15
,,,another,15
,,,scholarship,15
,,,",",15
,,,this,15
,,,time,15
,,,from,15
,,,Sarah,15
,,,Lawrence,15
,,,College,15
,,,in,15
,,,New,15
,,,York,15
,,,",",15
,,,and,15
,,,after,15
,,,the,15
,,,firing,15
,,,of,15
,,,her,15
,,,Spelman,15
,,,professor,15
,,,",",15
,,,Howard,15
,,,Zinn,15
,,,",",15
Q560307_58,ENTITY,GZKb7NNUBE,Walker,15
Q560307_59,EVENT,ABPwxx1PH5,accepted,15
,,,the,15
,,,offer,15
,,,.,15
Q560307_60,ENTITY,He02Pna_JV,Walker,16
Q560307_61,EVENT-GR,9YLjUTlZaz,became,16
Q560307_62,EVENT,YNw1jJh1eO,pregnant,16
,,,at,16
,,,the,16
,,,start,16
,,,of,16
,,,her,16
,,,senior,16
,,,year,16
,,,and,16
Q560307_63,EVENT-GR,5ADc_8EGEm,had,16
,,,an,16
Q560307_64,EVENT,XvGQ3uMu1j,abortion,16
,,,;,16
,,,this,16
,,,experience,16
,,,",",16
,,,as,16
,,,well,16
,,,as,16
,,,the,16
,,,bout,16
,,,of,16
,,,suicidal,16
,,,thoughts,16
,,,that,16
,,,followed,16
,,,",",16
,,,inspired,16
,,,much,16
,,,of,16
,,,the,16
,,,poetry,16
,,,found,16
,,,in,16
,,,Once,16
,,,",",16
,,,Walker,16
,,,'s,16
,,,first,16
,,,collection,16
,,,of,16
,,,poetry,16
,,,.,16
Q560307_65,ENTITY,Nn5VP-uvyr,Walker,17
Q560307_66,EVENT,chntBr28Z3,graduated,17
,,,from,17
,,,Sarah,17
,,,Lawrence,17
,,,in,17
,,,1965,17
,,,.,17
Q560307_67,ENTITY,T6-qxFcPpb,Walker,18
Q560307_68,EVENT,IrlB-rOgpt,wrote,18
,,,the,18
,,,poems,18
,,,that,18
,,,would,18
,,,culminate,18
,,,in,18
,,,her,18
,,,first,18
,,,book,18
,,,of,18
,,,poetry,18
,,,",",18
,,,entitled,18
,,,Once,18
,,,",",18
,,,while,18
Q560307_69,ENTITY,tbOx_wyAqr,she,18
Q560307_70,EVENT-GR,ICQ9yz_xgl,was,18
,,,a,18
Q560307_71,EVENT,AhrL4BX_OJ,student,18
,,,in,18
,,,East,18
,,,Africa,18
,,,and,18
,,,during,18
,,,her,18
,,,senior,18
,,,year,18
,,,at,18
,,,Sarah,18
,,,Lawrence,18
,,,College,18
,,,.,18
Q560307_72,ENTITY,RkMVeq2sDA,Walker,19
,,,would,19
Q560307_73,EVENT,k4c3TRB1d6,slip,19
,,,her,19
,,,poetry,19
,,,under,19
,,,the,19
,,,office,19
,,,door,19
,,,of,19
,,,her,19
,,,professor,19
,,,and,19
,,,mentor,19
,,,",",19
,,,Muriel,19
,,,Rukeyser,19
,,,",",19
,,,when,19
Q560307_74,ENTITY,2tcFxGqnW6,she,19
Q560307_75,EVENT-GR,RSDtE01dH1,was,19
,,,a,19
Q560307_76,EVENT,5guWngBL-c,student,19
,,,at,19
,,,Sarah,19
,,,Lawrence,19
,,,.,19
,,,Rukeyser,20
,,,then,20
,,,showed,20
,,,the,20
,,,poems,20
,,,to,20
,,,her,20
,,,agent,20
,,,.,20
,,,Once,21
,,,was,21
,,,published,21
,,,four,21
,,,years,21
,,,later,21
,,,by,21
,,,Harcourt,21
,,,Brace,21
,,,Jovanovich,21
,,,.,21
,,,Following,22
Q560307_77,EVENT,B090zBLo4i,graduation,22
,,,",",22
Q560307_78,ENTITY,iXd4W0iXeb,Walker,22
,,,briefly,22
Q560307_79,EVENT,x2x6JdPCMh,worked,22
,,,for,22
,,,the,22
,,,New,22
,,,York,22
,,,City,22
,,,Department,22
,,,of,22
,,,Welfare,22
,,,",",22
,,,before,22
Q560307_80,EVENT,4TwoFbd6wg,returning,22
,,,to,22
,,,the,22
,,,South,22
,,,.,22
Q560307_81,ENTITY,cy2OGoaqSD,She,23
Q560307_82,EVENT-GR,Ss_GFiGzZL,took,23
,,,a,23
Q560307_83,EVENT,-ZEM4_Mefa,job,23
Q560307_84,EVENT,ouoH4ntoYC,working,23
,,,for,23
,,,the,23
,,,Legal,23
,,,Defense,23
,,,Fund,23
,,,of,23
,,,the,23
,,,National,23
,,,Association,23
,,,for,23
,,,the,23
,,,Advancement,23
,,,of,23
,,,Colored,23
,,,People,23
,,,in,23
,,,Jackson,23
,,,",",23
,,,Mississippi,23
,,,.,23
