_id,label,id,token,sentence
Q560307_171,ENTITY,VVrthyRXNi,Ali,0
Q560307_172,ENTITY,VVrthyRXNi,Al'amin,0
Q560307_173,ENTITY,VVrthyRXNi,Mazrui,0
,,,(,0
,,,24,0
,,,February,0
,,,1933,0
,,,–,0
,,,12,0
,,,October,0
,,,2014,0
,,,),0
,,,",",0
Q560307_174,EVENT-GR,s2uqOqBmpC,was,0
,,,a,0
,,,Kenyan,0
,,,-,0
,,,born,0
,,,American,0
Q560307_175,EVENT,s5sJ408ATh,academic,0
,,,",",0
Q560307_176,EVENT,UIq038eAs4,professor,0
,,,",",0
,,,and,0
,,,political,0
Q560307_177,EVENT,1CLaN90x00,writer,0
,,,on,0
,,,African,0
,,,and,0
,,,Islamic,0
,,,studies,0
,,,",",0
,,,and,0
,,,North,0
,,,-,0
,,,South,0
,,,relations,0
,,,.,0
Q560307_178,ENTITY,6cxHSaE3Qg,He,1
,,,was,1
Q560307_1,EVENT,6bUUcU17bU,born,1
,,,in,1
,,,Mombasa,1
,,,",",1
,,,Kenya,1
,,,.,1
,,,His,2
,,,positions,2
,,,included,2
,,,Director,2
,,,of,2
,,,the,2
,,,Institute,2
,,,of,2
,,,Global,2
,,,Cultural,2
,,,Studies,2
,,,at,2
,,,Binghamton,2
,,,University,2
,,,in,2
,,,Binghamton,2
,,,",",2
,,,New,2
,,,York,2
,,,",",2
,,,and,2
,,,Director,2
,,,of,2
,,,the,2
,,,Center,2
,,,for,2
,,,Afro,2
,,,-,2
,,,American,2
,,,and,2
,,,African,2
,,,Studies,2
,,,at,2
,,,the,2
,,,University,2
,,,of,2
,,,Michigan,2
,,,.,2
Q560307_179,ENTITY,pv7oZhwrgk,He,3
Q560307_2,EVENT,pvNdsWf1uO,produced,3
,,,the,3
,,,television,3
,,,documentary,3
,,,series,3
,,,The,3
,,,Africans,3
,,,:,3
,,,A,3
,,,Triple,3
,,,Heritage,3
,,,.,3
Q560307_180,ENTITY,5qNeNlU4w1,Mazrui,4
,,,was,4
Q560307_3,EVENT,-g0DlM71TX,born,4
,,,on,4
,,,24,4
,,,February,4
,,,1933,4
,,,in,4
,,,Mombasa,4
,,,",",4
,,,Kenya,4
,,,Colony,4
,,,.,4
,,,He,5
,,,was,5
,,,the,5
,,,son,5
,,,of,5
,,,Al,5
,,,-,5
,,,Amin,5
,,,Bin,5
,,,Ali,5
,,,Mazrui,5
,,,",",5
,,,the,5
,,,Chief,5
,,,Islamic,5
,,,Judge,5
,,,in,5
,,,Kadhi,5
,,,courts,5
,,,of,5
,,,Kenya,5
,,,Colony,5
,,,.,5
,,,His,6
,,,father,6
,,,was,6
,,,also,6
,,,a,6
,,,scholar,6
,,,and,6
,,,author,6
,,,",",6
,,,and,6
,,,one,6
,,,of,6
,,,his,6
,,,books,6
,,,has,6
,,,been,6
,,,translated,6
,,,into,6
,,,English,6
,,,by,6
,,,Hamza,6
,,,Yusuf,6
,,,as,6
,,,"""",6
,,,The,6
,,,Content,6
,,,of,6
,,,Character,6
,,,"""",6
,,,",",6
,,,to,6
,,,which,6
,,,Ali,6
,,,supplied,6
,,,a,6
,,,foreword,6
,,,.,6
,,,The,7
,,,Mazrui,7
,,,family,7
,,,was,7
,,,a,7
,,,historically,7
,,,wealthy,7
,,,and,7
,,,important,7
,,,family,7
,,,in,7
,,,Kenya,7
,,,",",7
,,,having,7
,,,previously,7
,,,been,7
,,,the,7
,,,rulers,7
,,,of,7
,,,Mombasa,7
,,,.,7
,,,Ali,8
,,,'s,8
,,,father,8
,,,was,8
,,,the,8
,,,Chief,8
,,,Kadhi,8
,,,of,8
,,,Kenya,8
,,,",",8
,,,the,8
,,,highest,8
,,,authority,8
,,,on,8
,,,Islamic,8
,,,law,8
,,,.,8
,,,Mazrui,10
,,,credited,10
,,,his,10
,,,father,10
,,,for,10
,,,instilling,10
,,,in,10
,,,him,10
,,,the,10
,,,urge,10
,,,for,10
,,,intellectual,10
,,,debate,10
,,,",",10
,,,as,10
,,,his,10
,,,father,10
,,,not,10
,,,only,10
,,,participated,10
,,,in,10
,,,court,10
,,,proceedings,10
,,,but,10
,,,also,10
,,,was,10
,,,a,10
,,,renowned,10
,,,pamphleteer,10
,,,and,10
,,,public,10
,,,debater,10
,,,.,10
Q560307_181,ENTITY,UdE-dIAzCY,Mazrui,12
,,,would,12
,,,",",12
,,,from,12
,,,a,12
,,,young,12
,,,age,12
,,,",",12
Q560307_4,EVENT,5RDuaYDgqC,accompany,12
,,,his,12
,,,father,12
,,,to,12
,,,court,12
,,,and,12
,,,listen,12
,,,in,12
,,,on,12
,,,his,12
,,,political,12
,,,and,12
,,,moral,12
,,,debates,12
,,,.,12
Q560307_182,ENTITY,uD9Rj0nDNd,Mazrui,13
,,,initially,13
Q560307_5,EVENT,A98H958gWU,intended,13
,,,to,13
Q560307_6,EVENT,lfJRQCn-Fs,follow,13
,,,the,13
,,,path,13
,,,of,13
,,,his,13
,,,father,13
,,,as,13
,,,an,13
,,,Islamist,13
,,,and,13
Q560307_183,EVENT,jJgBeqfBkP,pursue,13
,,,his,13
,,,study,13
,,,in,13
,,,Al,13
,,,-,13
,,,Azhar,13
,,,University,13
,,,in,13
,,,Egypt,13
,,,.,13
,,,Due,14
,,,to,14
,,,poor,14
Q560307_9,EVENT,7mt-pkLI1u,performance,14
,,,in,14
,,,the,14
,,,Cambridge,14
,,,School,14
,,,Certificate,14
,,,examination,14
,,,in,14
,,,1949,14
,,,",",14
Q560307_184,ENTITY,Htjcg_SYg-,Mazrui,14
,,,was,14
Q560307_8,EVENT,572gqya5Yd,refused,14
Q560307_7,EVENT,cSb725Em98,entry,14
,,,to,14
,,,Makerere,14
,,,College,14
,,,(,14
,,,now,14
,,,Makerere,14
,,,University,14
,,,),14
,,,",",14
,,,the,14
,,,only,14
,,,tertiary,14
,,,education,14
,,,institute,14
,,,in,14
,,,East,14
,,,Africa,14
,,,at,14
,,,that,14
,,,time,14
,,,.,14
Q560307_185,ENTITY,8lS3S652SY,He,15
,,,then,15
Q560307_10,EVENT,WIYWS8778u,worked,15
,,,in,15
,,,the,15
,,,Mombasa,15
,,,Institute,15
,,,of,15
,,,Muslim,15
,,,Education,15
,,,(,15
,,,now,15
,,,Technical,15
,,,University,15
,,,of,15
,,,Mombasa,15
,,,),15
,,,.,15
Q560307_186,ENTITY,xlIEr3zp-J,Mazrui,16
Q560307_11,EVENT,DIzwr7J9vW,attended,16
,,,primary,16
,,,school,16
,,,in,16
,,,Mombasa,16
,,,",",16
,,,where,16
Q560307_187,ENTITY,TOBBA0HxVS,he,16
Q560307_12,EVENT,O_NJBEybep,recalled,16
,,,having,16
Q560307_13,EVENT,GFxV3qTqZp,learned,16
,,,English,16
,,,specifically,16
,,,to,16
,,,participate,16
,,,in,16
,,,formal,16
,,,debates,16
,,,",",16
,,,before,16
Q560307_188,ENTITY,sEEOJZp6iv,he,16
Q560307_14,EVENT,5tGOWNE0Ri,turned,16
,,,the,16
,,,talent,16
,,,to,16
,,,writing,16
,,,.,16
,,,Journalism,18
,,,",",18
,,,according,18
,,,to,18
,,,Mazrui,18
,,,",",18
,,,was,18
,,,the,18
,,,first,18
,,,step,18
Q560307_189,ENTITY,8644U-jOif,he,18
Q560307_15,EVENT-GR,ouihb8HRiR,took,18
,,,down,18
,,,the,18
,,,academic,18
Q560307_342,EVENT,cNWGxAEUaD,road,18
,,,.,18
,,,In,19
,,,addition,19
,,,to,19
,,,English,19
,,,",",19
,,,Mazrui,19
,,,also,19
,,,spoke,19
,,,Swahili,19
,,,and,19
,,,Arabic,19
,,,.,19
,,,After,20
Q560307_17,EVENT-GR,krmWSWPCGw,getting,20
,,,a,20
,,,Kenyan,20
,,,Government,20
Q560307_16,EVENT,mHnXjX_VHn,scholarship,20
,,,",",20
Q560307_190,ENTITY,NkEw2kPQXO,Mazrui,20
Q560307_18,EVENT,q1C93Dpd0z,furthered,20
Q560307_291,ENTITY,EpVNswRtmA,his,20
Q560307_19,EVENT,kpUWu0Td9m,study,20
,,,and,20
Q560307_20,EVENT,pmL0gvKQzS,obtained,20
,,,his,20
Q560307_21,EVENT,XEWDULAt8P,B.A.,20
,,,with,20
,,,Distinction,20
,,,from,20
,,,Manchester,20
,,,University,20
,,,in,20
,,,Great,20
,,,Britain,20
,,,in,20
,,,1960,20
,,,",",20
,,,his,20
Q560307_22,EVENT,QzwPCoTVjZ,M.A.,20
,,,from,20
,,,Columbia,20
,,,University,20
,,,in,20
,,,New,20
,,,York,20
,,,in,20
,,,1961,20
,,,",",20
,,,and,20
,,,his,20
Q560307_23,EVENT,fa1K79Q0d3,doctorate,20
,,,(,20
,,,DPhil,20
,,,),20
,,,from,20
,,,Oxford,20
,,,University,20
,,,(,20
,,,Nuffield,20
,,,College,20
,,,),20
,,,in,20
,,,1966,20
,,,.,20
Q560307_191,ENTITY,cGz8NK37sq,He,21
,,,was,21
Q560307_24,EVENT,B5sfACfK8f,influenced,21
,,,by,21
,,,Kwame,21
,,,Nkrumah,21
,,,'s,21
,,,ideas,21
,,,of,21
,,,pan,21
,,,-,21
,,,Africanism,21
,,,and,21
,,,consciencism,21
,,,",",21
,,,which,21
,,,formed,21
,,,the,21
,,,backbone,21
,,,of,21
,,,his,21
,,,discussion,21
,,,on,21
,,,Africa,21
,,,'s,21
,,,Triple,21
,,,Heritage,21
,,,(,21
,,,Africanity,21
,,,",",21
,,,Islam,21
,,,and,21
,,,Christianity,21
,,,),21
,,,.,21
Q560307_192,ENTITY,1VL5b60Usz,Mazrui,22
Q560307_26,EVENT,eRlKKOt3tT,began,22
Q560307_343,ENTITY,C2vru5ykBR,his,22
,,,academic,22
Q560307_25,EVENT,dyYUrro3Wk,career,22
,,,at,22
,,,the,22
,,,University,22
,,,of,22
,,,Makerere,22
,,,in,22
,,,Uganda,22
,,,",",22
,,,where,22
Q560307_193,ENTITY,3ICtErq_eZ,he,22
,,,had,22
Q560307_27,EVENT,MxkqaXOnin,dreamed,22
,,,of,22
Q560307_28,EVENT,DMn-G_1U_M,attending,22
,,,since,22
,,,he,22
,,,was,22
,,,a,22
,,,child,22
,,,.,22
,,,At,23
,,,Makerere,23
,,,",",23
Q560307_194,ENTITY,a1uqXWNSDJ,Mazrui,23
Q560307_29,EVENT,Rb_b2ozUzu,served,23
,,,as,23
,,,a,23
,,,professor,23
,,,of,23
,,,political,23
,,,science,23
,,,",",23
,,,and,23
Q560307_30,EVENT,T6GM7efMI5,began,23
Q560307_31,EVENT,HRYiew-J2X,drawing,23
Q560307_292,ENTITY,GytHbHXUq_,his,23
,,,international,23
Q560307_293,EVENT,nlGtaehFNx,acclaim,23
,,,.,23
Q560307_195,ENTITY,4y_Cf4h0Yj,Mazrui,25
Q560307_196,EVENT,B8qnIw8IJc,felt,25
,,,that,25
,,,his,25
,,,years,25
,,,at,25
,,,Makerere,25
,,,were,25
,,,some,25
,,,of,25
,,,the,25
,,,most,25
Q560307_197,EVENT,7Chh6es5A9,important,25
,,,and,25
,,,productive,25
,,,of,25
,,,his,25
,,,life,25
,,,.,25
Q560307_198,ENTITY,TIiyUCxkQI,He,27
Q560307_35,EVENT,KJVRLIsh7r,told,27
,,,his,27
,,,biographer,27
,,,that,27
,,,1967,27
,,,",",27
,,,when,27
Q560307_199,ENTITY,8CZioZ6jsn,he,27
Q560307_32,EVENT,6TmFJISJsz,published,27
,,,three,27
,,,books,27
,,,",",27
,,,was,27
,,,the,27
,,,year,27
,,,that,27
Q560307_200,ENTITY,au-3Dqlzkj,he,27
,,,had,27
Q560307_34,EVENT-GR,EHHkCLA4kn,made,27
,,,his,27
Q560307_33,EVENT,Jl-T2GadDv,declaration,27
,,,to,27
,,,the,27
,,,academic,27
,,,world,27
,,,"""",28
,,,that,28
,,,I,28
,,,planned,28
,,,to,28
,,,be,28
,,,prolific,28
,,,–,28
,,,for,28
,,,better,28
,,,or,28
,,,for,28
,,,worse,28
,,,!,28
,,,"""",28
,,,During,30
Q560307_294,ENTITY,v-AX7GwQoz,his,30
Q560307_295,EVENT,tnBExYKXP9,time,30
,,,at,30
,,,Makerere,30
,,,",",30
Q560307_201,ENTITY,YEbGYuQWpr,Mazrui,30
,,,also,30
Q560307_36,EVENT,al1OVzYWfQ,directed,30
,,,the,30
,,,World,30
,,,Order,30
,,,Models,30
,,,Project,30
,,,in,30
,,,the,30
,,,Department,30
,,,of,30
,,,Political,30
,,,Science,30
,,,",",30
,,,a,30
,,,project,30
,,,which,30
,,,brought,30
,,,together,30
,,,political,30
,,,scientists,30
,,,from,30
,,,across,30
,,,the,30
,,,world,30
,,,to,30
,,,discuss,30
,,,what,30
,,,an,30
,,,international,30
,,,route,30
,,,to,30
,,,lasting,30
,,,peace,30
,,,might,30
,,,be,30
,,,.,30
Q560307_202,ENTITY,E8PXjab-pw,Mazrui,31
Q560307_345,EVENT,NIbdWcMp5O,reflected,31
,,,that,31
Q560307_344,ENTITY,HVYptTkp7d,he,31
Q560307_37,EVENT,8etUYG5Q2Q,felt,31
Q560307_38,EVENT,VTqY54rv1B,forced,31
,,,to,31
Q560307_39,EVENT,PL7CMvwC-o,leave,31
,,,the,31
,,,University,31
,,,of,31
,,,Makerere,31
,,,.,31
Q560307_203,ENTITY,897PAsO6B_,His,32
Q560307_40,EVENT,djBp-ctGi6,departure,32
,,,was,32
,,,likely,32
,,,the,32
,,,result,32
,,,of,32
Q560307_204,ENTITY,D6Vw5mD-R2,his,32
Q560307_42,EVENT,99fRqCi3gV,desire,32
,,,to,32
Q560307_41,EVENT,HNpEwqgci0,remain,32
,,,a,32
,,,neutral,32
,,,academic,32
,,,in,32
,,,the,32
,,,face,32
,,,of,32
,,,pressures,32
,,,to,32
Q560307_43,EVENT,TG347RO__T,attach,32
,,,his,32
,,,growing,32
Q560307_44,EVENT,THQ6GUxACR,prestige,32
,,,as,32
,,,a,32
,,,political,32
,,,thinker,32
,,,to,32
,,,one,32
,,,of,32
,,,the,32
,,,regional,32
,,,factions,32
,,,.,32
Q560307_205,ENTITY,4HGpWIQP00,His,34
,,,first,34
Q560307_206,EVENT,b3hfWsX-Df,solicitation,34
,,,was,34
,,,from,34
,,,John,34
,,,Okello,34
,,,",",34
,,,the,34
,,,leader,34
,,,of,34
,,,the,34
,,,Zanzibar,34
,,,Revolution,34
,,,",",34
,,,who,34
,,,came,34
,,,to,34
,,,Mazrui,34
,,,'s,34
,,,house,34
,,,in,34
,,,1968,34
,,,to,34
Q560307_46,EVENT,scgnTse7Kg,urge,34
Q560307_207,ENTITY,Ek4uyHeXle,Mazrui,34
,,,to,34
Q560307_45,EVENT,OnKmzkM_fc,join,34
,,,his,34
,,,cause,34
,,,.,34
,,,Okello,36
,,,originally,36
Q560307_48,EVENT,_Mwc8b59zS,tried,36
,,,to,36
Q560307_47,EVENT,_xwHYQMPXT,convince,36
Q560307_208,ENTITY,EHB4cC1oLC,Mazrui,36
,,,to,36
,,,become,36
,,,an,36
,,,advisor,36
,,,to,36
,,,him,36
,,,and,36
,,,then,36
,,,simply,36
Q560307_49,EVENT,aUhEaGDhrv,tried,36
,,,to,36
Q560307_50,EVENT,JlNPEnH53C,enlist,36
Q560307_296,ENTITY,bCv43kU-q3,Mazrui,36
Q560307_297,ENTITY,bCv43kU-q3,'s,36
Q560307_298,EVENT,eJTRTkM-Fo,assistance,36
,,,in,36
,,,writing,36
,,,a,36
,,,constitution,36
,,,for,36
,,,Zanzibar,36
,,,.,36
Q560307_209,ENTITY,vGWPKK_07i,Mazrui,38
Q560307_52,EVENT,5A_r9EgmTC,told,38
,,,Okello,38
,,,that,38
,,,",",38
,,,while,38
Q560307_210,ENTITY,BBHXWgSLJA,he,38
Q560307_212,EVENT-GR,jvkTIpBkBf,was,38
Q560307_211,EVENT,ze7mJ6Py3f,inclined,38
,,,to,38
Q560307_51,EVENT,p0l-IXWUuJ,sympathize,38
,,,with,38
,,,the,38
,,,cause,38
,,,",",38
,,,it,38
,,,would,38
,,,be,38
,,,a,38
,,,violation,38
,,,of,38
