_id,label,id,token,sentence
Q560307_1,ENTITY,iynQi3OJnL,Etheridge,0
Q560307_2,ENTITY,iynQi3OJnL,Knight,0
,,,(,0
,,,April,0
,,,19,0
,,,",",0
,,,1931,0
,,,–,0
,,,March,0
,,,10,0
,,,",",0
,,,1991,0
,,,),0
Q560307_3,EVENT-GR,3ff0oA6ShI,was,0
,,,an,0
,,,African,0
,,,-,0
,,,American,0
Q560307_4,EVENT,ZgyH-n2c9T,poet,0
,,,who,0
Q560307_5,EVENT-GR,au5ZCFVJ6S,made,0
,,,his,0
Q560307_6,EVENT,0lJp1nnmNt,name,0
,,,in,0
,,,1968,0
,,,with,0
,,,his,0
,,,debut,0
,,,volume,0
,,,",",0
,,,Poems,0
,,,from,0
,,,Prison,0
,,,.,0
,,,The,2
,,,book,2
,,,recalls,2
,,,in,2
,,,verse,2
Q560307_9,ENTITY,qjGa4nd4EG,his,2
,,,eight,2
,,,-,2
,,,year,2
,,,-,2
,,,long,2
Q560307_10,EVENT,e85A9CiLrR,sentence,2
,,,after,2
Q560307_7,ENTITY,5IgBYxZtO8,his,2
Q560307_8,EVENT,XEbF5nsghK,arrest,2
,,,for,2
Q560307_11,EVENT,cowEp6RJ6U,robbery,2
,,,in,2
,,,1960,2
,,,.,2
,,,By,4
,,,the,4
,,,time,4
Q560307_12,ENTITY,WCv_Wyj9m0,he,4
Q560307_13,EVENT,vIkXAnaDl7,left,4
,,,prison,4
,,,",",4
Q560307_14,ENTITY,3fEey1-XGe,Knight,4
,,,had,4
Q560307_15,EVENT,A3L7cTzTC1,prepared,4
,,,a,4
,,,second,4
,,,volume,4
,,,featuring,4
,,,his,4
,,,own,4
,,,writings,4
,,,and,4
,,,works,4
,,,of,4
,,,his,4
,,,fellow,4
,,,inmates,4
,,,.,4
Q560307_16,ENTITY,y6veRjYUPG,This,5
Q560307_17,ENTITY,y6veRjYUPG,second,5
Q560307_18,ENTITY,y6veRjYUPG,book,5
,,,",",5
,,,first,5
Q560307_19,EVENT,SevB0Ju_zZ,published,5
,,,in,5
,,,Italy,5
,,,under,5
,,,the,5
,,,title,5
,,,Voce,5
,,,negre,5
,,,dal,5
,,,carcere,5
,,,",",5
Q560307_20,EVENT,2ppIbzydph,appeared,5
,,,in,5
,,,English,5
,,,in,5
,,,1970,5
,,,as,5
,,,Black,5
,,,Voices,5
,,,from,5
,,,Prison,5
,,,.,5
,,,These,6
,,,works,6
Q560307_21,EVENT,yJCEgyOvyr,established,6
Q560307_22,ENTITY,OX2eRMg_ZF,Knight,6
,,,as,6
,,,one,6
,,,of,6
,,,the,6
,,,major,6
Q560307_23,EVENT,etgjB_azWf,poets,6
,,,of,6
,,,the,6
,,,Black,6
,,,Arts,6
,,,Movement,6
,,,",",6
,,,which,6
,,,flourished,6
,,,from,6
,,,the,6
,,,early,6
,,,1960s,6
,,,through,6
,,,the,6
,,,mid-1970s,6
,,,.,6
,,,With,7
,,,roots,7
,,,in,7
,,,the,7
,,,Civil,7
,,,Rights,7
,,,Movement,7
,,,",",7
,,,Malcolm,7
,,,X,7
,,,and,7
,,,the,7
,,,Nation,7
,,,of,7
,,,Islam,7
,,,",",7
,,,and,7
,,,the,7
,,,Black,7
,,,Power,7
,,,Movement,7
,,,",",7
Q560307_214,ENTITY,-JOdv68v56,Etheridge,7
Q560307_215,ENTITY,-JOdv68v56,Knight,7
,,,and,7
,,,other,7
,,,American,7
,,,artists,7
,,,within,7
