_id,label,id,token,sentence
Q560307_1,ENTITY,iuolYZwN5a,Chloe,0
Q560307_2,ENTITY,iuolYZwN5a,Anthony,0
Q560307_3,ENTITY,iuolYZwN5a,Wofford,0
Q560307_4,ENTITY,iuolYZwN5a,Morrison,0
,,,(,0
,,,born,0
,,,Chloe,0
,,,Ardelia,0
,,,Wofford,0
,,,;,0
,,,February,0
,,,18,0
,,,",",0
,,,1931,0
,,, ,0
,,,–,0
,,,August,0
,,,5,0
,,,",",0
,,,2019,0
,,,),0
,,,",",0
,,,known,0
,,,as,0
,,,Toni,0
,,,Morrison,0
,,,",",0
Q560307_5,EVENT-GR,0z332Z9U_0,was,0
,,,an,0
,,,American,0
Q560307_6,EVENT,qgxomyimkj,novelist,0
,,,",",0
Q560307_7,EVENT,rmfkN_QCZ7,essayist,0
,,,",",0
,,,book,0
Q560307_8,EVENT,VUUIyWE7z-,editor,0
,,,",",0
,,,and,0
,,,college,0
Q560307_9,EVENT,mFzNqUwIty,professor,0
,,,.,0
Q560307_10,ENTITY,9OrZkgRxh7,Her,1
Q560307_11,ENTITY,9OrZkgRxh7,first,1
Q560307_12,ENTITY,9OrZkgRxh7,novel,1
,,,",",1
,,,The,1
,,,Bluest,1
,,,Eye,1
,,,",",1
,,,was,1
Q560307_13,EVENT,tUQLgpbZU1,published,1
,,,in,1
,,,1970,1
,,,.,1
,,,The,2
,,,critically,2
Q560307_14,EVENT,_4xqjXhSGY,acclaimed,2
Q560307_15,ENTITY,gK8rwu4XBF,Song,2
Q560307_16,ENTITY,gK8rwu4XBF,of,2
Q560307_17,ENTITY,gK8rwu4XBF,Solomon,2
,,,(,2
,,,1977,2
,,,),2
Q560307_19,EVENT,MMZz8lKtP-,brought,2
Q560307_18,ENTITY,_K57RM_5D3,her,2
,,,national,2
Q560307_20,EVENT,vhcD1iKNvg,attention,2
,,,and,2
Q560307_21,EVENT,31d29TTI0E,won,2
,,,the,2
,,,National,2
,,,Book,2
,,,Critics,2
,,,Circle,2
,,,Award,2
,,,.,2
,,,In,3
,,,1988,3
,,,",",3
Q560307_22,ENTITY,6Iw6_4ZRXK,Morrison,3
Q560307_23,EVENT,5UjFt8ryWb,won,3
,,,the,3
,,,Pulitzer,3
,,,Prize,3
,,,for,3
,,,Beloved,3
,,,(,3
,,,1987,3
,,,),3
,,,;,3
Q560307_24,ENTITY,rvHueLXioX,she,3
Q560307_25,EVENT,n8LbkZNSUf,gained,3
,,,worldwide,3
Q560307_26,EVENT,kK2whc_8fT,recognition,3
,,,when,3
Q560307_27,ENTITY,vmA_5EsfsH,she,3
,,,was,3
Q560307_28,EVENT,eT7FWHpTNQ,awarded,3
,,,the,3
,,,Nobel,3
,,,Prize,3
,,,in,3
,,,Literature,3
,,,in,3
,,,1993,3
,,,.,3
Q560307_29,EVENT,6GOPc5tSqg,Born,4
,,,and,4
Q560307_30,EVENT,Sv7lsno-ey,raised,4
,,,in,4
,,,Lorain,4
,,,",",4
,,,Ohio,4
,,,",",4
Q560307_31,ENTITY,_pDwmEHiA5,Morrison,4
Q560307_32,EVENT,KAcHAKT_DM,graduated,4
,,,from,4
,,,Howard,4
,,,University,4
,,,in,4
,,,1953,4
,,,with,4
,,,a,4
,,,B.A.,4
,,,in,4
,,,English,4
,,,.,4
,,,In,5
,,,1955,5
,,,",",5
Q560307_33,ENTITY,FzMy9qUkgI,she,5
Q560307_34,EVENT,xLSrmJ0zwe,earned,5
,,,a,5
,,,master,5
,,,'s,5
Q560307_35,EVENT,QYsXSvF18Z,degree,5
,,,in,5
,,,American,5
,,,Literature,5
,,,from,5
,,,Cornell,5
,,,University,5
,,,.,5
,,,In,6
,,,1957,6
Q560307_36,ENTITY,FKuaafbVSL,she,6
Q560307_37,EVENT,mDQC8dsgwn,returned,6
,,,to,6
,,,Howard,6
,,,University,6
,,,",",6
,,,was,6
Q560307_38,EVENT,gppqRwj6TT,married,6
,,,",",6
,,,and,6
Q560307_39,EVENT,8nMY_znYJa,had,6
,,,two,6
,,,children,6
,,,before,6
Q560307_40,EVENT,xiW40UXAHh,divorcing,6
,,,in,6
,,,1964,6
,,,.,6
,,,In,7
,,,the,7
,,,late,7
,,,1960s,7
,,,",",7
Q560307_41,ENTITY,qY0HNl_akw,she,7
Q560307_43,EVENT-GR,WMveIbtpyt,became,7
,,,the,7
,,,first,7
,,,black,7
,,,female,7
Q560307_42,EVENT,5IuC8imc40,editor,7
,,,in,7
,,,fiction,7
,,,at,7
,,,Random,7
,,,House,7
,,,in,7
,,,New,7
,,,York,7
,,,City,7
,,,.,7
,,,In,8
,,,the,8
,,,1970s,8
,,,and,8
,,,1980s,8
,,,",",8
Q560307_44,ENTITY,nUgQPfkxbp,she,8
Q560307_45,EVENT,UTDUCzDdwu,developed,8
Q560307_46,ENTITY,3XffK9Iwtb,her,8
,,,own,8
Q560307_47,EVENT,3LRHx9gD_2,reputation,8
,,,as,8
,,,an,8
,,,author,8
,,,",",8
,,,and,8
Q560307_48,ENTITY,bqpWAfegKX,her,8
Q560307_49,ENTITY,bqpWAfegKX,perhaps,8
Q560307_50,ENTITY,bqpWAfegKX,most,8
Q560307_51,ENTITY,bqpWAfegKX,celebrated,8
Q560307_52,ENTITY,bqpWAfegKX,work,8
,,,",",8
,,,Beloved,8
,,,",",8
,,,was,8
Q560307_53,EVENT,YszVOsidkv,made,8
,,,into,8
,,,a,8
,,,1998,8
,,,film,8
,,,.,8
Q560307_54,ENTITY,7oZc3kdryW,Her,9
Q560307_55,ENTITY,7oZc3kdryW,works,9
,,,are,9
Q560307_56,EVENT,ZZ-FsTh7RV,praised,9
,,,for,9
Q560307_57,EVENT,0sMN0oQ6HY,addressing,9
,,,the,9
,,,harsh,9
,,,consequences,9
,,,of,9
,,,racism,9
,,,in,9
,,,the,9
,,,United,9
,,,States,9
,,,.,9
,,,In,10
,,,1996,10
,,,",",10
,,,the,10
,,,National,10
,,,Endowment,10
,,,for,10
,,,the,10
,,,Humanities,10
Q560307_59,EVENT,9ZbhHG5CzZ,selected,10
Q560307_58,ENTITY,XIJy3DX-Hx,her,10
,,,for,10
,,,the,10
,,,Jefferson,10
,,,Lecture,10
,,,",",10
,,,the,10
,,,U.S.,10
,,,federal,10
,,,government,10
,,,'s,10
,,,highest,10
,,,honor,10
,,,for,10
,,,achievement,10
,,,in,10
,,,the,10
,,,humanities,10
,,,.,10
,,,The,11
,,,very,11
,,,same,11
,,,year,11
,,,",",11
Q560307_60,ENTITY,jbaTiJgeuZ,she,11
,,,was,11
Q560307_61,EVENT,KA1QuHXWjQ,honored,11
,,,with,11
,,,the,11
,,,National,11
,,,Book,11
,,,Foundation,11
,,,'s,11
,,,Medal,11
,,,of,11
,,,Distinguished,11
,,,Contribution,11
,,,to,11
,,,American,11
,,,Letters,11
,,,.,11
,,,On,12
,,,May,12
,,,29,12
,,,",",12
,,,2012,12
,,,",",12
,,,President,12
,,,Barack,12
,,,Obama,12
Q560307_62,EVENT,rwrX5BsI0j,presented,12
Q560307_63,ENTITY,i8QwdEkVKT,Morrison,12
,,,with,12
,,,the,12
,,,Presidential,12
,,,Medal,12
,,,of,12
,,,Freedom,12
,,,.,12
,,,In,13
,,,2016,13
,,,",",13
Q560307_64,ENTITY,IkWMXvTpGe,she,13
Q560307_65,EVENT,2bHdf7ti2H,received,13
,,,the,13
,,,PEN,13
,,,/,13
,,,Saul,13
,,,Bellow,13
Q560307_66,EVENT,oCalP_LQS1,Award,13
,,,for,13
,,,Achievement,13
,,,in,13
,,,American,13
,,,Fiction,13
,,,.,13
,,,In,14
,,,2020,14
,,,",",14
Q560307_67,ENTITY,gc4KRJ4bil,Morrison,14
,,,was,14
Q560307_68,EVENT,YnTZXldASa,inducted,14
,,,into,14
,,,the,14
,,,National,14
,,,Women,14
,,,'s,14
,,,Hall,14
,,,of,14
,,,Fame,14
,,,.,14
Q560307_69,ENTITY,wxYKEIQdu7,Chloe,15
Q560307_70,ENTITY,wxYKEIQdu7,Ardelia,15
Q560307_71,ENTITY,wxYKEIQdu7,Wofford,15
,,,",",15
,,,the,15
,,,second,15
,,,of,15
,,,four,15
,,,children,15
,,,from,15
,,,a,15
,,,working,15
,,,-,15
,,,class,15
,,,",",15
,,,black,15
,,,family,15
,,,",",15
,,,was,15
Q560307_72,EVENT,VB4Q-K8llu,born,15
,,,in,15
,,,Lorain,15
,,,",",15
,,,Ohio,15
,,,",",15
,,,to,15
,,,Ramah,15
,,,(,15
,,,née,15
,,,Willis,15
,,,),15
,,,and,15
,,,George,15
,,,Wofford,15
,,,.,15
,,,Her,16
,,,mother,16
,,,was,16
,,,born,16
,,,in,16
,,,Greenville,16
,,,",",16
,,,Alabama,16
,,,",",16
,,,and,16
,,,moved,16
,,,north,16
,,,with,16
,,,her,16
,,,family,16
,,,as,16
,,,a,16
,,,child,16
,,,.,16
,,,She,17
,,,was,17
,,,a,17
,,,homemaker,17
,,,and,17
,,,a,17
,,,devout,17
,,,member,17
,,,of,17
,,,the,17
,,,African,17
,,,Methodist,17
,,,Episcopal,17
,,,Church,17
,,,.,17
,,,George,18
,,,Wofford,18
,,,grew,18
,,,up,18
,,,in,18
,,,Cartersville,18
,,,",",18
,,,Georgia,18
,,,.,18
,,,When,19
,,,Wofford,19
,,,was,19
,,,about,19
,,,15,19
,,,",",19
,,,a,19
,,,group,19
,,,of,19
,,,white,19
,,,people,19
,,,lynched,19
,,,two,19
,,,black,19
,,,businessmen,19
,,,who,19
,,,lived,19
,,,on,19
,,,his,19
,,,street,19
,,,.,19
Q560307_75,EVENT,90_nlkYZBN,later,20
,,,said,20
,,,:,20
,,,"""",20
,,,He,20
,,,never,20
