_id,label,id,token,sentence
Q560307_145,ENTITY,1JtrkzN960,Abdel,0
Q560307_146,ENTITY,1JtrkzN960,-,0
Q560307_147,ENTITY,1JtrkzN960,Tawab,0
Q560307_148,ENTITY,1JtrkzN960,Youssef,0
Q560307_149,ENTITY,1JtrkzN960,Ahmed,0
Q560307_150,ENTITY,1JtrkzN960,Youssef,0
,,,(,0
,,,Arabic,0
,,,:,0
,,,عبد,0
,,,التواب,0
,,,يوسف,0
,,,),0
,,,",",0
,,,an,0
,,,Egyptian,0
Q560307_151,EVENT,N5DRuBgcvu,author,0
,,,",",0
Q560307_152,EVENT,GVo2HaY6LG,translator,0
,,,and,0
Q560307_153,EVENT,3z3jZQOwoM,publisher,0
,,,of,0
,,,publications,0
,,,issued,0
,,,by,0
,,,the,0
,,,school,0
,,,and,0
,,,the,0
,,,university,0
,,,.,0
Q560307_154,ENTITY,BpcSBzkapT,He,1
,,,was,1
Q560307_1,EVENT,sw21CTh1Ho,born,1
,,,in,1
,,,the,1
,,,village,1
,,,of,1
,,,Shanra,1
,,,in,1
,,,Beni,1
,,,Suef,1
,,,Governorate,1
,,,in,1
,,,Egypt,1
,,,on,1
,,,October,1
,,,1,1
,,,",",1
,,,1928,1
,,,.,1
Q560307_155,ENTITY,8ngaAm2Uao,He,2
Q560307_3,EVENT,ABhgP0NUA4,obtained,2
,,,a,2
,,,BA,2
Q560307_2,EVENT,ZB29aaAc-c,degree,2
,,,in,2
,,,political,2
,,,science,2
,,,from,2
,,,Cairo,2
,,,University,2
,,,.,2
,,,Then,3
,,,after,3
Q560307_4,EVENT,W0zLTmpEJX,graduating,3
,,,from,3
,,,the,3
,,,university,3
,,,",",3
Q560307_156,ENTITY,G5UGybEX-G,He,3
Q560307_5,EVENT,Go-C12r2II,worked,3
,,,as,3
,,,a,3
,,,supervisor,3
,,,for,3
,,,school,3
,,,radio,3
,,,programs,3
,,,at,3
,,,the,3
,,,Ministry,3
,,,of,3
,,,Education,3
,,,.,3
,,,Then,4
Q560307_157,ENTITY,VVHlUXdhzb,he,4
Q560307_6,EVENT,FpAnVK7oYi,headed,4
,,,the,4
,,,Department,4
,,,of,4
,,,Journalism,4
,,,",",4
,,,Radio,4
,,,and,4
,,,Television,4
,,,.,4
Q560307_158,ENTITY,jjs6GXA7FO,He,5
Q560307_8,EVENT,YhUcPfY6Rp,works,5
,,,so,5
,,,until,5
Q560307_159,ENTITY,ez71552Y_3,he,5
Q560307_160,EVENT,VP1PSZtEZm,devoted,5
,,,himself,5
,,,to,5
Q560307_7,EVENT,OWQYNKQ3_8,writing,5
,,,for,5
,,,children,5
,,,since,5
,,,1975,5
,,,.,5
,,,He,6
Q560307_11,EVENT-GR,Kda1_huX2A,had,6
,,,the,6
Q560307_12,EVENT-MOD,Zq9Dm8fgyQ,idea,6
,,,of,6
Q560307_13,EVENT,pIeXvU84zI,issuing,6
,,,the,6
,,,first,6
,,,Islamic,6
,,,magazine,6
,,,for,6
,,,children,6
,,,under,6
,,,the,6
,,,name,6
,,,of,6
,,,Paradise,6
,,,(,6
,,,ALfirdaws,6
,,,),6
,,,in,6
,,,1969,6
,,,",",6
,,,and,6
Q560307_162,ENTITY,_1ZaC0gZPN,he,6
Q560307_9,EVENT,2WJCDgYhBE,established,6
,,,the,6
,,,first,6
,,,conference,6
,,,for,6
,,,child,6
,,,culture,6
,,,in,6
,,,1970,6
,,,.,6
Q560307_161,ENTITY,No6VoYcBGH,He,7
Q560307_10,EVENT,0iLcjGgsZT,established,7
,,,the,7
,,,Children,7
,,,’s,7
,,,society,7
,,,",",7
,,,as,7
,,,well,7
,,,as,7
,,,the,7
,,,first,7
,,,to,7
,,,present,7
,,,work,7
,,,for,7
,,,children,7
,,,.,7
Q560307_163,ENTITY,WogMSEZ4wR,He,8
Q560307_14,EVENT,FgnZmGqA0o,specialized,8
,,,in,8
,,,children,8
,,,’s,8
,,,literature,8
,,,and,8
,,,occupied,8
,,,a,8
,,,prominent,8
,,,position,8
,,,in,8
,,,this,8
,,,field,8
,,,.,8
Q560307_164,ENTITY,YpmJWuisOw,He,9
,,,was,9
Q560307_15,EVENT,X3VJektPQR,considered,9
,,,one,9
,,,of,9
,,,the,9
,,,most,9
,,,prominent,9
Q560307_16,EVENT,DVkZ_F4VXZ,pioneers,9
,,,in,9
,,,children,9
,,,’s,9
,,,literature,9
,,,and,9
,,,copied,9
,,,the,9
,,,standard,9
,,,literary,9
,,,production,9
,,,in,9
,,,the,9
,,,Arab,9
,,,world,9
,,,in,9
,,,the,9
,,,twentieth,9
,,,and,9
,,,twenty,9
,,,-,9
,,,first,9
,,,centuries,9
,,,.,9
,,,His,10
,,,writing,10
,,,was,10
,,,characterized,10
,,,by,10
,,,its,10
,,,sweetness,10
,,,",",10
,,,sophistication,10
,,,and,10
,,,accurate,10
,,,information,10
,,,.,10
Q560307_165,ENTITY,0DaM9xPq0Z,He,11
,,,was,11
Q560307_284,EVENT,-5x5N_TFoc,distinguished,11
,,,by,11
,,,his,11
,,,wide,11
,,,culture,11
,,,and,11
Q560307_285,EVENT,y-6E_RrI04,concerns,11
,,,to,11
,,,present,11
,,,everything,11
,,,that,11
,,,is,11
,,,useful,11
,,,.,11
Q560307_166,ENTITY,V8WPgvsXlm,Abdel,12
Q560307_167,ENTITY,V8WPgvsXlm,Tawab,12
Q560307_168,ENTITY,V8WPgvsXlm,'s,12
Q560307_169,ENTITY,V8WPgvsXlm,books,12
,,,were,12
Q560307_17,EVENT,Vy8j0CUL0w,printed,12
,,,about,12
,,,25,12
,,,million,12
,,,copies,12
,,,between,12
,,,Egypt,12
,,,",",12
,,,Beirut,12
,,,",",12
,,,Iraq,12
,,,",",12
,,,Kuwait,12
,,,",",12
,,,Qatar,12
,,,and,12
,,,Muscat,12
,,,.,12
,,,Some,13
,,,of,13
Q560307_286,ENTITY,WeTTrXwhdi,his,13
Q560307_287,ENTITY,WeTTrXwhdi,books,13
,,,have,13
,,,been,13
Q560307_18,EVENT,Y4dfIss6Sn,translated,13
,,,into,13
,,,English,13
,,,",",13
,,,French,13
,,,",",13
,,,German,13
,,,",",13
,,,Persian,13
,,,",",13
,,,Indonesian,13
,,,",",13
,,,Chinese,13
,,,and,13
,,,Malaysian,13
,,,.,13
,,,While,14
Q560307_170,ENTITY,ojoh-c-gKO,Joseph,14
Q560307_19,EVENT,c_LiUpbTE9,translated,14
,,,works,14
,,,for,14
,,,children,14
,,,",",14
,,,including,14
,,,The,14
,,,Birth,14
,,,of,14
,,,the,14
,,,Messenger,14
,,,in,14
,,,Anderson,14
,,,'s,14
,,,Eyes,14
,,,.,14
,,,.,14
,,,A,15
,,,scene,15
,,,in,15
,,,Constantinople,15
,,,by,15
,,,the,15
,,,Danish,15
,,,writer,15
,,,and,15
,,,poet,15
,,,Hans,15
,,,Christian,15
,,,Andersen,15
,,,.,15
,,,Among,16
,,,the,16
,,,most,16
,,,prominent,16
Q560307_21,EVENT,utOxr5uYkl,prizes,16
Q560307_171,ENTITY,EzVZ0kQozx,he,16
Q560307_20,EVENT,HheJW9vOxE,received,16
,,,were,16
,,,the,16
,,,2000,16
,,,Bologna,16
,,,International,16
,,,Children,16
,,,'s,16
,,,Book,16
,,,Fair,16
,,,for,16
,,,his,16
,,,book,16
,,,The,16
,,,Life,16
,,,of,16
,,,Muhammad,16
,,,in,16
,,,Twenty,16
,,,Stories,16
,,,;,16
,,,State,16
,,,Prize,16
,,,for,16
,,,Children,16
,,,'s,16
,,,Literature,16
,,,in,16
,,,1975,16
,,,;,16
,,,The,16
,,,State,16
,,,Prize,16
,,,of,16
,,,Appreciation,16
,,,for,16
,,,Child,16
,,,Culture,16
,,,in,16
,,,1981,16
,,,;,16
,,,And,16
,,,the,16
,,,King,16
,,,Faisal,16
,,,International,16
,,,Prize,16
,,,for,16
,,,Arabic,16
