,token,ent,sent
0,I,0,0
1,do,0,0
2,n't,0,0
3,know,0,0
4,if,0,0
5,The,0,0
6,Daily,0,0
7,Show,0,0
8,is,0,0
9,calling,0,0
10,the,0,1
11,shots,0,1
12,Bob,ENTITY,1
13,Shrum,0,1
14,/.,0,1
15,but,0,2
16,do,0,2
17,you,ENTITY,2
18,think,0,2
19,that,0,2
20,'s,0,2
21,even,0,2
22,possible,0,2
23,the,0,2
24,idea,0,2
25,of,0,3
26,a,0,3
27,fusion,0,3
28,ticket,0,3
29,between,0,3
30,uh,0,3
31,Biden,0,3
32,and,0,3
33,McCain,0,3
34,/?,0,3
35,what,0,4
36,would,0,4
37,Ed,0,4
38,and,0,4
39,I,ENTITY,4
40,do,0,4
41,if,0,4
42,they,0,4
43,blew,0,4
44,up,0,4
45,the,0,5
46,ramparts,0,5
47,of,0,5
48,partisanship,0,5
49,/?,0,5
50,/.,0,6
51,Well,0,6
52,I,0,6
53,do,0,6
54,n't,0,6
55,know,0,6
56,/.,0,6
57,but,0,7
58,the,0,7
59,country,0,7
60,might,0,7
61,do,0,7
62,better,0,7
63,/.,0,7
64,we,0,8
65,know,0,8
66,it,0,8
67,/.,0,8
68,be,0,9
69,over,0,9
70,/.,0,9
71,It,0,10
72,'s,0,10
73,not,0,10
74,going,0,10
75,to,0,10
76,happen,0,10
77,/.,0,10
78,there,0,11
79,are,0,11
80,real,0,11
81,differences,0,11
82,between,0,11
83,the,0,11
84,parties,0,11
85,here,0,11
86,/.,0,11
87,There,0,12
88,are,0,12
89,real,0,12
90,differences,0,12
91,on,0,12
92,some,0,12
93,big,0,12
94,issues,0,12
95,/.,0,12
96,That,0,13
97,'s,0,13
98,right,0,13
99,/.,0,13
100,And,0,14
101,you,0,14
102,notice,0,14
103,Joe,0,14
104,Biden,0,14
105,would,0,14
106,like,0,14
107,John,0,14
108,McCain,0,14
109,to,0,14
110,run,0,15
111,with,0,15
112,him,0,15
113,/.,0,15
114,I,ENTITY,16
115,think,0,16
116,John,0,16
117,McCain,0,16
118,'s,0,16
119,running,0,16
120,for,0,16
121,president,0,16
122,in,0,16
123,the,0,16
124,Republican,0,17
125,Party,0,17
126,/.,0,17
127,Yes,0,18
128,/.,0,18
129,And,0,19
130,I,ENTITY,19
131,do,0,19
132,n't,0,19
133,think,0,19
134,he,0,19
135,'s,0,19
136,going,0,19
137,to,0,19
138,pick,0,19
139,Joe,0,20
140,Biden,0,20
141,as,0,20
142,his,0,20
143,vice-presidential,0,20
144,nominee,0,20
145,if,0,20
146,he,0,20
147,gets,0,20
148,nominated,0,20
149,/.,0,20
150,and,0,21
151,I,ENTITY,21
152,do,0,21
153,n't,0,21
154,think,0,21
155,the,0,21
156,convention,0,21
157,would,0,21
158,go,0,21
159,along,0,21
160,with,0,22
161,him,0,22
162,/.,0,22
163,Let,0,23
164,me,0,23
165,ask,0,23
166,you,0,23
167,Ed,0,23
168,since,0,23
169,you,0,23
170,'re,0,23
171,the,0,23
172,Republican,0,23
173,of,0,24
174,this,0,24
175,duo,0,24
176,do,0,24
177,you,0,24
178,think,0,24
179,your,0,24
180,party,0,24
181,will,0,24
182,become,0,24
183,pragmatic,0,24
184,when,0,24
185,it,0,24
186,becomes,0,24
187,closer,0,24
188,and,0,24
189,closer,0,24
190,to,0,24
191,the,0,24
192,prospect,0,24
193,of,0,24
194,not,0,24
195,only,0,24
196,confronting,0,24
197,Hillary,0,24
198,Clinton,0,24
199,in,0,24
200,the,0,24
201,general,0,24
202,election,0,24
203,in,0,24
204,two,0,24
205,thousand,0,24
206,eight,0,24
207,but,0,24
208,possibly,0,24
209,losing,0,24
210,to,0,24
211,her,0,24
212,/?,0,24
213,Will,0,25
214,your,0,25
215,party,0,25
216,straighten,0,25
217,up,0,25
218,and,0,25
219,say,0,25
220,damn,0,25
221,it,0,25
222,we,0,25
223,have,0,26
224,to,0,26
225,drop,0,26
226,some,0,26
227,of,0,26
228,our,0,26
229,ideological,0,26
230,baggage,0,26
231,/.,0,26
232,we,0,27
233,'ve,0,27
234,got,0,27
235,to,0,27
236,run,0,27
237,the,0,27
238,best,0,27
239,possible,0,27
240,candidate,0,27
241,/?,0,27
242,You,0,28
243,know,0,28
244,uh,0,28
245,in,0,28
246,February,0,28
247,and,0,28
248,March,0,28
249,of,0,28
250,two,0,28
251,thousand,0,28
252,and,0,29
253,eight,0,29
254,pragmatism,0,29
255,and,0,29
256,a,0,29
257,collective,0,29
258,calculus,0,29
259,on,0,29
260,behalf,0,29
261,of,0,29
262,Republican,0,29
263,primary,0,29
264,voters,0,29
265,will,0,29
266,not,0,29
267,be,0,29
268,what,0,29
269,carries,0,29
270,the,0,29
271,day,0,29
272,/.,0,29
273,I,0,30
274,mean,0,30
275,our,0,30
276,voters,0,30
277,will,0,30
278,probably,0,30
279,go,0,30
280,with,0,30
281,a,0,30
282,stylistical,0,30
283,contrast,0,31
284,to,0,31
285,Bush,0,31
286,somewhat,0,31
287,/.,0,31
288,Voters,0,32
289,usually,0,32
290,do,0,32
291,/.,0,32
292,Sure,0,33
293,a,0,33
294,little,0,33
295,change,0,33
296,/.,0,33
297,We,0,34
298,tend,0,34
299,to,0,34
300,nominate,0,34
301,a,0,34
302,front,0,34
303,runner,0,34
304,/.,0,34
305,So,0,35
306,a,0,35
307,front,0,35
308,runner,0,35
309,in,0,35
310,our,0,35
311,party,0,35
312,has,0,35
313,to,0,35
314,really,0,35
315,falter,0,36
316,before,0,36
317,we,0,36
318,'ll,0,36
319,go,0,36
320,back,0,36
321,into,0,36
322,the,0,36
323,pack,0,36
324,/.,0,36
325,But,0,37
326,is,0,37
327,there,0,37
328,going,0,37
329,to,0,37
330,be,0,37
331,some,0,37
332,sort,0,37
333,of,0,37
334,collective,0,37
335,calculus,0,38
336,/?,0,38
337,Whose,0,39
338,turn,0,39
339,is,0,39
340,it,0,39
341,/?,0,39
342,$Whose,0,40
343,turn,0,40
344,for,0,40
345,is,0,40
346,it,0,40
347,party,0,40
348,/?,0,40
349,No,0,41
350,/.,0,41
351,Is,0,42
352,it,0,42
353,McCain,0,42
354,'s,0,42
355,turn,0,42
356,having,0,42
357,lost,0,42
358,last,0,42
359,time,0,42
360,or,0,42
361,not,0,43
362,/?,0,43
363,Historically,0,44
364,speaking,0,44
365,yes,0,44
366,/.,0,44
367,If,0,45
368,he,0,45
369,were,0,45
370,to,0,45
371,tend,0,45
372,to,0,45
373,it,0,45
374,",",0,45
375,if,0,45
376,he,0,45
377,were,0,46
378,to,0,46
379,listen,0,46
380,to,0,46
381,his,0,46
382,advisors,0,46
383,and,0,46
384,try,0,46
385,he,0,46
386,would,0,46
387,be,0,46
388,hard,0,46
389,to,0,46
390,beat,0,46
391,/.,0,46
392,Right,0,47
393,/.,0,47
394,Is,0,48
395,he,0,48
396,the,0,48
397,hardest,0,48
398,uh,0,48
399,Republican,0,48
400,candidate,0,48
401,for,0,48
402,the,0,48
403,Democrats,0,48
404,to,0,49
405,beat,0,49
406,Bob,ENTITY,49
407,McCain,0,49
408,/?,0,49
409,Uh,0,50
410,well,0,50
411,I,ENTITY,50
412,think,0,50
413,everything,0,50
414,/-,0,50
415,You,0,51
416,know,0,51
417,to,0,51
418,be,0,51
419,honest,0,51
420,I,0,51
421,think,0,51
422,he,0,51
423,/-,0,51
424,To,0,52
425,be,0,52
426,honest,0,52
427,I,ENTITY,52
428,think,0,52
429,he,0,52
430,probably,0,52
431,is,0,52
432,/.,0,52
433,but,0,53
434,of,0,53
435,course,0,53
436,my,ENTITY,53
437,saying,0,53
438,it,0,53
439,may,0,53
440,in,0,53
441,fact,0,53
442,convey,0,53
443,the,0,54
444,opposite,0,54
445,impression,0,54
446,to,0,54
447,people,0,54
448,/.,0,54
449,People,0,55
450,may,0,55
451,think,0,55
452,I,ENTITY,55
453,'m,0,55
454,trying,0,55
455,to,0,55
456,convey,0,55
457,the,0,55
458,opposite,0,55
459,impression,0,56
460,/.,0,56
461,Ah,0,57
462,he,0,57
463,'s,0,57
464,/-,0,57
