,token,ent,sent
0,Former,ENTITY,0
1,Yugoslav,ENTITY,0
2,President,ENTITY,0
3,Slobodan,0,0
4,Milosevic,0,0
5,won,0,0
6,a,0,0
7,landslide,0,0
8,victory,0,0
9,Saturday,0,0
10,",",0,1
11,as,0,1
12,he,ENTITY,1
13,was,0,1
14,re-elected,0,1
15,leader,0,1
16,of,0,1
17,the,0,1
18,Socialist,0,1
19,Party,0,1
20,of,0,1
21,Serbia,0,1
22,.,0,1
23,A,ENTITY,2
24,defiant,ENTITY,2
25,Mr.,ENTITY,2
26,Milosevic,ENTITY,2
27,made,0,2
28,his,ENTITY,2
29,first,0,2
30,public,0,2
31,appearance,0,2
32,since,0,2
33,being,0,3
34,deposed,0,3
35,in,0,3
36,a,0,3
37,popular,0,3
38,uprising,0,3
39,last,0,3
40,month,0,3
41,.,0,3
