,token,ent,sent
0,Leaders,0,0
1,of,0,0
2,the,ENTITY,0
3,European,ENTITY,0
4,Union,ENTITY,0
5,and,0,0
6,five,0,0
7,Balkan,0,0
8,states,0,0
9,meet,0,0
10,in,0,1
11,Zagreb,0,1
12,today,0,1
13,to,0,1
14,hail,0,1
15,a,0,1
16,new,0,1
17,era,0,1
18,of,0,1
19,cooperation,0,1
20,in,0,1
21,a,0,1
22,region,0,1
23,that,0,1
24,has,0,1
25,been,0,1
26,torn,0,1
27,by,0,1
28,conflict,0,1
29,.,0,1
30,Douglas,0,2
31,Paction,0,2
32,has,0,2
33,more,0,2
34,on,0,2
35,the,0,2
36,story,0,2
37,.,0,2
38,The,0,3
39,summit,0,3
40,",",0,3
41,which,0,3
42,is,0,3
43,being,0,3
44,sponsored,0,3
45,by,0,3
46,the,ENTITY,3
47,European,ENTITY,3
48,Union,0,4
49,",",0,4
50,is,0,4
51,meant,0,4
52,to,0,4
53,show,0,4
54,the,0,4
55,Balkan,0,4
56,states,0,4
57,that,0,4
58,the,ENTITY,4
59,EU,ENTITY,4
60,is,0,4
61,preparing,0,4
62,to,0,4
63,welcome,0,4
64,them,0,4
65,into,0,4
66,the,0,4
67,European,0,4
68,family,0,4
69,.,0,4
70,Christina,0,5
71,Gayat,0,5
72,",",0,5
73,a,0,5
74,spokeswoman,0,5
75,for,0,5
76,EU,ENTITY,5
77,Foreign,0,5
78,Policy,0,5
79,Chief,0,5
80,Javier,0,6
81,Solana,0,6
82,",",0,6
83,says,0,6
84,the,0,6
85,summit,0,6
86,has,0,6
87,an,0,6
88,important,0,6
89,symbolic,0,6
90,value,0,6
91,.,0,6
92,I,0,7
93,think,0,7
94,it,0,7
95,will,0,7
96,be,0,7
97,the,0,7
98,occasion,0,7
99,to,0,7
100,welcome,0,7
101,at,0,7
102,the,0,8
103,highest,0,8
104,level,0,8
105,of,0,8
106,the,ENTITY,8
107,European,ENTITY,8
108,Union,0,8
109,under,0,8
110,the,0,8
111,highest,0,8
112,level,0,8
113,of,0,8
114,the,0,8
115,region,0,8
116,",",0,8
117,the,0,8
118,very,0,8
119,dramatic,0,8
120,changes,0,8
121,that,0,8
122,have,0,8
123,occurred,0,8
124,since,0,8
125,the,0,8
126,beginning,0,8
127,of,0,8
128,the,0,8
129,year,0,8
130,and,0,8
131,to,0,8
132,further,0,8
133,consolidate,0,8
134,democracy,0,8
135,and,0,8
136,reconciliation,0,8
137,.,0,8
138,Analysts,0,9
139,say,0,9
140,",",0,9
141,last,0,9
142,month,0,9
143,'s,0,9
144,formal,0,9
145,ouster,0,9
146,of,0,9
147,Slobodan,0,9
148,Milosevic,0,10
149,in,0,10
150,presidential,0,10
151,elections,0,10
152,in,0,10
153,Yugoslavia,0,10
154,was,0,10
155,a,0,10
156,pivotal,0,10
157,event,0,10
158,for,0,10
159,the,0,10
160,region,0,10
161,.,0,10
162,The,0,11
163,leaders,0,11
164,of,0,11
165,the,0,11
166,five,0,11
167,Balkan,0,11
168,states,0,11
169,of,0,11
170,the,0,11
171,summit,0,11
172,",",0,12
173,Yugoslavia,0,12
174,",",0,12
175,Croatia,0,12
176,",",0,12
177,Macedonia,0,12
178,",",0,12
179,Albania,0,12
180,and,0,12
181,Bosnia,0,12
182,are,0,12
183,expected,0,12
184,to,0,12
185,adopt,0,12
186,a,0,12
187,declaration,0,12
188,calling,0,12
189,for,0,12
190,a,0,12
191,political,0,12
192,dialogue,0,12
193,and,0,12
194,regional,0,12
195,economic,0,12
196,cooperation,0,12
197,.,0,12
198,The,ENTITY,13
199,European,ENTITY,13
200,Union,ENTITY,13
201,is,0,13
202,offering,0,13
203,a,0,13
204,3.9,0,13
205,billion,0,13
206,-,0,13
207,dollar,0,13
208,financial,0,14
209,aid,0,14
210,program,0,14
211,to,0,14
212,help,0,14
213,the,0,14
214,region,0,14
215,",",0,14
216,which,0,14
217,has,0,14
218,long,0,14
219,been,0,14
220,devastated,0,14
221,by,0,14
222,civil,0,14
223,conflict,0,14
224,",",0,14
225,economic,0,14
226,collapse,0,14
227,and,0,14
228,political,0,14
229,isolation,0,14
230,.,0,14
231,In,0,15
232,return,0,15
233,the,0,15
234,Balkan,0,15
235,leaders,0,15
236,will,0,15
237,be,0,15
238,called,0,15
239,upon,0,15
240,to,0,15
241,continue,0,16
242,moving,0,16
243,toward,0,16
244,democracy,0,16
245,and,0,16
246,a,0,16
247,market,0,16
248,economy,0,16
249,.,0,16
250,The,0,17
251,leaders,0,17
252,will,0,17
253,also,0,17
254,be,0,17
255,asked,0,17
256,to,0,17
257,take,0,17
258,steps,0,17
259,to,0,17
260,fight,0,18
261,organized,0,18
262,crime,0,18
263,",",0,18
264,drug,0,18
265,trafficking,0,18
266,",",0,18
267,and,0,18
268,money,0,18
269,laundering,0,18
270,.,0,18
271,Also,0,19
272,at,0,19
273,the,0,19
274,Zagreb,0,19
275,summit,0,19
276,",",0,19
277,Macedonia,0,19
278,is,0,19
279,expected,0,19
280,to,0,19
281,sign,0,20
282,an,0,20
283,association,0,20
284,and,0,20
285,stabilization,0,20
286,pact,0,20
287,with,0,20
288,the,ENTITY,20
289,European,ENTITY,20
290,Union,0,20
291,.,0,20
292,This,0,21
293,is,0,21
294,a,0,21
295,first,0,21
296,step,0,21
297,on,0,21
298,the,0,21
299,long,0,21
300,road,0,21
301,to,0,21
302,full,0,22
303,EU,ENTITY,22
304,membership,0,22
305,.,0,22
306,Douglas,0,23
307,Paction,0,23
308,for,0,23
309,VOA,0,23
310,News,0,23
311,",",0,23
312,Luxembourg,0,23
313,.,0,23
