,token,ent,sent
0,They,0,0
1,'re,0,0
2,calling,0,0
3,it,0,0
4,a,0,0
5,one,0,0
6,of,0,0
7,a,0,0
8,kind,0,0
9,exhibit,0,0
10,the,0,1
11,rarest,0,1
12,and,0,1
13,most,0,1
14,precious,0,1
15,diamonds,0,1
16,in,0,1
17,the,0,1
18,world,0,1
19,on,0,1
20,display,0,1
21,starting,0,1
22,tomorrow,0,1
23,morning,0,1
24,at,0,1
25,a,0,1
26,Smithsonian,0,1
27,in,0,1
28,Washington,ENTITY,1
29,.,0,1
30,They,0,2
31,are,0,2
32,huge,0,2
33,rocks,0,2
34,.,0,2
35,Kathleen,0,3
36,Coke,0,3
37,got,0,3
38,a,0,3
39,private,0,3
40,advanced,0,3
41,tour,0,3
42,of,0,3
43,the,0,3
44,vault,0,3
45,and,0,4
46,the,0,4
47,diamonds,0,4
48,.,0,4
49,Reporter,0,5
50,:,0,5
51,They,0,6
52,are,0,6
53,the,0,6
54,seven,0,6
55,wonders,0,6
56,of,0,6
57,the,0,6
58,gem,0,6
59,world,0,6
60,gathered,0,6
61,together,0,7
62,in,0,7
63,one,0,7
64,place,0,7
65,for,0,7
66,the,0,7
67,first,0,7
68,time,0,7
69,in,0,7
70,history,0,7
71,.,0,7
72,For,0,8
73,these,0,8
74,three,0,8
75,months,0,8
76,this,0,8
77,will,0,8
78,be,0,8
79,a,0,8
80,once,0,8
81,in,0,8
82,a,0,9
83,lifetime,0,9
84,opportunity,0,9
85,to,0,9
86,see,0,9
87,these,0,9
88,together,0,9
89,.,0,9
90,Reporter,0,10
91,:,0,10
92,In,0,11
93,the,0,11
94,heart,0,11
95,of,0,11
96,the,0,11
97,Museum,0,11
98,of,0,11
99,National,0,11
100,History,0,11
101,past,0,11
102,cabinets,0,12
103,of,0,12
104,artifacts,0,12
105,",",0,12
106,they,0,12
107,are,0,12
108,stored,0,12
109,temporarily,0,12
110,in,0,12
111,a,0,12
112,vault,0,12
113,few,0,12
114,people,0,12
115,enter,0,12
116,.,0,12
117,We,0,13
118,did,0,13
119,interviews,0,13
120,locked,0,13
121,inside,0,13
122,next,0,13
123,to,0,13
124,the,0,13
125,seven,0,13
126,perfect,0,13
127,diamonds,0,14
128,.,0,14
129,Flawless,0,15
130,.,0,15
131,Reporter,0,16
132,:,0,16
133,Just,0,17
134,simply,0,17
135,touching,0,17
136,it,0,17
137,.,0,17
138,203,0,18
139,carats,0,18
140,",",0,18
141,40,0,18
142,grams,0,18
143,.,0,18
144,It,0,19
145,'s,0,19
146,got,0,19
147,a,0,19
148,good,0,19
149,heft,0,19
150,to,0,19
151,it,0,19
152,.,0,19
153,Reporter,0,20
154,:,0,20
155,A,0,21
156,hefty,0,21
157,diamond,0,21
158,that,0,21
159,thieves,0,21
160,took,0,21
161,a,0,21
162,stab,0,21
163,at,0,21
164,in,0,21
165,London,0,22
166,in,0,22
167,2000,0,22
168,using,0,22
169,a,0,22
170,bulldozier,0,22
171,",",0,22
172,sledgehammer,0,22
173,and,0,22
174,nail,0,22
175,guns,0,22
176,.,0,22
177,Police,0,23
178,tipped,0,23
179,off,0,23
180,the,0,23
181,raiding,0,23
182,.,0,23
183,They,0,24
184,would,0,24
185,have,0,24
186,committed,0,24
187,the,0,24
188,largest,0,24
189,robbery,0,24
190,ever,0,24
191,to,0,24
192,take,0,24
193,place,0,25
194,ever,0,25
195,in,0,25
196,the,0,25
197,world,0,25
198,.,0,25
199,Reporter,0,26
200,:,0,26
201,The,0,27
202,jewels,0,27
203,include,0,27
204,the,0,27
205,finest,0,27
206,colored,0,27
207,diamonds,0,27
208,present,0,27
209,in,0,27
210,the,0,27
211,world,0,28
212,.,0,28
213,Colors,0,29
214,created,0,29
215,when,0,29
216,impurities,0,29
217,replaced,0,29
218,the,0,29
219,carbon,0,29
220,.,0,29
221,This,0,30
222,beautiful,0,30
223,yellow,0,30
224,gets,0,30
225,its,0,30
226,color,0,30
227,from,0,30
228,nitrogen,0,30
229,impurities,0,30
230,.,0,30
231,The,0,31
232,blue,0,31
233,color,0,31
234,comes,0,31
235,from,0,31
236,boron,0,31
237,.,0,31
238,Reporter,0,32
239,:,0,32
240,The,0,33
241,59.6,0,33
242,carat,0,33
243,pink,0,33
244,diamond,0,33
245,just,0,33
246,unveiled,0,33
247,in,0,33
248,Monaco,0,33
249,is,0,33
250,on,0,34
251,display,0,34
252,for,0,34
253,the,0,34
254,first,0,34
255,time,0,34
256,",",0,34
257,its,0,34
258,owners,0,34
259,confident,0,34
260,it,0,34
261,is,0,34
262,secure,0,34
263,.,0,34
264,This,0,35
265,exhibit,0,35
266,is,0,35
267,every,0,35
268,jewel,0,35
269,thief,0,35
270,'s,0,35
271,dream,0,35
272,.,0,35
273,They,0,36
274,'re,0,36
275,Mt.,0,36
276,Everest,0,36
277,to,0,36
278,conquer,0,36
279,.,0,36
280,Is,0,37
281,n't,0,37
282,that,0,37
283,a,0,37
284,frightening,0,37
285,prospect,0,37
286,?,0,37
287,It,0,38
288,'s,0,38
289,a,0,38
290,very,0,38
291,frightening,0,38
292,prospect,0,38
293,.,0,38
294,It,0,39
295,is,0,39
296,a,0,39
297,nightmare,0,39
298,.,0,39
299,That,0,40
300,will,0,40
301,never,0,40
302,take,0,40
303,place,0,40
304,.,0,40
305,Reporter,0,41
306,:,0,41
307,Assured,0,42
308,because,0,42
309,the,0,42
310,collection,0,42
311,will,0,42
