,token,ent,sent
0,Detrex,ENTITY,0
1,Corp.,ENTITY,0
2,said,0,0
3,a,0,0
4,reserve,0,0
5,it,ENTITY,0
6,is,0,0
7,establishing,0,0
8,to,0,0
9,cover,0,0
10,expected,0,1
11,pollution,0,1
12,cleanup,0,1
13,costs,0,1
14,at,0,1
15,an,0,1
16,Ohio,0,1
17,plant,0,1
18,reduced,0,1
19,its,ENTITY,1
20,third,0,1
21,-,0,1
22,quarter,0,1
23,net,0,1
24,income,0,1
25,by,0,1
26,$,0,1
27,1.9,0,1
28,million,0,1
29,.,0,1
30,Detrex,ENTITY,2
31,",",ENTITY,2
32,which,ENTITY,2
33,has,0,2
34,annual,0,2
35,sales,0,2
36,of,0,2
37,about,0,2
38,$,0,2
39,100,0,2
40,million,0,3
41,",",0,3
42,declined,0,3
43,to,0,3
44,say,0,3
45,if,0,3
46,it,ENTITY,3
47,would,0,3
48,post,0,3
49,a,0,3
50,loss,0,3
51,in,0,3
52,the,0,3
53,third,0,3
54,quarter,0,3
55,.,0,3
56,The,ENTITY,4
57,Southfield,0,4
58,",",0,4
59,Mich.,0,4
60,-,0,4
61,based,0,4
62,company,0,4
63,earned,0,4
64,$,0,4
65,"774,000",0,4
66,in,0,5
67,the,0,5
68,quarter,0,5
69,last,0,5
70,year,0,5
71,.,0,5
72,Detrex,ENTITY,6
73,is,0,6
74,setting,0,6
75,aside,0,6
76,$,0,6
77,3.1,0,6
78,million,0,6
79,for,0,6
80,the,0,6
81,cleanup,0,6
82,",",0,7
83,but,0,7
84,said,0,7
85,the,0,7
86,reserve,0,7
87,reduced,0,7
88,its,ENTITY,7
89,quarterly,0,7
90,income,0,7
91,by,0,7
92,only,0,7
93,$,0,7
94,1.9,0,7
95,million,0,7
96,because,0,7
97,of,0,7
98,tax,0,7
99,considerations,0,7
100,.,0,7
101,In,0,8
102,addition,0,8
103,",",0,8
104,the,ENTITY,8
105,manufacturer,ENTITY,8
106,said,0,8
107,it,ENTITY,8
108,signed,0,8
109,a,0,8
110,consent,0,8
111,decree,0,9
112,with,0,9
113,Ohio,0,9
114,to,0,9
115,build,0,9
116,a,0,9
117,$,0,9
118,1.4,0,9
119,million,0,9
120,pollution,0,9
121,-,0,9
122,control,0,9
123,facility,0,9
124,at,0,9
125,the,0,9
126,Ashtabula,0,9
127,chemical,0,9
128,manufacturing,0,9
129,plant,0,9
130,by,0,9
131,Aug.,0,9
132,1,0,9
133,",",0,9
134,1990,0,9
135,.,0,9
136,Detrex,ENTITY,10
137,said,0,10
138,it,ENTITY,10
139,is,0,10
140,one,0,10
141,of,0,10
142,at,0,10
143,least,0,10
144,17,0,10
145,companies,0,10
146,notified,0,11
147,by,0,11
148,the,0,11
149,Environmental,0,11
150,Protection,0,11
151,Agency,0,11
152,that,0,11
153,they,0,11
154,may,0,11
155,be,0,11
156,potentially,0,11
157,responsible,0,11
158,for,0,11
159,cleaning,0,11
160,up,0,11
161,the,0,11
162,Fields,0,11
163,Brook,0,11
164,watershed,0,11
165,near,0,11
166,Detrex,0,11
167,'s,0,11
168,Ashtabula,0,11
169,plant,0,11
170,at,0,11
171,a,0,11
172,total,0,11
173,cost,0,11
174,the,0,11
175,EPA,0,11
176,estimates,0,11
177,at,0,11
178,$,0,11
179,48,0,11
180,million,0,11
181,--,0,11
182,a,0,11
183,figure,0,11
184,Detrex,ENTITY,11
185,said,0,11
186,the,0,11
187,companies,0,11
188,dispute,0,11
189,.,0,11
