,token,ent,sent
0,Bringing,0,0
1,you,0,0
2,up,0,0
3,to,0,0
4,date,0,0
5,on,0,0
6,a,0,0
7,breaking,0,0
8,story,0,0
9,out,0,0
10,of,0,1
11,the,0,1
12,Middle,0,1
13,East,0,1
14,.,0,1
15,In,0,2
16,Gaza,ENTITY,2
17,",",0,2
18,a,0,2
19,pair,0,2
20,of,0,2
21,Israeli,0,2
22,gun,0,2
23,ship,0,2
24,attack,0,2
25,",",0,3
26,aerial,0,3
27,attacks,0,3
28,that,0,3
29,have,0,3
30,threatened,0,3
31,to,0,3
32,derail,0,3
33,the,0,3
34,road,0,3
35,map,0,3
36,to,0,3
37,peace,0,3
38,",",0,3
39,as,0,3
40,it,0,3
41,is,0,3
42,called,0,3
43,.,0,3
44,In,0,4
45,the,0,4
46,first,0,4
47,attack,0,4
48,",",0,4
49,a,0,4
50,car,0,4
51,carrying,0,4
52,Rantissi,0,4
53,",",0,4
54,a,0,5
55,senior,0,5
56,member,0,5
57,of,0,5
58,the,0,5
59,Hamas,0,5
60,group,0,5
61,",",0,5
62,a,0,5
63,militant,0,5
64,organization,0,5
65,",",0,5
66,was,0,5
67,targeted,0,5
68,.,0,5
69,He,0,6
70,survived,0,6
71,",",0,6
72,with,0,6
73,wound,0,6
74,",",0,6
75,but,0,6
76,two,0,6
77,people,0,6
78,were,0,6
79,killed,0,7
80,.,0,7
81,27,0,8
82,others,0,8
83,were,0,8
84,injured,0,8
85,in,0,8
86,that,0,8
87,attack,0,8
88,.,0,8
89,The,0,9
90,second,0,9
91,attack,0,9
92,occurred,0,9
93,after,0,9
94,some,0,9
95,rocket,0,9
96,firings,0,9
97,aimed,0,9
98,",",0,9
99,apparently,0,10
100,",",0,10
101,toward,0,10
102,the,0,10
103,Israelis,0,10
104,",",0,10
105,apparently,0,10
106,in,0,10
107,retaliation,0,10
108,.,0,10
109,We,0,11
110,'re,0,11
111,checking,0,11
112,our,0,11
113,facts,0,11
114,on,0,11
115,that,0,11
116,one,0,11
117,.,0,11
118,That,0,12
119,is,0,12
120,just,0,12
121,unfolding,0,12
122,.,0,12
123,The,0,13
124,White,0,13
125,House,0,13
126,saying,0,13
127,",",0,13
128,and,0,13
129,the,0,13
130,President,0,13
131,directly,0,13
132,quoted,0,13
133,as,0,14
134,saying,0,14
135,",",0,14
136,he,0,14
137,was,0,14
138,deeply,0,14
139,troubled,0,14
140,by,0,14
141,that,0,14
142,initial,0,14
143,attack,0,14
144,.,0,14
145,Still,0,15
146,no,0,15
147,reaction,0,15
148,to,0,15
149,the,0,15
150,second,0,15
151,attack,0,15
152,.,0,15
153,The,0,16
154,details,0,16
155,on,0,16
156,that,0,16
157,still,0,16
158,inconclusive,0,16
159,.,0,16
160,The,0,17
161,President,0,17
162,",",0,17
163,quoted,0,17
164,by,0,17
165,Ari,0,17
166,Fleischer,0,17
167,",",0,17
168,his,0,17
169,spokesman,0,17
170,",",0,18
171,is,0,18
172,saying,0,18
173,he,0,18
174,'s,0,18
175,concerned,0,18
176,the,0,18
177,strike,0,18
178,will,0,18
179,undermine,0,18
180,efforts,0,18
181,by,0,18
182,Palestinian,0,18
183,authorities,0,18
184,to,0,18
185,bring,0,18
186,an,0,18
187,end,0,18
188,to,0,18
189,terrorist,0,18
190,attacks,0,18
191,and,0,18
192,does,0,18
193,not,0,18
194,contribute,0,18
195,to,0,18
196,the,0,18
197,security,0,18
198,of,0,18
199,Israel,0,18
200,.,0,18
201,Clearly,0,19
202,some,0,19
203,frustration,0,19
204,with,0,19
205,the,0,19
206,Sharon,0,19
207,government,0,19
208,in,0,19
209,Israel,0,19
210,in,0,19
211,the,0,20
212,wake,0,20
213,of,0,20
214,these,0,20
215,attacks,0,20
216,in,0,20
217,Gaza,ENTITY,20
218,.,0,20
