,token,ent,sent
0,Xinhua,0,0
1,News,0,0
2,Agency,0,0
3,",",0,0
4,Bonn,0,0
5,",",0,0
6,August,0,0
7,31st,0,0
8,",",0,0
9,by,0,0
10,reporter,0,1
11,Zhongfa,0,1
12,Li,0,1
13,The,ENTITY,2
14,spokesman,ENTITY,2
15,for,0,2
16,the,0,2
17,German,0,2
18,government,0,2
19,Fughr,0,2
20,expressed,0,2
21,on,0,2
22,the,0,2
23,31st,0,3
24,that,0,3
25,",",0,3
26,Germany,0,3
27,and,0,3
28,Russia,0,3
29,are,0,3
30,prepared,0,3
31,to,0,3
32,strengthen,0,3
33,international,0,3
34,anti-smuggling,0,3
35,activities,0,3
36,of,0,3
37,nuclear,0,3
38,material,0,3
39,",",0,3
40,and,0,3
41,also,0,3
42,proposed,0,3
43,to,0,3
44,strengthen,0,3
45,communication,0,3
46,of,0,3
47,information,0,3
48,in,0,3
49,this,0,3
50,area,0,3
51,by,0,3
52,intelligence,0,3
53,departments,0,3
54,from,0,3
55,both,0,3
56,countries,0,3
57,.,0,3
58,Fughr,ENTITY,4
59,said,0,4
60,",",0,4
61,German,0,4
62,Chancellor,0,4
63,Kohl,0,4
64,and,0,4
65,Russian,0,4
66,President,0,4
67,Yeltsin,0,4
68,hoped,0,5
69,"""",0,5
70,to,0,5
71,smoothly,0,5
72,investigate,0,5
73,the,0,5
74,smuggling,0,5
75,of,0,5
76,nuclear,0,5
77,materials,0,5
78,that,0,5
79,have,0,5
80,already,0,5
81,been,0,5
82,discovered,0,5
83,",",0,5
84,and,0,5
85,stop,0,5
86,new,0,5
87,smuggling,0,5
88,activities,0,5
89,of,0,5
90,nuclear,0,5
91,materials,0,5
92,in,0,5
93,time,0,5
94,"""",0,5
95,.,0,5
96,Kohl,0,6
97,and,0,6
98,Yeltsin,0,6
99,also,0,6
100,discussed,0,6
101,the,0,6
102,issue,0,6
103,of,0,6
104,Bosnia,0,6
105,-,0,6
106,Herzegovina,0,7
107,after,0,7
108,attending,0,7
109,the,0,7
110,ceremony,0,7
111,for,0,7
112,the,0,7
113,withdrawal,0,7
114,of,0,7
115,the,0,7
116,last,0,7
117,group,0,7
118,of,0,7
119,Russian,0,7
120,troops,0,7
121,from,0,7
122,Germany,0,7
123,.,0,7
124,Both,0,8
125,sides,0,8
126,expressed,0,8
127,hopes,0,8
128,to,0,8
129,"""",0,8
130,peacefully,0,8
131,resolve,0,8
132,the,0,8
133,Bosnia,0,8
134,-,0,9
135,Herzegovina,0,9
136,issue,0,9
137,"""",0,9
138,on,0,9
139,the,0,9
140,basis,0,9
141,of,0,9
142,a,0,9
143,peace,0,9
144,plan,0,9
145,.,0,9
146,Both,0,10
147,sides,0,10
148,also,0,10
149,plan,0,10
150,to,0,10
151,further,0,10
152,strengthen,0,10
153,co-operation,0,10
154,between,0,10
155,both,0,10
156,countries,0,11
157,in,0,11
158,policy,0,11
159,areas,0,11
160,of,0,11
161,foreign,0,11
162,affairs,0,11
163,and,0,11
164,security,0,11
165,",",0,11
166,and,0,11
167,strengthen,0,11
168,joint,0,11
169,military,0,11
170,exercises,0,11
171,between,0,11
172,the,0,11
173,two,0,11
174,countries,0,11
175,within,0,11
176,the,0,11
177,scope,0,11
178,of,0,11
179,co-operation,0,11
180,between,0,11
181,Russia,0,11
182,and,0,11
183,NATO,0,11
184,.,0,11
185,-LRB-,0,12
186,End,0,12
187,-RRB-,0,12
