,token,ent,sent
0,Colombian,ENTITY,0
1,President,ENTITY,0
2,Andres,0,0
3,Pastrana,0,0
4,says,0,0
5,the,0,0
6,peace,0,0
7,process,0,0
8,with,0,0
9,the,0,0
10,country,0,1
11,'s,0,1
12,largest,0,1
13,Marxist,0,1
14,rebel,0,1
15,group,0,1
16,will,0,1
17,be,0,1
18,in,0,1
19,danger,0,1
20,if,0,1
21,it,0,1
22,is,0,1
23,found,0,1
24,responsible,0,1
25,for,0,1
26,Friday,0,1
27,'s,0,1
28,killing,0,1
29,of,0,1
30,an,0,1
31,opposition,0,1
32,lawmaker,0,1
33,.,0,1
34,President,ENTITY,2
35,Pestrana,ENTITY,2
36,said,0,2
37,Saturday,0,2
38,there,0,2
39,is,0,2
40,what,0,2
41,he,ENTITY,2
42,calls,0,2
43,serious,0,2
44,evidence,0,3
45,the,0,3
46,revolutionary,0,3
47,armed,0,3
48,forces,0,3
49,of,0,3
50,Colombia,0,3
51,shot,0,3
52,and,0,3
53,killed,0,3
54,Congressman,0,3
55,Diego,0,3
56,Turbai,0,3
57,.,0,3
