,token,ent,sent
0,This,0,0
1,was,0,0
2,the,0,0
3,week,0,0
4,that,0,0
5,the,0,0
6,bottom,0,0
7,halves,0,0
8,of,0,0
9,the,0,0
10,Democrat,0,1
11,and,0,1
12,Republican,0,1
13,tickets,0,1
14,moved,0,1
15,into,0,1
16,the,0,1
17,spotlight,0,1
18,.,0,1
19,NBC,0,2
20,'s,0,2
21,Anne,0,2
22,Thompson,0,2
23,has,0,2
24,been,0,2
25,tracking,0,2
26,them,0,2
27,both,0,2
28,.,0,2
29,The,0,3
30,running,0,3
31,mates,0,3
32,--,0,3
33,Dick,ENTITY,3
34,Cheney,ENTITY,3
35,and,0,3
36,Joe,0,3
37,Lieberman,0,3
38,",",0,3
39,running,0,4
40,hard,0,4
41,as,0,4
42,the,0,4
43,race,0,4
44,for,0,4
45,President,0,4
46,enters,0,4
47,its,0,4
48,final,0,4
49,month,0,4
50,.,0,4
51,Some,0,5
52,are,0,5
53,declaring,0,5
54,a,0,5
55,winner,0,5
56,in,0,5
57,the,0,5
58,choice,0,5
59,for,0,5
60,Vice,0,5
61,President,0,6
62,.,0,6
63,It,0,7
64,'s,0,7
65,Joe,0,7
66,Lieberman,0,7
67,because,0,7
68,he,0,7
69,game,0,7
70,umph,0,7
71,to,0,7
72,the,0,7
73,Democratic,0,8
74,ticket,0,8
75,.,0,8
76,He,0,9
77,helped,0,9
78,change,0,9
79,the,0,9
80,public,0,9
81,'s,0,9
82,perception,0,9
83,of,0,9
84,Al,0,9
85,Gore,0,9
86,.,0,10
87,The,0,11
88,man,0,11
89,once,0,11
90,thought,0,11
91,a,0,11
92,risky,0,11
93,pick,0,11
94,",",0,11
95,first,0,11
96,Jewish,0,11
97,candidate,0,12
98,on,0,12
99,a,0,12
100,national,0,12
101,ticket,0,12
102,",",0,12
103,now,0,12
104,a,0,12
105,political,0,12
106,star,0,12
107,.,0,12
108,GORE,0,13
109,/,0,13
110,LIEBERMAN,0,13
111,",",0,13
112,no,0,13
113,bull,0,13
114,",",0,13
115,no,0,13
116,pork,0,13
117,.,0,13
118,Laughter,0,14
119,.,0,14
120,Humanizing,0,15
121,the,0,15
122,sometimes,0,15
123,robotic,0,15
124,Gore,0,15
125,.,0,15
126,When,0,16
127,Al,0,16
128,and,0,16
129,Hadassah,0,16
130,and,0,16
131,Tipper,0,16
132,and,0,16
133,I,0,16
134,are,0,16
135,together,0,16
136,",",0,17
137,we,0,17
138,call,0,17
139,this,0,17
140,double,0,17
141,dating,0,17
142,.,0,17
143,Using,0,18
144,an,0,18
145,informal,0,18
146,style,0,18
147,to,0,18
148,draw,0,18
149,voters,0,18
150,in,0,18
151,",",0,18
152,even,0,18
153,when,0,19
154,on,0,19
155,the,0,19
156,attack,0,19
157,.,0,19
158,Does,0,20
159,Governor,0,20
160,Bush,0,20
161,now,0,20
162,want,0,20
163,to,0,20
164,do,0,20
165,for,0,20
166,America,0,20
167,'s,0,20
168,environment,0,21
169,what,0,21
170,he,0,21
171,has,0,21
172,done,0,21
173,here,0,21
174,in,0,21
175,Texas,0,21
176,?,0,21
177,I,0,22
178,hope,0,22
179,not,0,22
180,.,0,22
181,Cheney,ENTITY,23
182,could,0,23
183,not,0,23
184,be,0,23
185,more,0,23
186,different,0,23
187,.,0,23
188,The,ENTITY,24
189,former,ENTITY,24
190,cabinet,0,24
191,member,0,24
192,and,0,24
193,oil,0,24
194,industry,0,24
195,executive,0,24
196,so,0,24
197,formal,0,24
198,and,0,25
199,business,0,25
200,-,0,25
201,like,0,25
202,on,0,25
203,the,0,25
204,campaign,0,25
205,trail,0,25
206,",",0,25
207,critics,0,25
208,complain,0,25
209,some,0,25
210,appearances,0,25
211,have,0,25
212,all,0,25
213,the,0,25
214,excitement,0,25
215,of,0,25
216,a,0,25
217,Defense,0,25
218,Department,0,25
219,briefing,0,25
220,.,0,25
221,Bill,0,26
222,Clinton,0,26
223,and,0,26
224,Al,0,26
225,Gore,0,26
226,have,0,26
227,had,0,26
228,every,0,26
229,chance,0,26
230,and,0,26
231,every,0,27
232,reason,0,27
233,to,0,27
234,improve,0,27
235,our,0,27
236,schools,0,27
237,",",0,27
238,to,0,27
239,raise,0,27
240,taxes,0,27
241,",",0,27
242,to,0,27
243,save,0,27
244,Social,0,27
245,Security,0,27
246,",",0,27
247,but,0,27
248,they,0,27
249,have,0,27
250,n't,0,27
251,even,0,27
252,tried,0,27
253,.,0,27
254,The,ENTITY,28
255,so,0,28
256,-,0,28
257,called,0,28
258,safe,0,28
259,pick,0,28
260,quickly,0,28
261,became,0,28
262,the,0,28
263,controversial,0,28
264,one,0,29
265,.,0,29
266,News,0,30
267,reports,0,30
268,about,0,30
269,failing,0,30
270,to,0,30
271,vote,0,30
272,in,0,30
273,some,0,30
274,elections,0,30
275,and,0,30
276,moving,0,31
277,slowly,0,31
278,to,0,31
279,answer,0,31
280,questions,0,31
281,about,0,31
282,his,ENTITY,31
283,multi-million,0,31
284,dollar,0,31
285,CEO,0,31
286,retirement,0,31
287,package,0,31
288,",",0,31
289,reasons,0,31
290,why,0,31
291,some,0,31
292,analysts,0,31
293,consider,0,31
294,him,ENTITY,31
295,to,0,31
296,be,0,31
297,a,0,31
298,flop,0,31
299,.,0,31
300,That,0,32
301,'s,0,32
302,until,0,32
303,Thursday,0,32
304,night,0,32
305,'s,0,32
306,debate,0,32
307,.,0,32
308,I,0,33
309,think,0,33
310,by,0,33
311,any,0,33
312,standard,0,33
313,",",0,33
314,his,ENTITY,33
315,debate,0,33
316,performance,0,33
317,was,0,33
318,very,0,34
319,",",0,34
320,very,0,34
321,good,0,34
322,",",0,34
323,and,0,34
324,I,0,34
325,put,0,34
326,him,ENTITY,34
327,back,0,34
328,in,0,34
329,the,0,34
330,asset,0,34
331,column,0,34
332,now,0,34
333,.,0,34
334,Conventional,0,35
335,wisdom,0,35
336,is,0,35
337,running,0,35
338,mates,0,35
339,do,0,35
340,n't,0,35
341,make,0,35
342,a,0,35
343,difference,0,35
344,.,0,36
345,In,0,37
346,a,0,37
347,race,0,37
348,this,0,37
349,close,0,37
350,",",0,37
351,could,0,37
352,Cheney,ENTITY,37
353,or,0,37
