,token,ent,sent
0,How,0,0
1,to,0,0
2,Help,0,0
3,Very,0,1
4,few,0,1
5,organizations,0,1
6,are,0,1
7,working,0,1
8,on,0,1
9,getting,0,1
10,aid,0,1
11,to,0,1
12,Iraqi,0,1
13,refugees,0,2
14,",",0,2
15,and,0,2
16,of,0,2
17,those,0,2
18,that,0,2
19,are,0,2
20,",",0,2
21,many,0,2
22,are,0,2
23,too,0,2
24,small,0,2
25,or,0,2
26,too,0,2
27,beleaguered,0,2
28,to,0,2
29,accept,0,2
30,individual,0,2
31,donations,0,2
32,;,0,2
33,the,0,3
34,Iraqi,0,3
35,Red,0,3
36,Crescent,0,3
37,",",0,3
38,for,0,3
39,example,0,3
40,",",0,3
41,has,0,3
42,suffered,0,3
43,bombings,0,4
44,and,0,4
45,mass,0,4
46,kidnappings,0,4
47,",",0,4
48,yet,0,4
49,its,0,4
50,volunteers,0,4
51,continue,0,4
52,to,0,4
53,deliver,0,4
54,aid,0,4
55,to,0,4
56,displaced,0,4
57,families,0,4
58,inside,0,4
59,Iraq,0,4
60,.,0,4
61,One,0,5
62,of,0,5
63,the,0,5
64,larger,0,5
65,relief,0,5
66,organizations,0,5
67,working,0,5
68,with,0,5
69,the,0,5
70,refugees,0,5
71,is,0,6
72,the,ENTITY,6
73,Catholic,ENTITY,6
74,group,ENTITY,6
75,Caritas,0,6
76,",",0,6
77,whose,0,6
78,caseworkers,0,6
79,I,0,6
80,shadowed,0,6
81,while,0,6
82,in,0,6
83,Amman,0,6
84,.,0,6
85,Bucking,0,7
86,the,0,7
87,image,0,7
88,of,0,7
89,the,0,7
90,Land,0,7
91,Rover,0,7
92,-,0,7
93,driving,0,7
94,aid,0,7
95,worker,0,8
96,",",0,8
97,they,0,8
98,made,0,8
99,their,0,8
100,rounds,0,8
101,in,0,8
102,an,0,8
103,aging,0,8
104,gray,0,8
105,Honda,0,8
106,",",0,8
107,its,0,8
108,roof,0,8
109,eaten,0,8
110,through,0,8
111,by,0,8
112,rust,0,8
113,.,0,8
114,They,0,9
115,visited,0,9
116,Iraqi,0,9
117,doctors,0,9
118,",",0,9
119,engineers,0,9
120,",",0,9
121,and,0,9
122,executives,0,9
123,desperate,0,9
124,for,0,10
125,food,0,10
126,",",0,10
127,heat,0,10
128,",",0,10
129,or,0,10
130,blankets,0,10
131,to,0,10
132,fend,0,10
133,off,0,10
134,the,0,10
135,desert,0,10
136,winter,0,10
137,;,0,10
138,one,0,11
139,family,0,11
140,told,0,11
141,the,0,11
142,crew,0,11
143,they,0,11
144,had,0,11
145,just,0,11
146,sold,0,11
147,their,0,11
148,stove,0,12
149,to,0,12
150,buy,0,12
151,food,0,12
152,.,0,12
153,Caritas,ENTITY,13
154,helps,0,13
155,a,0,13
156,few,0,13
157,thousand,0,13
158,families,0,13
159,a,0,13
160,year,0,13
161,",",0,13
162,but,0,14
163,the,0,14
164,demand,0,14
165,far,0,14
166,outstrips,0,14
167,the,0,14
168,money,0,14
169,available,0,14
170,to,0,14
171,us,ENTITY,14
172,",",0,15
173,says,0,15
174,Magy,0,15
175,Mahrous,0,15
176,",",0,15
177,who,0,15
178,oversees,0,15
179,the,0,15
180,project,0,15
181,.,0,15
182,You,0,16
183,can,0,16
184,make,0,16
185,a,0,16
186,contribution,0,16
187,at,0,16
188,:,0,16
189,International,0,16
190,Catholic,0,16
191,Migration,0,16
192,Commission,0,17
193,Citibank,0,17
194,USA,0,17
195,153,0,17
196,East,0,17
197,53rd,0,17
198,Street,0,17
199,",",0,17
200,16th,0,17
201,floor,0,17
202,New,0,17
203,York,0,17
204,",",0,17
205,NY,0,17
206,10043,0,17
207,Account,0,17
208,#,0,17
209,10100491,0,17
210,",",0,17
211,ABA,0,17
212,#,0,17
213,21000089,0,17
214,",",0,17
215,Swift,0,17
216,Code,0,17
217,CITIUS33,0,17
218,To,0,18
219,ensure,0,18
220,that,0,18
221,the,0,18
222,money,0,18
223,reaches,0,18
224,the,0,18
225,Iraqi,0,18
226,program,0,18
227,",",0,18
228,write,0,19
229,Iraq,0,19
230,-,0,19
231,icmc,0,19
232,on,0,19
233,your,0,19
234,check,0,19
235,.,0,19
