,token,ent,sent
0,We,0,0
1,'ll,0,0
2,continue,0,0
3,to,0,0
4,watch,0,0
5,this,0,0
6,drama,0,0
7,unfold,0,0
8,off,0,0
9,Key,0,0
10,Largo,0,1
11,in,0,1
12,Florida,0,1
13,.,0,1
14,Let,0,2
15,'s,0,2
16,move,0,2
17,on,0,2
18,to,0,2
19,another,0,2
20,important,0,2
21,story,0,2
22,.,0,2
23,It,0,3
24,'s,0,3
25,happened,0,3
26,",",0,3
27,of,0,3
28,course,0,3
29,",",0,3
30,several,0,3
31,times,0,3
32,during,0,3
33,the,0,4
34,war,0,4
35,in,0,4
36,Iraq,0,4
37,",",0,4
38,journalists,0,4
39,caught,0,4
40,in,0,4
41,the,0,4
42,line,0,4
43,of,0,4
44,fire,0,4
45,and,0,4
46,killed,0,4
47,.,0,4
48,Israeli,0,5
49,troops,0,5
50,are,0,5
51,facing,0,5
52,a,0,5
53,similar,0,5
54,situation,0,5
55,with,0,5
56,two,0,5
57,journalists,0,5
58,killed,0,6
59,in,0,6
60,just,0,6
61,the,0,6
62,past,0,6
63,two,0,6
64,weeks,0,6
65,.,0,6
66,Here,0,7
67,'s,0,7
68,CNN,0,7
69,'s,0,7
70,Cly,0,7
71,Wallace,0,7
72,.,0,7
73,Reporter,0,8
74,:,0,8
75,Friday,0,9
76,night,0,9
77,in,0,9
78,the,0,9
79,Gaza,0,9
80,Strip,0,9
81,and,0,9
82,a,ENTITY,9
83,journalist,ENTITY,9
84,is,0,9
85,about,0,10
86,to,0,10
87,lose,0,10
88,his,ENTITY,10
89,life,0,10
90,.,0,10
91,Shortly,0,11
92,after,0,11
93,several,0,11
94,shots,0,11
95,are,0,11
96,heard,0,11
97,an,0,11
98,Israeli,0,11
99,bulldozer,0,11
100,can,0,11
101,be,0,12
102,seen,0,12
103,uncovering,0,12
104,the,0,12
105,Israelis,0,12
106,say,0,12
107,",",0,12
108,a,0,12
109,tunnel,0,12
110,used,0,12
111,to,0,12
112,smuggle,0,12
113,weapons,0,12
114,.,0,12
115,Moments,0,13
116,later,0,13
117,",",0,13
118,three,0,13
119,journalists,0,13
120,who,0,13
121,were,0,13
122,covering,0,13
123,that,0,13
124,Israeli,0,13
125,action,0,14
126,appear,0,14
127,",",0,14
128,one,0,14
129,with,0,14
130,TV,0,14
131,labeled,0,14
132,on,0,14
133,the,0,14
134,back,0,14
135,of,0,14
136,a,0,14
137,bullet,0,14
138,-,0,14
139,proof,0,14
140,vest,0,14
141,",",0,14
142,another,0,14
143,carrying,0,14
144,a,0,14
145,white,0,14
146,flag,0,14
147,.,0,14
148,Judging,0,15
149,from,0,15
150,the,0,15
151,videotape,0,15
152,",",0,15
153,they,0,15
154,appear,0,15
155,difficult,0,15
156,to,0,15
157,see,0,15
158,in,0,16
159,the,0,16
160,darkness,0,16
161,",",0,16
162,and,0,16
163,difficult,0,16
164,to,0,16
165,hear,0,16
166,.,0,16
167,After,0,17
168,the,0,17
169,journalists,0,17
170,shout,0,17
171,",",0,17
172,another,0,17
173,gunshot,0,17
174,.,0,17
175,Moments,0,18
176,later,0,18
177,",",0,18
178,another,0,18
179,shot,0,18
180,and,0,18
181,the,0,18
182,sound,0,18
183,of,0,18
184,someone,0,18
185,in,0,19
186,pain,0,19
187,.,0,19
188,34,ENTITY,20
189,-,ENTITY,20
190,year,ENTITY,20
191,-,0,20
192,old,0,20
193,British,0,20
194,journalist,0,20
195,James,0,20
196,Miller,0,20
197,died,0,20
198,on,0,21
199,the,0,21
200,scene,0,21
201,after,0,21
202,Israeli,0,21
203,soldiers,0,21
204,came,0,21
205,to,0,21
206,his,ENTITY,21
207,aid,0,21
208,",",0,21
209,the,0,21
210,Israeli,0,21
211,defense,0,21
212,sources,0,21
213,says,0,21
214,.,0,21
215,He,ENTITY,22
216,is,0,22
217,best,0,22
218,known,0,22
219,for,0,22
220,his,ENTITY,22
221,work,0,22
222,on,0,22
223,two,0,22
224,award,0,22
225,-,0,23
226,winning,0,23
227,documentaries,0,23
228,which,0,23
229,appeared,0,23
230,on,0,23
231,CNN,0,23
232,exposing,0,23
233,the,0,23
234,world,0,23
235,to,0,23
236,the,0,23
237,Taliban,0,23
238,rule,0,23
239,in,0,23
240,Afghanistan,0,23
241,.,0,23
242,Now,0,24
243,the,0,24
244,Foreign,0,24
245,Press,0,24
246,Association,0,24
247,in,0,24
248,Israel,0,24
249,is,0,24
250,calling,0,24
251,for,0,24
252,an,0,25
253,independent,0,25
254,investigation,0,25
255,.,0,25
256,James,ENTITY,26
257,was,0,26
258,not,0,26
259,shooting,0,26
260,and,0,26
261,he,ENTITY,26
262,was,0,26
263,not,0,26
264,with,0,26
265,somebody,0,26
266,shooting,0,27
267,.,0,27
268,So,0,28
269,",",0,28
270,again,0,28
271,",",0,28
272,to,0,28
273,know,0,28
274,exactly,0,28
275,what,0,28
276,happened,0,28
277,we,0,28
278,need,0,29
279,a,0,29
280,full,0,29
281,-,0,29
282,fledged,0,29
283,inquiry,0,29
284,.,0,29
285,The,0,30
286,Israeli,0,30
287,government,0,30
288,said,0,30
289,its,0,30
290,forces,0,30
291,were,0,30
292,returning,0,30
293,fire,0,30
294,and,0,30
295,that,0,31
296,Miller,ENTITY,31
297,was,0,31
298,shot,0,31
299,in,0,31
300,the,0,31
301,back,0,31
302,",",0,31
303,suggesting,0,31
304,he,ENTITY,31
305,could,0,31
306,have,0,31
307,been,0,31
308,hit,0,31
309,by,0,31
310,Palestinian,0,31
311,gunmen,0,31
312,.,0,31
313,Those,0,32
314,close,0,32
315,to,0,32
316,Miller,ENTITY,32
317,believe,0,32
318,he,ENTITY,32
319,was,0,32
320,shot,0,32
321,by,0,32
322,an,0,32
323,armored,0,33
324,Israeli,0,33
325,personnel,0,33
326,carrier,0,33
327,.,0,33
328,We,0,34
329,know,0,34
330,the,0,34
331,Israelis,0,34
332,fired,0,34
333,.,0,34
334,Whether,0,35
335,or,0,35
336,not,0,35
337,he,ENTITY,35
338,was,0,35
339,shot,0,35
340,by,0,35
341,Israelis,0,35
342,',0,35
343,gunfire,0,35
344,",",0,36
345,we,0,36
346,are,0,36
347,not,0,36
348,certain,0,36
349,at,0,36
350,this,0,36
351,time,0,36
352,.,0,36
353,Miller,ENTITY,37
354,becomes,0,37
355,the,0,37
356,second,0,37
357,journalist,0,37
358,in,0,37
359,just,0,37
360,two,0,37
361,weeks,0,37
362,to,0,37
363,be,0,38
364,killed,0,38
365,covering,0,38
366,the,0,38
367,Israeli,0,38
368,-,0,38
369,Palestinian,0,38
370,conflict,0,38
371,",",0,38
372,with,0,38
373,Palestinian,0,38
374,cameramen,0,38
375,",",0,38
376,shot,0,38
377,and,0,38
378,killed,0,38
379,by,0,38
380,an,0,38
381,Israeli,0,38
382,soldier,0,38
383,on,0,38
384,the,0,38
385,West,0,38
386,Bank,0,38
387,in,0,38
388,mid-April,0,38
389,.,0,38
390,With,0,39
391,back,0,39
392,-,0,39
393,to,0,39
394,-,0,39
395,back,0,39
396,deaths,0,39
397,making,0,39
398,a,0,39
399,total,0,39
400,of,0,40
401,at,0,40
402,least,0,40
403,seven,0,40
404,journalists,0,40
405,killed,0,40
406,covering,0,40
407,the,0,40
408,conflict,0,40
409,in,0,40
410,the,0,40
411,past,0,40
412,two,0,40
413,and,0,40
414,a,0,40
415,half,0,40
416,years,0,40
417,.,0,40
418,This,0,41
419,is,0,41
420,very,0,41
421,worrying,0,41
422,and,0,41
423,I,0,41
424,believe,0,41
425,the,0,41
426,Israeli,0,41
427,Army,0,41
428,should,0,42
429,take,0,42
430,special,0,42
431,measures,0,42
432,to,0,42
433,prevent,0,42
434,this,0,42
435,.,0,42
436,The,0,43
437,message,0,43
438,from,0,43
439,the,0,43
440,Israeli,0,43
441,government,0,43
442,is,0,43
443,that,0,43
444,its,0,43
445,soldiers,0,43
446,are,0,44
447,not,0,44
448,targeting,0,44
449,journalists,0,44
450,",",0,44
451,but,0,44
452,that,0,44
453,journalists,0,44
454,who,0,44
455,travel,0,44
456,to,0,44
457,places,0,44
458,where,0,44
459,there,0,44
460,could,0,44
461,be,0,44
462,live,0,44
463,fire,0,44
464,exchange,0,44
465,between,0,44
466,Israeli,0,44
467,forces,0,44
468,and,0,44
469,Palestinian,0,44
470,gunmen,0,44
471,have,0,44
472,a,0,44
473,responsibility,0,44
474,to,0,44
475,take,0,44
476,greater,0,44
477,precautions,0,44
478,.,0,44
479,They,0,45
480,have,0,45
481,to,0,45
482,realize,0,45
483,that,0,45
484,this,0,45
485,is,0,45
486,not,0,45
487,a,0,45
488,game,0,45
489,going,0,46
490,on,0,46
491,there,0,46
492,.,0,46
493,It,0,47
494,'s,0,47
495,a,0,47
496,life,0,47
497,and,0,47
498,death,0,47
499,situation,0,47
500,.,0,47
501,Soldiers,0,48
502,are,0,48
503,basically,0,48
504,thinking,0,48
505,about,0,48
506,their,0,48
507,own,0,48
508,lives,0,48
509,at,0,48
510,that,0,48
511,moment,0,49
512,.,0,49
513,They,0,50
514,do,0,50
515,n't,0,50
516,have,0,50
517,time,0,50
518,to,0,50
519,hesitate,0,50
520,.,0,50
521,The,0,51
522,Israeli,0,51
523,spokesman,0,51
524,says,0,51
525,the,0,51
526,soldier,0,51
527,has,0,51
528,no,0,51
529,choice,0,51
530,",",0,51
531,but,0,52
532,to,0,52
533,be,0,52
534,there,0,52
535,.,0,52
536,Journalists,0,53
537,say,0,53
538,--,0,53
