,token,ent,sent
0,You,0,0
1,know,0,0
2,it,0,0
3,'s,0,0
4,hard,0,0
5,to,0,0
6,think,0,0
7,of,0,0
8,a,0,0
9,more,0,0
10,agonizing,0,1
11,decision,0,1
12,that,0,1
13,a,0,1
14,parent,0,1
15,could,0,1
16,face,0,1
17,choosing,0,1
18,whether,0,1
19,to,0,1
20,let,0,1
21,a,0,1
22,child,0,1
23,die,0,1
24,or,0,1
25,to,0,1
26,hold,0,1
27,out,0,1
28,hope,0,1
29,no,0,1
30,matter,0,1
31,what,0,1
32,the,0,1
33,doctors,0,1
34,and,0,1
35,all,0,1
36,the,0,1
37,other,0,1
38,experts,0,1
39,say,0,1
40,/.,0,1
41,Usually,0,2
42,these,0,2
43,horrible,0,2
44,decisions,0,2
45,are,0,2
46,made,0,2
47,in,0,2
48,private,0,2
49,/.,0,2
50,sometimes,0,3
51,unfortunately,0,3
52,they,0,3
53,divide,0,3
54,an,0,3
55,entire,0,3
56,country,0,3
57,/.,0,3
58,The,0,4
59,sad,0,4
60,case,0,4
61,of,0,4
62,Terri,ENTITY,4
63,Schiavo,0,4
64,not,0,4
65,only,0,4
66,tore,0,4
67,her,ENTITY,4
68,family,0,5
69,apart,0,5
70,/.,0,5
71,it,0,6
72,really,0,6
73,re-ignited,0,6
74,a,0,6
75,debate,0,6
76,as,0,6
77,thorny,0,6
78,as,0,6
79,it,0,6
80,is,0,6
81,heartbreaking,0,7
82,/.,0,7
83,The,0,8
84,case,0,8
85,of,0,8
86,Jansen,0,8
87,Jones,0,8
88,is,0,8
89,just,0,8
90,as,0,8
91,complicated,0,8
92,and,0,8
93,equally,0,9
94,heartbreaking,0,9
95,/.,0,9
96,CNN,0,10
97,'s,0,10
98,Rick,0,10
99,Sanchez,0,10
100,from,0,10
101,Bountiful,0,10
102,Utah,0,10
103,with,0,10
104,more,0,10
105,/.,0,10
106,Rick,0,11
107,/?,0,11
108,Yeah,0,12
109,thanks,0,12
110,so,0,12
111,much,0,12
112,Anderson,0,12
113,/.,0,12
114,This,0,13
115,is,0,13
116,the,0,13
117,new,0,13
118,facility,0,13
119,where,0,13
120,uh,0,13
121,Jansen,0,13
122,Jones,0,13
123,is,0,13
124,going,0,14
125,to,0,14
126,be,0,14
127,staying,0,14
128,from,0,14
129,now,0,14
130,on,0,14
131,/.,0,14
132,His,0,15
133,father,0,15
134,decided,0,15
135,that,0,15
136,he,0,15
137,should,0,15
138,be,0,15
139,here,0,15
140,/.,0,15
141,Uh,0,16
142,this,0,16
143,is,0,16
144,what,0,16
145,we,0,16
146,know,0,16
147,about,0,16
148,his,0,16
149,case,0,16
150,/.,0,16
151,He,0,17
152,was,0,17
153,probably,0,17
154,unable,0,17
155,to,0,17
156,breathe,0,17
157,accoding,0,17
158,to,0,17
159,his,0,17
160,parents,0,17
161,and,0,18
162,experts,0,18
163,who,0,18
164,have,0,18
165,talked,0,18
166,to,0,18
167,him,0,18
168,for,0,18
169,about,0,18
170,twenty,0,18
171,minutes,0,18
172,/.,0,18
173,Now,0,19
174,we,0,19
175,'ve,0,19
176,talked,0,19
177,to,0,19
178,medical,0,19
179,experts,0,19
180,about,0,19
181,this,0,19
182,situation,0,19
183,/.,0,20
184,and,0,21
185,they,0,21
186,tell,0,21
187,us,0,21
188,if,0,21
189,a,0,21
190,fifteen,0,21
191,year,0,21
192,old,0,21
193,goes,0,21
194,without,0,22
195,oxygen,0,22
196,for,0,22
197,fifteen,0,22
198,to,0,22
199,twenty,0,22
200,minutes,0,22
201,",",0,22
202,what,0,22
203,results,0,22
204,is,0,22
205,usually,0,22
206,severe,0,22
207,and,0,22
208,irreparable,0,22
209,brain,0,22
210,damage,0,22
211,/.,0,22
212,Here,0,23
213,now,0,23
214,is,0,23
215,Jansen,0,23
216,'s,0,23
217,story,0,23
218,/.,0,23
219,You,0,24
220,'re,0,24
221,not,0,24
222,supposed,0,24
223,to,0,24
224,have,0,24
225,a,0,24
226,heart,0,24
227,attack,0,24
228,when,0,24
229,you,0,25
230,'re,0,25
231,only,0,25
232,fifteen,0,25
233,years,0,25
234,old,0,25
235,/.,0,25
236,I,0,26
237,'ll,0,26
238,never,0,26
239,forget,0,26
240,the,0,26
241,morning,0,26
242,that,0,26
243,uh,0,26
244,I,0,26
245,got,0,26
246,the,0,27
247,news,0,27
248,/.,0,27
249,The,0,28
250,news,0,28
251,was,0,28
252,grim,0,28
253,/.,0,28
254,Margaret,0,29
255,'s,0,29
256,little,0,29
257,boy,0,29
258,with,0,29
259,the,0,29
260,likeable,0,29
261,smile,0,29
262,and,0,29
263,the,0,29
264,dimple,0,30
265,cheeks,0,30
266,had,0,30
267,experienced,0,30
268,full,0,30
269,cardiac,0,30
270,arrest,0,30
271,/.,0,30
272,What,0,31
273,'s,0,31
274,worse,0,31
275,it,0,31
276,happened,0,31
277,on,0,31
278,this,0,31
279,dark,0,31
280,street,0,31
281,corner,0,31
282,one,0,32
283,morning,0,32
284,while,0,32
285,riding,0,32
286,his,0,32
287,bike,0,32
288,to,0,32
289,school,0,32
290,/.,0,32
291,He,0,33
