,token,ent,sent
0,Standardizing,0,0
1,colors,0,0
2,Because,0,1
3,innovation,0,1
4,is,0,1
5,so,0,1
6,hard,0,1
7,to,0,1
8,achieve,0,1
9,",",0,1
10,the,0,1
11,highly,0,1
12,innovative,0,2
13,Sinocolor,0,2
14,Book,0,2
15,color,0,2
16,reference,0,2
17,system,0,2
18,",",0,2
19,which,0,2
20,was,0,2
21,launched,0,2
22,at,0,2
23,the,0,2
24,CTI,0,2
25,'s,0,2
26,40th,0,2
27,anniversary,0,2
28,celebration,0,2
29,",",0,2
30,has,0,2
31,been,0,2
32,greeted,0,2
33,with,0,2
34,great,0,2
35,admiration,0,2
36,by,0,2
37,many,0,2
38,.,0,2
39,The,0,3
40,system,0,3
41,'s,0,3
42,inventor,0,3
43,",",0,3
44,Hsu,0,3
45,Yun,0,3
46,-,0,3
47,peng,0,3
48,",",0,3
49,only,0,4
50,had,0,4
51,a,0,4
52,junior,0,4
53,high,0,4
54,school,0,4
55,education,0,4
56,",",0,4
57,but,0,4
58,had,0,4
59,researched,0,4
60,color,0,4
61,matching,0,4
62,for,0,4
63,18,0,4
64,years,0,4
65,in,0,4
66,a,0,4
67,dyeing,0,4
68,factory,0,4
69,.,0,4
70,Discovering,0,5
71,that,0,5
72,imported,0,5
73,color,0,5
74,matching,0,5
75,software,0,5
76,was,0,5
77,of,0,5
78,little,0,5
79,practical,0,5
80,use,0,6
81,",",0,6
82,Hsu,0,6
83,",",0,6
84,who,0,6
85,did,0,6
86,n't,0,6
87,know,0,6
88,a,0,6
89,word,0,6
90,of,0,6
91,English,0,6
92,",",0,6
93,taught,0,6
94,himself,0,6
95,to,0,6
96,program,0,6
97,and,0,6
98,wrote,0,6
99,an,0,6
100,improved,0,6
101,version,0,6
102,of,0,6
103,the,0,6
104,software,0,6
105,.,0,6
106,Writing,0,7
107,color,0,7
108,matching,0,7
109,software,0,7
110,earned,0,7
111,Hsu,0,7
112,Yun,0,7
113,-,0,7
114,peng,0,7
115,a,0,7
116,lot,0,8
117,of,0,8
118,money,0,8
119,",",0,8
120,but,0,8
121,this,0,8
122,was,0,8
123,not,0,8
124,his,0,8
125,main,0,8
126,purpose,0,8
127,.,0,8
128,His,0,9
129,real,0,9
130,aim,0,9
131,was,0,9
132,to,0,9
133,produce,0,9
134,a,0,9
135,color,0,9
136,reference,0,9
137,system,0,9
138,that,0,10
139,was,0,10
140,genuinely,0,10
141,easy,0,10
142,to,0,10
143,use,0,10
144,",",0,10
145,to,0,10
146,overcome,0,10
147,the,0,10
148,lack,0,10
149,of,0,10
150,color,0,10
151,standardization,0,10
152,which,0,10
153,had,0,10
154,long,0,10
155,plagued,0,10
156,the,0,10
157,dyeing,0,10
158,industry,0,10
159,.,0,10
160,To,0,11
161,pursue,0,11
162,this,0,11
163,goal,0,11
164,he,0,11
165,quit,0,11
166,his,0,11
167,job,0,11
168,",",0,11
169,moved,0,11
170,to,0,12
171,the,0,12
172,suburbs,0,12
173,of,0,12
174,Kuishan,0,12
175,in,0,12
176,Taoyuan,0,12
177,County,0,12
178,",",0,12
179,and,0,12
180,began,0,12
181,to,0,12
182,spend,0,12
183,18,0,12
184,hours,0,12
185,a,0,12
186,day,0,12
187,studying,0,12
188,the,0,12
189,problem,0,12
190,.,0,12
191,Quite,0,13
192,apart,0,13
193,from,0,13
194,the,0,13
195,difficulties,0,13
196,of,0,13
197,keeping,0,13
198,his,0,13
199,family,0,13
200,fed,0,13
201,",",0,14
202,he,0,14
203,often,0,14
204,was,0,14
205,n't,0,14
206,even,0,14
207,sure,0,14
208,how,0,14
209,old,0,14
210,his,0,14
211,three,0,14
212,children,0,14
213,were,0,14
214,and,0,14
215,what,0,14
216,year,0,14
217,of,0,14
218,school,0,14
219,they,0,14
220,were,0,14
221,in,0,14
222,.,0,14
223,Finally,0,15
224,he,0,15
225,used,0,15
226,a,0,15
227,three,0,15
228,-,0,15
229,dimensional,0,15
230,model,0,15
231,to,0,15
232,create,0,15
233,a,0,16
234,regularly,0,16
235,graded,0,16
236,",",0,16
237,finely,0,16
238,differentiated,0,16
239,color,0,16
240,reference,0,16
241,system,0,16
242,covering,0,16
243,"20,000",0,16
244,colors,0,16
245,",",0,16
246,each,0,16
247,with,0,16
248,clear,0,16
249,"""",0,16
250,color,0,16
251,coordinates,0,16
252,.,0,16
253,"""",0,16
254,These,0,17
255,features,0,17
256,are,0,17
257,unmatched,0,17
258,by,0,17
259,any,0,17
260,of,0,17
261,the,0,17
262,systems,0,17
263,currently,0,17
264,in,0,18
265,common,0,18
266,use,0,18
267,worldwide,0,18
268,",",0,18
269,which,0,18
270,only,0,18
271,define,0,18
272,up,0,18
273,to,0,18
274,"3,000",0,18
275,colors,0,18
276,.,0,18
277,The,0,19
278,textile,0,19
279,industry,0,19
280,'s,0,19
281,efforts,0,19
282,to,0,19
283,upgrade,0,19
284,are,0,19
285,gradually,0,19
286,showing,0,19
287,some,0,20
288,results,0,20
289,",",0,20
290,but,0,20
291,looking,0,20
292,at,0,20
293,the,0,20
294,situation,0,20
295,overall,0,20
296,",",0,20
297,CTI,0,20
298,president,0,20
299,Yao,0,20
300,Hsing,0,20
301,-,0,20
302,chuan,0,20
303,is,0,20
304,still,0,20
305,somewhat,0,20
306,worried,0,20
307,.,0,20
308,He,0,21
309,comments,0,21
310,that,0,21
311,the,0,21
312,majority,0,21
313,of,0,21
314,companies,0,21
315,still,0,21
316,have,0,21
317,the,0,21
318,traditional,0,22
319,mindset,0,22
320,of,0,22
321,pursuing,0,22
322,low,0,22
323,-,0,22
324,cost,0,22
325,",",0,22
326,high,0,22
327,-,0,22
328,volume,0,22
329,production,0,22
330,.,0,22
331,Taiwan,ENTITY,23
332,is,0,23
333,the,0,23
334,world,0,23
335,'s,0,23
336,third,0,23
337,biggest,0,23
338,producer,0,23
339,of,0,23
340,man,0,23
341,-,0,24
342,made,0,24
343,fibers,0,24
344,",",0,24
345,but,0,24
346,it,ENTITY,24
347,only,0,24
348,produces,0,24
349,a,0,24
350,small,0,24
351,range,0,24
352,of,0,24
353,mass,0,24
354,-,0,24
355,market,0,24
356,fibers,0,24
357,for,0,24
358,apparel,0,24
359,fabrics,0,24
360,",",0,24
361,to,0,24
362,the,0,24
363,almost,0,24
364,total,0,24
365,neglect,0,24
366,of,0,24
367,the,0,24
368,hundred,0,24
369,or,0,24
370,so,0,24
371,other,0,24
372,high,0,24
373,-,0,24
374,added,0,24
375,-,0,24
376,value,0,24
377,",",0,24
378,special,0,24
379,fibers,0,24
380,on,0,24
381,the,0,24
382,market,0,24
383,such,0,24
384,as,0,24
385,high,0,24
386,-,0,24
387,strength,0,24
388,fibers,0,24
389,for,0,24
390,bullet,0,24
391,-,0,24
392,proof,0,24
393,fabrics,0,24
394,",",0,24
395,elastic,0,24
396,fibers,0,24
397,or,0,24
398,superalloy,0,24
399,aerospace,0,24
400,fibers,0,24
401,.,0,24
402,Again,0,25
403,",",0,25
404,when,0,25
405,it,0,25
406,comes,0,25
407,Taiwan,0,25
408,'s,0,25
409,biggest,0,25
410,export,0,25
411,item,0,25
412,",",0,26
413,finished,0,26
414,fabrics,0,26
415,",",0,26
416,these,0,26
417,too,0,26
418,are,0,26
419,largely,0,26
420,limited,0,26
421,to,0,26
422,apparel,0,26
423,fabrics,0,26
424,",",0,26
425,with,0,26
426,few,0,26
427,companies,0,26
428,getting,0,26
429,involved,0,26
430,in,0,26
431,other,0,26
432,areas,0,26
433,despite,0,26
434,their,0,26
435,potential,0,26
436,.,0,26
437,For,0,27
438,instance,0,27
439,",",0,27
440,Taiwan,ENTITY,27
441,has,0,27
442,been,0,27
443,struck,0,27
444,by,0,27
445,many,0,27
446,landslides,0,27
447,in,0,28
448,recent,0,28
449,years,0,28
450,",",0,28
451,and,0,28
452,requires,0,28
453,large,0,28
454,quantities,0,28
455,of,0,28
456,geotextiles,0,28
457,-,0,28
458,heavy,0,28
459,-,0,28
460,grade,0,28
461,textiles,0,28
462,laid,0,28
463,under,0,28
464,or,0,28
465,around,0,28
466,civil,0,28
467,engineering,0,28
468,structures,0,28
469,to,0,28
470,prevent,0,28
471,erosion,0,28
472,by,0,28
473,groundwater,0,28
474,movement,0,28
475,.,0,28
476,The,0,29
477,currently,0,29
478,planned,0,29
479,high,0,29
480,-,0,29
481,speed,0,29
482,rail,0,29
483,system,0,29
484,alone,0,29
485,is,0,29
486,expected,0,30
487,to,0,30
488,require,0,30
489,several,0,30
490,million,0,30
491,yards,0,30
492,of,0,30
493,geotextiles,0,30
494,.,0,30
495,But,0,31
496,Taiwanese,0,31
497,companies,0,31
498,are,0,31
499,inexperienced,0,31
500,in,0,31
501,this,0,31
502,area,0,31
503,",",0,31
504,and,0,31
505,sending,0,32
506,products,0,32
507,overseas,0,32
508,for,0,32
509,quality,0,32
510,certification,0,32
511,tests,0,32
512,is,0,32
513,time,0,32
514,consuming,0,32
515,and,0,32
516,complicated,0,32
517,",",0,32
518,so,0,32
519,local,0,32
520,companies,0,32
521,can,0,32
522,only,0,32
523,stand,0,32
524,and,0,32
525,watch,0,32
526,as,0,32
527,the,0,32
528,entire,0,32
529,market,0,32
530,goes,0,32
531,to,0,32
532,imported,0,32
533,products,0,32
534,.,0,32
