,token,ent,sent
0,BSB,ENTITY,0
1,BANCORP,ENTITY,0
2,Inc.,ENTITY,0
3,",",0,0
4,Binghamton,0,0
5,",",0,0
6,N.Y.,0,0
7,",",0,0
8,said,0,0
9,it,ENTITY,0
10,increased,0,1
11,its,ENTITY,1
12,regular,0,1
13,quarterly,0,1
14,dividend,0,1
15,50,0,1
16,%,0,1
17,",",0,1
18,to,0,1
19,15,0,1
20,cents,0,1
21,a,0,1
22,share,0,1
23,from,0,1
24,10,0,1
25,cents,0,1
26,.,0,1
27,It,0,2
28,is,0,2
29,payable,0,2
30,Dec.,0,2
31,10,0,2
32,to,0,2
33,stock,0,2
34,of,0,2
35,record,0,2
36,Nov.,0,2
37,24,0,3
38,.,0,3
39,The,0,4
40,move,0,4
41,was,0,4
42,made,0,4
43,because,0,4
44,of,0,4
45,the,ENTITY,4
46,bank,0,4
47,-,0,4
48,holding,0,4
49,company,0,5
50,'s,0,5
51,increased,0,5
52,profitability,0,5
53,",",0,5
54,officials,0,5
55,said,0,5
56,.,0,5
57,In,0,6
58,the,0,6
59,third,0,6
60,quarter,0,6
61,",",0,6
62,BSB,ENTITY,6
63,earned,0,6
64,$,0,6
65,2,0,6
66,million,0,6
67,",",0,7
68,up,0,7
69,from,0,7
70,$,0,7
71,1.8,0,7
72,million,0,7
73,a,0,7
74,year,0,7
75,earlier,0,7
76,.,0,7
77,In,0,8
78,national,0,8
79,over,0,8
80,-,0,8
81,the,0,8
82,-,0,8
83,counter,0,8
84,trading,0,8
85,yesterday,0,8
86,",",0,8
87,BSB,ENTITY,9
88,closed,0,9
89,at,0,9
90,$,0,9
91,17.50,0,9
92,",",0,9
93,up,0,9
94,12.5,0,9
95,cents,0,9
96,.,0,9
97,BSB,ENTITY,10
98,has,0,10
99,3.1,0,10
100,million,0,10
101,shares,0,10
102,outstanding,0,10
103,.,0,10
