,token,ent,sent
0,CALIFORNIA,0,0
1,STRUGGLED,0,0
2,with,0,0
3,the,0,0
4,aftermath,0,0
5,of,0,0
6,a,0,0
7,Bay,0,0
8,area,0,0
9,earthquake,0,0
10,.,0,1
11,As,0,2
12,aftershocks,0,2
13,shook,0,2
14,the,0,2
15,San,0,2
16,Francisco,0,2
17,Bay,0,2
18,area,0,2
19,",",0,2
20,rescuers,0,2
21,searched,0,3
22,through,0,3
23,rubble,0,3
24,for,0,3
25,survivors,0,3
26,of,0,3
27,Tuesday,0,3
28,'s,0,3
29,temblor,0,3
30,",",0,3
31,and,0,3
32,residents,0,3
33,picked,0,3
34,their,0,3
35,way,0,3
36,through,0,3
37,glass,0,3
38,-,0,3
39,strewn,0,3
40,streets,0,3
41,.,0,3
42,In,0,4
43,Oakland,0,4
44,",",0,4
45,hopes,0,4
46,faded,0,4
47,for,0,4
48,finding,0,4
49,any,0,4
50,more,0,4
51,survivors,0,4
52,within,0,5
53,the,0,5
54,concrete,0,5
55,and,0,5
56,steel,0,5
57,from,0,5
58,the,0,5
59,collapse,0,5
60,of,0,5
61,an,0,5
62,interstate,0,5
63,highway,0,5
64,.,0,5
65,At,0,6
66,least,0,6
67,270,0,6
68,people,0,6
69,were,0,6
70,reported,0,6
71,killed,0,6
72,and,0,6
73,"1,400",0,6
74,injured,0,6
75,in,0,7
76,the,0,7
77,rush,0,7
78,-,0,7
79,hour,0,7
80,tremor,0,7
81,that,0,7
82,caused,0,7
83,billions,0,7
84,of,0,7
85,dollars,0,7
86,of,0,7
87,damage,0,7
88,along,0,7
89,100,0,7
90,miles,0,7
91,of,0,7
92,the,0,7
93,San,0,7
94,Andreas,0,7
95,fault,0,7
96,.,0,7
97,Bush,0,8
98,declared,0,8
99,the,0,8
100,region,0,8
101,a,0,8
102,major,0,8
103,disaster,0,8
104,area,0,8
105,and,0,8
106,the,0,8
107,military,0,9
108,was,0,9
109,mobilized,0,9
110,to,0,9
111,prevent,0,9
112,looting,0,9
113,.,0,9
114,The,0,10
115,baseball,0,10
116,commissioner,0,10
117,said,0,10
118,the,0,10
119,third,0,10
120,game,0,10
121,of,0,10
122,the,0,10
123,World,0,10
124,Series,0,11
125,between,0,11
126,the,0,11
127,Giants,0,11
128,and,0,11
129,the,0,11
130,Athletics,0,11
131,would,0,11
132,be,0,11
133,played,0,11
134,Tuesday,0,11
135,in,0,11
136,Candlestick,0,11
137,Park,0,11
138,.,0,11
139,HONECKER,ENTITY,12
140,WAS,0,12
141,OUSTED,0,12
142,as,0,12
143,leader,0,12
144,of,0,12
145,East,0,12
146,Germany,0,12
147,amid,0,12
148,growing,0,12
149,unrest,0,13
150,.,0,13
151,The,ENTITY,14
152,77,0,14
153,-,0,14
154,year,0,14
155,-,0,14
156,old,0,14
157,official,0,14
158,",",0,14
159,who,0,14
160,oversaw,0,14
161,the,0,15
162,building,0,15
163,of,0,15
164,the,0,15
165,Berlin,0,15
166,Wall,0,15
167,",",0,15
168,was,0,15
169,removed,0,15
170,during,0,15
171,a,0,15
172,meeting,0,15
173,of,0,15
174,the,0,15
175,163,0,15
176,-,0,15
177,member,0,15
178,Communist,0,15
179,Party,0,15
180,Central,0,15
181,Committee,0,15
182,in,0,15
183,East,0,15
184,Berlin,0,15
185,.,0,15
186,Honecker,ENTITY,16
187,",",ENTITY,16
188,who,ENTITY,16
189,was,0,16
190,reported,0,16
191,ill,0,16
192,following,0,16
193,gall,0,16
194,-,0,16
195,bladder,0,16
196,surgery,0,17
197,in,0,17
198,August,0,17
199,",",0,17
200,said,0,17
201,he,ENTITY,17
202,was,0,17
203,resigning,0,17
204,for,0,17
205,health,0,17
206,reasons,0,17
207,.,0,17
208,He,ENTITY,18
209,was,0,18
210,succeeded,0,18
211,by,0,18
212,internal,0,18
213,-,0,18
214,security,0,18
215,chief,0,18
216,Egon,0,18
217,Krenz,0,18
218,",",0,19
219,52,0,19
220,",",0,19
221,a,0,19
222,hard,0,19
223,-,0,19
224,liner,0,19
225,who,0,19
226,quickly,0,19
227,ruled,0,19
228,out,0,19
229,any,0,19
230,sharing,0,19
231,of,0,19
232,power,0,19
233,with,0,19
234,pro-democracy,0,19
235,groups,0,19
236,.,0,19
237,Honecker,0,20
238,'s,0,20
239,departure,0,20
240,came,0,20
241,after,0,20
242,weeks,0,20
243,of,0,20
244,street,0,20
245,protests,0,20
246,and,0,20
247,an,0,21
248,exodus,0,21
249,to,0,21
250,the,0,21
251,West,0,21
252,of,0,21
253,East,0,21
254,Germans,0,21
255,who,0,21
256,had,0,21
257,become,0,21
258,disenchanted,0,21
259,with,0,21
260,his,ENTITY,21
261,rule,0,21
262,.,0,21
263,HUNGARY,0,22
264,ADOPTED,0,22
265,constitutional,0,22
266,changes,0,22
267,to,0,22
268,form,0,22
269,a,0,22
270,democratic,0,22
271,system,0,22
272,.,0,22
273,At,0,23
274,a,0,23
275,nationally,0,23
276,televised,0,23
277,legislative,0,23
278,session,0,23
279,in,0,23
280,Budapest,0,23
281,",",0,23
282,the,0,23
283,Parliament,0,24
284,overwhelmingly,0,24
285,approved,0,24
286,changes,0,24
287,formally,0,24
288,ending,0,24
289,one,0,24
290,-,0,24
291,party,0,24
292,domination,0,24
293,in,0,24
294,the,0,24
295,country,0,24
296,",",0,24
297,regulating,0,24
298,free,0,24
299,elections,0,24
300,by,0,24
301,next,0,24
302,summer,0,24
303,and,0,24
304,establishing,0,24
305,the,0,24
306,office,0,24
307,of,0,24
308,state,0,24
309,president,0,24
310,to,0,24
311,replace,0,24
312,a,0,24
313,21,0,24
314,-,0,24
315,member,0,24
316,council,0,24
317,.,0,24
318,The,0,25
319,country,0,25
320,was,0,25
321,renamed,0,25
322,the,0,25
323,Republic,0,25
324,of,0,25
325,Hungary,0,25
326,.,0,25
327,Like,0,26
328,other,0,26
329,Soviet,0,26
330,bloc,0,26
331,nations,0,26
332,",",0,26
333,it,0,26
334,had,0,26
335,been,0,26
336,known,0,26
337,as,0,27
338,a,0,27
339,``,0,27
340,people,0,27
341,'s,0,27
342,republic,0,27
343,'',0,27
344,since,0,27
345,The,0,28
346,voting,0,28
347,for,0,28
348,new,0,28
349,laws,0,28
350,followed,0,28
351,dissolution,0,28
352,of,0,28
353,Hungary,0,28
354,'s,0,28
355,Communist,0,29
356,Party,0,29
357,this,0,29
358,month,0,29
359,and,0,29
360,its,0,29
361,replacement,0,29
362,by,0,29
363,a,0,29
364,Western,0,29
365,-,0,29
366,style,0,29
367,Socialist,0,29
368,Party,0,29
369,.,0,29
370,The,0,30
371,space,0,30
372,shuttle,0,30
373,Atlantis,0,30
374,blasted,0,30
375,into,0,30
376,orbit,0,30
377,from,0,30
378,Cape,0,30
379,Canaveral,0,30
380,",",0,31
381,Fla.,0,31
382,",",0,31
383,and,0,31
384,its,0,31
385,crew,0,31
386,of,0,31
387,five,0,31
388,astronauts,0,31
389,launched,0,31
390,the,0,31
391,nuclear,0,31
392,-,0,31
393,powered,0,31
394,Galileo,0,31
395,space,0,31
396,probe,0,31
397,on,0,31
398,a,0,31
399,flight,0,31
400,to,0,31
401,the,0,31
402,planet,0,31
403,Jupiter,0,31
404,.,0,31
405,The,0,32
406,$,0,32
407,1.4,0,32
408,billion,0,32
409,robot,0,32
410,spacecraft,0,32
411,'s,0,32
412,exploratory,0,32
413,mission,0,32
414,is,0,32
415,to,0,33
416,take,0,33
417,six,0,33
418,years,0,33
419,.,0,33
420,The,0,34
421,shuttle,0,34
422,is,0,34
423,slated,0,34
424,to,0,34
425,return,0,34
426,Monday,0,34
427,to,0,34
428,California,0,34
429,.,0,34
430,South,0,35
431,Korea,0,35
432,'s,0,35
433,President,0,35
434,Roh,0,35
435,addressed,0,35
