,token,ent,sent
0,Uh,0,0
1,we,0,0
2,'ve,0,0
3,got,0,0
4,a,0,0
5,lot,0,0
6,ahead,0,0
7,tonight,0,0
8,on,0,0
9,Three,0,0
10,Sixty,0,1
11,/.,0,1
12,Horrible,0,2
13,case,0,2
14,of,0,2
15,deja,0,2
16,vu,0,2
17,/.,0,2
18,another,0,3
19,deadly,0,3
20,school,0,3
21,shooting,0,3
22,/.,0,3
23,this,0,4
24,time,0,4
25,in,0,4
26,Tennessee,0,4
27,/.,0,4
28,We,0,5
29,'re,0,5
30,going,0,5
31,to,0,5
32,have,0,5
33,the,0,5
34,latest,0,5
35,on,0,5
36,this,0,5
37,developing,0,5
38,story,0,6
39,/.,0,6
40,Uh,0,7
41,also,0,7
42,why,0,7
43,some,0,7
44,are,0,7
45,calling,0,7
46,the,0,7
47,riots,0,7
48,in,0,7
49,France,ENTITY,7
50,that,ENTITY,8
51,country,ENTITY,8
52,'s,ENTITY,8
53,Katrina,0,8
54,problems,0,8
55,long,0,8
56,in,0,8
57,the,0,8
58,making,0,8
59,that,0,8
60,the,0,8
61,violence,0,8
62,has,0,8
63,now,0,8
64,revealed,0,8
65,/.,0,8
66,And,0,9
67,a,0,9
68,report,0,9
69,card,0,9
70,well,0,9
71,on,0,9
72,our,0,9
73,collective,0,9
74,sex,0,9
75,lives,0,9
76,/.,0,10
77,/.,0,11
78,Jack,0,11
79,you,0,11
80,want,0,11
81,to,0,11
82,stick,0,11
83,around,0,11
84,for,0,11
85,this,0,11
86,the,0,11
87,biggest,0,12
88,study,0,12
89,since,0,12
90,the,0,12
91,Kinsey,0,12
92,report,0,12
93,they,0,12
94,say,0,12
95,/.,0,12
96,So,0,13
97,How,0,13
98,much,0,13
99,have,0,13
100,we,0,13
101,changed,0,13
102,in,0,13
103,our,0,13
104,habits,0,13
105,in,0,13
106,the,0,14
107,last,0,14
108,fifty,0,14
109,years,0,14
110,/?,0,14
111,You,0,15
112,actually,0,15
113,can,0,15
114,get,0,15
115,your,0,15
116,questions,0,15
117,answered,0,15
118,about,0,15
119,this,0,15
120,/-,0,15
121,You,0,16
122,can,0,16
123,call,0,16
124,us,0,16
125,at,0,16
126,one,0,16
127,eight,0,16
128,seven,0,16
129,seven,0,16
130,six,0,16
131,four,0,17
132,eight,0,17
133,thity,0,17
134,-,0,17
135,six,0,17
136,thirty,0,17
137,-,0,17
138,nine,0,17
139,that,0,17
140,'s,0,17
