,token,ent,sent
0,Candidate,0,0
1,as,0,0
2,hero,0,0
3,Lu,0,1
4,continues,0,1
5,:,0,1
6,"""",0,1
7,Direct,0,1
8,election,0,1
9,of,0,1
10,the,0,1
11,president,0,1
12,has,0,1
13,',0,2
14,put,0,2
15,the,0,2
16,candidate,0,2
17,on,0,2
18,a,0,2
19,pedestal,0,2
20,",",0,2
21,',0,2
22,turning,0,2
23,the,0,2
24,attention,0,2
25,of,0,2
26,the,0,2
27,voters,0,2
28,to,0,2
29,the,0,2
30,individual,0,2
31,.,0,2
32,But,0,3
33,in,0,3
34,fact,0,3
35,the,0,3
36,most,0,3
37,significant,0,3
38,thing,0,3
39,about,0,3
40,this,0,3
41,election,0,3
42,is,0,4
43,not,0,4
44,which,0,4
45,',0,4
46,hero,0,4
47,',0,4
48,will,0,4
49,lead,0,4
50,the,0,4
51,country,0,4
52,.,0,4
53,Rather,0,5
54,",",0,5
55,voters,0,5
56,should,0,5
57,pay,0,5
58,even,0,5
59,more,0,5
60,attention,0,5
61,to,0,5
62,how,0,5
63,each,0,6
64,of,0,6
65,the,0,6
66,candidates,0,6
67,could,0,6
68,affect,0,6
69,future,0,6
70,party,0,6
71,politics,0,6
72,and,0,6
73,the,0,6
74,direction,0,6
75,of,0,6
76,constitutional,0,6
77,development,0,6
78,.,0,6
79,"""",0,6
80,In,0,7
81,fact,0,7
82,",",0,7
83,Taiwan,0,7
84,'s,0,7
85,main,0,7
86,parties,0,7
87,-,0,7
88,the,ENTITY,7
89,KMT,ENTITY,7
90,and,0,8
91,the,0,8
92,DPP,0,8
93,as,0,8
94,the,0,8
95,two,0,8
96,major,0,8
97,parties,0,8
98,",",0,8
99,with,0,8
100,the,0,8
101,New,0,8
102,Party,0,8
103,as,0,8
104,a,0,8
105,noteworthy,0,8
106,but,0,8
107,limited,0,8
108,third,0,8
109,force,0,8
110,-,0,8
111,all,0,8
112,understand,0,8
113,the,0,8
114,implications,0,8
115,of,0,8
116,James,0,8
117,Soong,0,8
118,'s,0,8
119,powerful,0,8
120,candidacy,0,8
121,very,0,8
122,clearly,0,8
123,.,0,8
124,They,0,9
125,know,0,9
126,that,0,9
127,this,0,9
128,election,0,9
129,is,0,9
130,not,0,9
131,only,0,9
132,a,0,9
133,struggle,0,9
134,for,0,10
135,political,0,10
136,office,0,10
137,",",0,10
138,but,0,10
139,even,0,10
140,more,0,10
141,is,0,10
142,a,0,10
143,critical,0,10
144,moment,0,10
145,that,0,10
146,may,0,10
147,decide,0,10
148,whether,0,10
149,their,0,10
150,respective,0,10
151,parties,0,10
152,develop,0,10
153,",",0,10
154,split,0,10
155,up,0,10
156,",",0,10
157,or,0,10
158,disappear,0,10
159,.,0,10
160,KMT,ENTITY,11
161,party,0,11
162,chairman,0,11
163,Lee,0,11
164,Teng,0,11
165,-,0,11
166,hui,0,11
167,has,0,11
168,repeatedly,0,11
169,called,0,11
170,on,0,12
171,voters,0,12
172,to,0,12
173,cherish,0,12
174,the,0,12
175,system,0,12
176,of,0,12
177,party,0,12
178,politics,0,12
179,that,0,12
180,has,0,12
181,been,0,12
182,constructed,0,12
183,in,0,12
184,the,0,12
185,process,0,12
186,of,0,12
187,democratization,0,12
188,;,0,12
189,the,ENTITY,12
190,KMT,ENTITY,12
191,wants,0,12
192,confirmation,0,12
193,that,0,12
194,people,0,12
195,still,0,12
196,see,0,12
197,it,ENTITY,12
198,as,0,12
199,a,0,12
200,coherent,0,12
201,",",0,12
202,positive,0,12
203,political,0,12
204,institution,0,12
205,.,0,12
206,The,0,13
207,DPP,0,13
208,sees,0,13
209,this,0,13
210,election,0,13
211,as,0,13
212,its,0,13
213,chance,0,13
214,to,0,13
215,displace,0,13
216,the,ENTITY,14
217,KMT,0,14
218,and,0,14
219,set,0,14
220,a,0,14
221,precedent,0,14
222,for,0,14
223,the,0,14
224,peaceful,0,14
225,rotation,0,14
226,of,0,14
227,political,0,14
228,parties,0,14
229,in,0,14
230,power,0,14
231,",",0,14
232,thereby,0,14
233,consolidating,0,14
234,its,0,14
235,position,0,14
236,as,0,14
237,the,0,14
238,main,0,14
239,alternative,0,14
240,to,0,14
241,the,ENTITY,14
242,KMT,0,14
243,.,0,14
244,James,0,15
245,Soong,0,15
246,",",0,15
247,on,0,15
248,the,0,15
249,other,0,15
250,hand,0,15
251,",",0,15
252,hoping,0,15
253,to,0,15
254,take,0,16
255,advantage,0,16
256,of,0,16
257,the,0,16
258,desire,0,16
259,for,0,16
260,change,0,16
261,",",0,16
262,emphasizes,0,16
263,that,0,16
264,if,0,16
265,he,0,16
266,is,0,16
267,elected,0,16
268,as,0,16
269,a,0,16
270,non-party,0,16
271,candidate,0,16
272,he,0,16
273,will,0,16
274,promote,0,16
275,reforms,0,16
276,which,0,16
277,will,0,16
278,alter,0,16
279,the,0,16
280,roles,0,16
281,of,0,16
282,the,0,16
283,major,0,16
284,parties,0,16
285,.,0,16
286,The,0,17
287,New,0,17
288,Party,0,17
289,is,0,17
290,in,0,17
291,the,0,17
292,most,0,17
293,embarrassing,0,17
294,position,0,17
295,",",0,17
296,since,0,18
297,its,0,18
298,candidate,0,18
299,-LRB-,0,18
300,Li,0,18
301,Ao,0,18
302,-RRB-,0,18
303,is,0,18
304,not,0,18
305,even,0,18
306,a,0,18
307,party,0,18
308,member,0,18
309,",",0,18
310,and,0,18
311,has,0,18
312,been,0,18
313,unable,0,18
314,to,0,18
315,keep,0,18
316,most,0,18
317,of,0,18
318,its,0,18
