,token,ent,sent
0,Xinhua,0,0
1,News,0,0
2,Agency,0,0
3,",",0,0
4,Beijing,0,0
5,",",0,0
6,December,0,0
7,18,0,0
8,",",0,0
9,by,0,0
10,wire,0,1
11,Today,0,2
12,researchers,0,2
13,from,0,2
14,China,0,2
15,'s,0,2
16,Institute,0,2
17,of,0,2
18,Traditional,0,2
19,Chinese,0,2
20,Medicine,0,2
21,announced,0,3
22,that,0,3
23,they,0,3
24,had,0,3
25,",",0,3
26,using,0,3
27,herbal,0,3
28,medicine,0,3
29,",",0,3
30,successfully,0,3
31,extracted,0,3
32,a,0,3
33,new,0,3
34,kind,0,3
35,of,0,3
36,medicine,0,3
37,"""",0,3
38,Tang,0,3
39,Maikang,0,3
40,"""",0,3
41,with,0,3
42,special,0,3
43,curative,0,3
44,effects,0,3
45,for,0,3
46,diabetes,0,3
47,.,0,3
48,Concerned,0,4
49,experts,0,4
50,believed,0,4
51,that,0,4
52,successful,0,4
53,developments,0,4
54,and,0,4
55,marketing,0,4
56,of,0,4
57,this,0,4
58,new,0,5
59,medicine,0,5
60,would,0,5
61,help,0,5
62,prevent,0,5
63,the,0,5
64,spread,0,5
65,of,0,5
66,Diabetes,0,5
67,II,0,5
68,in,0,5
69,such,0,5
70,developing,0,5
71,countries,0,5
72,as,0,5
73,China,ENTITY,5
74,",",0,5
75,India,0,5
76,and,0,5
77,Africa,0,5
78,",",0,5
79,etc,0,5
80,.,0,5
81,At,0,6
82,the,0,6
83,"""",0,6
84,Diabetes,0,6
85,Prevention,0,6
86,and,0,6
87,Countermeasure,0,6
88,Symposium,0,6
89,"""",0,6
90,held,0,6
91,by,0,7
92,the,0,7
93,Chinese,0,7
94,Research,0,7
95,Institute,0,7
96,of,0,7
97,Chinese,0,7
98,Medicine,0,7
99,and,0,7
100,attended,0,7
101,by,0,7
102,academicians,0,7
103,",",0,7
104,medical,0,7
105,experts,0,7
106,and,0,7
107,biologists,0,7
108,from,0,7
109,the,0,7
110,Chinese,0,7
111,Academy,0,7
112,of,0,7
113,Sciences,0,7
114,",",0,7
115,the,0,7
116,Chinese,0,7
117,Academy,0,7
118,of,0,7
119,Medical,0,7
120,Sciences,0,7
121,",",0,7
122,etc.,0,7
123,",",0,7
124,reporters,0,7
125,learn,0,7
126,that,0,7
127,at,0,7
128,present,0,7
129,there,0,7
130,are,0,7
131,more,0,7
132,than,0,7
133,130,0,7
134,million,0,7
135,diabetics,0,7
136,in,0,7
137,the,0,7
138,world,0,7
139,and,0,7
140,90,0,7
141,%,0,7
142,of,0,7
143,them,0,7
144,suffer,0,7
145,from,0,7
146,Diabetes,0,7
147,II,0,7
148,.,0,7
149,The,0,8
150,complications,0,8
151,of,0,8
152,Diabetes,0,8
153,II,0,8
154,",",0,8
155,such,0,8
156,as,0,8
157,coronary,0,8
158,heart,0,8
159,disease,0,9
160,",",0,9
161,cerebrovascular,0,9
162,disease,0,9
163,",",0,9
164,nephropathy,0,9
165,",",0,9
166,blindness,0,9
167,and,0,9
168,lower,0,9
169,extremities,0,9
170,necrosis,0,9
171,",",0,9
172,etc.,0,9
173,",",0,9
174,have,0,9
175,become,0,9
176,the,0,9
177,mankind,0,9
178,'s,0,9
179,third,0,9
180,biggest,0,9
181,killer,0,9
182,next,0,9
183,to,0,9
184,cancer,0,9
185,and,0,9
186,AIDS,0,9
187,.,0,9
188,At,0,10
