,token,ent,sent
0,German,0,0
1,police,0,0
2,say,0,0
3,a,0,0
4,teenage,0,0
5,Lebanese,0,0
6,gunman,0,0
7,",",0,0
8,who,0,0
9,hijacked,0,0
10,a,0,1
11,bus,0,1
12,today,0,1
13,",",0,1
14,was,0,1
15,hoping,0,1
16,to,0,1
17,free,0,1
18,a,ENTITY,1
19,key,ENTITY,1
20,September,0,1
21,11th,0,1
22,suspect,0,1
23,.,0,1
24,The,0,2
25,gunman,0,2
26,is,0,2
27,accused,0,2
28,of,0,2
29,commandeering,0,2
30,the,0,2
31,bus,0,2
32,in,0,2
33,the,0,2
34,north,0,3
35,German,0,3
36,city,0,3
37,of,0,3
38,Bremen,0,3
39,and,0,3
40,holding,0,3
41,16,0,3
42,people,0,3
43,hostage,0,3
44,during,0,3
45,a,0,3
46,75,0,3
47,-,0,3
48,mile,0,3
49,police,0,3
50,chase,0,3
51,down,0,3
52,the,0,3
53,autobahn,0,3
54,.,0,3
55,Negotiators,0,4
56,say,0,4
57,he,0,4
58,demanded,0,4
59,the,0,4
60,release,0,4
61,of,0,4
62,four,0,4
63,prisoners,0,4
64,",",0,4
65,including,0,5
66,Ramzi,ENTITY,5
67,Binalshibh,ENTITY,5
68,",",0,5
69,a,0,5
70,September,0,5
71,11th,0,5
72,suspect,0,5
73,apprehended,0,5
74,last,0,5
75,year,0,5
76,in,0,5
77,Pakistan,0,5
78,.,0,5
79,Police,0,6
80,captured,0,6
81,the,0,6
82,17,0,6
83,-,0,6
84,year,0,6
85,-,0,6
86,old,0,6
87,hijacking,0,6
88,suspect,0,6
89,without,0,7
90,firing,0,7
91,a,0,7
92,shot,0,7
93,.,0,7
94,All,0,8
95,hostages,0,8
96,were,0,8
97,released,0,8
98,unharmed,0,8
99,.,0,8
