,token,ent,sent
0,Five,0,0
1,motions,0,0
2,are,0,0
3,being,0,0
4,heard,0,0
5,today,0,0
6,in,0,0
7,the,0,0
8,case,0,0
9,of,0,0
10,Lee,ENTITY,1
11,Boyd,ENTITY,1
12,Malvo,ENTITY,1
13,",",0,1
14,the,0,1
15,teenage,0,1
16,sniper,0,1
17,suspect,0,1
18,.,0,1
19,One,0,2
20,for,0,2
21,a,0,2
22,change,0,2
23,of,0,2
24,venue,0,2
25,.,0,2
26,Defense,0,3
27,attorneys,0,3
28,argue,0,3
29,that,0,3
30,there,0,3
31,has,0,3
32,been,0,3
33,so,0,3
34,much,0,3
35,pretrial,0,3
36,publicity,0,4
37,",",0,4
38,including,0,4
39,an,0,4
40,alleged,0,4
41,confession,0,4
42,from,0,4
43,Malvo,ENTITY,4
44,",",0,4
45,that,0,4
46,this,0,4
47,has,0,4
48,tainted,0,4
49,the,0,4
50,jury,0,4
51,pool,0,4
52,.,0,4
53,Their,0,5
54,more,0,5
55,intriguing,0,5
56,argument,0,5
57,is,0,5
58,that,0,5
59,one,0,5
60,of,0,5
61,the,0,5
62,charges,0,5
63,against,0,6
64,Malvo,ENTITY,6
65,is,0,6
66,under,0,6
67,Virginia,0,6
68,'s,0,6
69,anti-terrorism,0,6
70,statute,0,6
71,and,0,6
72,they,0,6
73,argue,0,6
74,that,0,6
75,every,0,6
76,resident,0,6
77,of,0,6
78,Fairfax,0,6
79,County,0,6
80,is,0,6
81,potentially,0,6
82,a,0,6
83,member,0,6
84,of,0,6
85,the,0,6
86,victim,0,6
87,'s,0,6
88,class,0,6
89,.,0,6
90,And,0,6
91,therefore,0,6
92,",",0,6
93,disqualified,0,6
94,from,0,6
95,serving,0,6
96,as,0,6
97,a,0,6
98,juror,0,6
99,.,0,6
100,The,0,7
101,prosecutor,0,7
102,will,0,7
103,argue,0,7
104,against,0,7
105,this,0,7
106,motion,0,7
107,.,0,7
108,He,0,8
109,calls,0,8
110,it,0,8
111,factually,0,8
112,proposterous,0,8
113,.,0,8
114,If,0,9
115,history,0,9
116,is,0,9
117,any,0,9
118,guide,0,9
119,",",0,9
120,this,0,9
121,motion,0,9
122,will,0,9
123,have,0,9
124,a,0,10
125,tough,0,10
126,time,0,10
127,.,0,10
128,No,0,11
129,case,0,11
130,has,0,11
131,been,0,11
132,moved,0,11
133,out,0,11
134,of,0,11
135,Fairfax,0,11
136,County,0,11
137,since,0,11
138,1974,0,12
139,.,0,12
140,There,0,13
141,also,0,13
142,is,0,13
143,a,0,13
144,motion,0,13
145,to,0,13
146,dismiss,0,13
147,this,0,13
148,case,0,13
149,.,0,13
150,Defense,0,14
151,attorneys,0,14
152,argue,0,14
153,that,0,14
154,an,0,14
155,individual,0,14
156,can,0,14
157,not,0,14
158,be,0,14
159,charged,0,14
160,under,0,15
161,federal,0,15
162,law,0,15
163,and,0,15
164,then,0,15
165,state,0,15
166,law,0,15
167,for,0,15
168,the,0,15
169,same,0,15
170,act,0,15
171,.,0,15
172,Prosecutors,0,16
173,again,0,16
174,will,0,16
175,argue,0,16
176,against,0,16
177,the,0,16
178,motion,0,16
179,.,0,16
180,Three,0,17
181,other,0,17
182,motions,0,17
183,as,0,17
184,well,0,17
185,.,0,17
186,One,0,18
187,of,0,18
188,those,0,18
189,for,0,18
190,a,0,18
191,handwriting,0,18
192,expert,0,18
193,",",0,18
194,the,0,18
195,other,0,18
196,motions,0,19
197,relate,0,19
198,to,0,19
199,getting,0,19
200,background,0,19
201,information,0,19
202,relating,0,19
203,to,0,19
204,ballistics,0,19
205,testing,0,19
206,and,0,19
207,DNA,0,19
208,testing,0,19
209,.,0,19
210,Malvo,ENTITY,20
211,on,0,20
212,trial,0,20
213,here,0,20
214,in,0,20
215,Fairfax,0,20
216,County,0,20
217,for,0,20
218,the,0,20
219,murder,0,20
220,of,0,21
221,Linda,0,21
222,Franklin,0,21
223,",",0,21
224,the,0,21
225,FBI,0,21
226,analyst,0,21
227,who,0,21
228,was,0,21
229,gunned,0,21
230,down,0,21
231,in,0,21
232,a,0,21
233,Home,0,21
234,Depot,0,21
235,parking,0,21
236,lot,0,21
237,.,0,21
238,That,0,22
239,'s,0,22
240,just,0,22
241,one,0,22
242,of,0,22
243,the,0,22
244,ten,0,22
245,sniper,0,22
246,shootings,0,22
247,here,0,22
248,in,0,23
249,the,0,23
250,greater,0,23
251,Washington,0,23
252,area,0,23
253,.,0,23
254,Today,0,24
255,'s,0,24
256,motions,0,24
257,hearing,0,24
258,just,0,24
259,part,0,24
260,of,0,24
261,the,0,24
262,preliminary,0,24
263,skirmishing,0,24
264,.,0,25
265,The,0,26
266,actual,0,26
267,trial,0,26
268,will,0,26
269,be,0,26
270,getting,0,26
271,under,0,26
272,way,0,26
273,this,0,26
274,fall,0,26
275,.,0,27
276,Jeanne,0,28
277,Meserve,0,28
278,",",0,28
279,CNN,0,28
280,",",0,28
281,Fairfax,0,28
282,County,0,28
283,",",0,28
284,Virginia,0,28
285,.,0,28
