,token,ent,sent
0,Up,0,0
1,to,0,0
2,20,0,0
3,people,0,0
4,have,0,0
5,been,0,0
6,killed,0,0
7,in,0,0
8,a,0,0
9,massacre,0,0
10,by,0,1
11,Colombian,0,1
12,Marxist,0,1
13,guerillas,0,1
14,.,0,1
15,The,0,2
16,tactics,0,2
17,are,0,2
18,more,0,2
19,commonly,0,2
20,associated,0,2
21,with,0,2
22,right,0,2
23,-,0,2
24,wing,0,2
25,paramilitaries,0,3
26,",",0,3
27,but,0,3
28,as,0,3
29,Jeremy,ENTITY,3
30,Mcdermott,ENTITY,3
31,reports,0,3
32,",",0,3
33,the,0,3
34,guerillas,0,3
35,now,0,3
36,seem,0,3
37,to,0,3
38,be,0,3
39,adopting,0,3
40,them,0,3
41,too,0,3
42,.,0,3
43,Everybody,0,4
44,was,0,4
45,watching,0,4
46,the,0,4
47,Columbia,0,4
48,-,0,4
49,Paraguay,0,4
50,football,0,4
51,match,0,4
52,when,0,4
53,guerillas,0,5
54,of,0,5
55,the,0,5
56,Revolutionary,0,5
57,Armed,0,5
58,Forces,0,5
59,of,0,5
60,Columbia,0,5
61,or,0,5
62,Falk,0,5
63,swept,0,5
64,into,0,5
65,several,0,5
66,hamlets,0,5
67,in,0,5
68,the,0,5
69,south,0,5
70,-,0,5
71,western,0,5
72,province,0,5
73,of,0,5
74,Kalca,0,5
75,.,0,5
76,Mirroring,0,6
77,the,0,6
78,tactics,0,6
79,of,0,6
80,the,0,6
81,right,0,6
82,-,0,6
83,wing,0,6
84,death,0,6
85,squads,0,6
86,",",0,7
87,the,0,7
88,Falk,0,7
89,arrived,0,7
90,in,0,7
91,the,0,7
92,communities,0,7
93,with,0,7
94,lists,0,7
95,in,0,7
96,hand,0,7
97,and,0,7
98,dragged,0,7
99,those,0,7
100,they,0,7
101,found,0,7
102,on,0,7
103,the,0,7
104,list,0,7
105,into,0,7
106,the,0,7
107,street,0,7
108,and,0,7
109,executed,0,7
110,them,0,7
111,.,0,7
112,The,0,8
113,paramilitaries,0,8
114,have,0,8
115,long,0,8
116,used,0,8
117,the,0,8
118,policy,0,8
119,of,0,8
120,massacres,0,8
121,to,0,8
122,cut,0,9
123,away,0,9
124,support,0,9
125,for,0,9
126,their,0,9
127,guerilla,0,9
128,enemies,0,9
129,.,0,9
130,The,0,10
131,guerillas,0,10
132,are,0,10
133,now,0,10
134,adopting,0,10
135,the,0,10
136,same,0,10
137,tactics,0,10
138,as,0,10
139,the,0,10
140,Colombian,0,11
141,civil,0,11
142,conflict,0,11
143,enters,0,11
144,its,0,11
145,37th,0,11
146,year,0,11
147,.,0,11
148,Jeremy,ENTITY,12
149,Mcdermott,ENTITY,12
150,",",0,12
151,BBC,0,12
152,News,0,12
153,",",0,12
154,Columbia,0,12
155,.,0,12
