,token,ent,sent
0,This,0,0
1,is,0,0
2,The,0,0
3,World,0,0
4,",",0,0
5,a,0,0
6,co-production,0,0
7,of,0,0
8,the,0,0
9,BBC,0,0
10,World,0,1
11,Service,0,1
12,",",0,1
13,PRI,0,1
14,",",0,1
15,and,0,1
16,WGBH,0,1
17,in,0,1
18,Boston,0,1
19,.,0,1
20,I,0,2
21,am,0,2
22,Lisa,0,2
23,Mullins,0,2
24,.,0,2
25,A,0,3
26,plan,0,3
27,was,0,3
28,announced,0,3
29,today,0,3
30,to,0,3
31,raise,0,3
32,the,0,3
33,Russian,0,3
34,nuclear,0,3
35,submarine,0,4
36,`,0,4
37,Kursk,0,4
38,',0,4
39,",",0,4
40,next,0,4
41,summer,0,4
42,",",0,4
43,almost,0,4
44,a,0,4
45,year,0,4
46,after,0,4
47,it,0,4
48,hit,0,4
49,the,0,4
50,bottom,0,4
51,of,0,4
52,the,0,4
53,Barents,0,4
54,Sea,0,4
55,following,0,4
56,a,0,4
57,mysterious,0,4
58,accident,0,4
59,.,0,4
60,The,ENTITY,5
61,Kursk,ENTITY,5
62,Foundation,ENTITY,5
63,",",0,5
64,an,0,5
65,international,0,5
66,consortium,0,5
67,led,0,5
68,by,0,5
69,the,0,5
70,governments,0,6
71,of,0,6
72,Russia,0,6
73,and,0,6
74,The,0,6
75,Netherlands,0,6
76,says,0,6
77,it,ENTITY,6
78,can,0,6
79,do,0,6
80,the,0,6
81,job,0,6
82,safely,0,6
83,if,0,6
84,it,ENTITY,6
85,can,0,6
86,secure,0,6
87,the,0,6
88,funding,0,6
89,.,0,6
90,The,0,7
91,BBC,0,7
92,'s,0,7
93,James,0,7
94,Rogers,0,7
95,was,0,7
96,in,0,7
97,Brussels,0,7
98,for,0,7
99,today,0,7
100,'s,0,8
101,announcement,0,8
102,.,0,8
103,He,0,9
104,says,0,9
105,there,0,9
106,are,0,9
107,two,0,9
108,main,0,9
109,reasons,0,9
110,for,0,9
111,raising,0,9
112,the,0,9
113,Kursk,0,10
114,.,0,10
115,Obviously,0,11
116,the,0,11
117,first,0,11
118,one,0,11
119,is,0,11
120,to,0,11
121,recover,0,11
122,the,0,11
123,bodies,0,11
124,that,0,11
125,remain,0,12
126,.,0,12
127,There,0,13
128,are,0,13
129,still,0,13
130,the,0,13
131,bodies,0,13
132,of,0,13
133,more,0,13
134,than,0,13
135,100,0,13
136,sailors,0,13
137,trapped,0,14
138,in,0,14
139,the,0,14
140,vessel,0,14
141,since,0,14
142,it,0,14
143,sank,0,14
144,in,0,14
145,the,0,14
146,Barents,0,14
147,Sea,0,14
148,in,0,14
149,August,0,14
150,of,0,14
151,last,0,14
152,year,0,14
153,.,0,14
154,Secondly,0,15
155,",",0,15
156,there,0,15
157,is,0,15
158,a,0,15
159,longer,0,15
160,-,0,15
161,term,0,15
162,threat,0,15
163,and,0,15
164,that,0,16
165,'s,0,16
166,an,0,16
167,environmental,0,16
168,threat,0,16
169,.,0,16
170,The,ENTITY,17
171,Kursk,ENTITY,17
172,Foundation,ENTITY,17
173,says,0,17
174,that,0,17
175,the,0,17
176,nuclear,0,17
177,reactors,0,17
178,",",0,17
179,there,0,17
180,are,0,18
181,two,0,18
182,on,0,18
183,board,0,18
184,",",0,18
185,are,0,18
186,safe,0,18
187,for,0,18
188,the,0,18
189,time,0,18
190,being,0,18
191,but,0,18
192,that,0,18
193,the,0,18
194,corrosive,0,18
195,effects,0,18
196,of,0,18
197,seawater,0,18
198,could,0,18
199,in,0,18
200,time,0,18
201,lead,0,18
202,to,0,18
203,radioactive,0,18
204,leaks,0,18
205,into,0,18
206,the,0,18
207,ocean,0,18
208,",",0,18
209,which,0,18
210,obviously,0,18
211,could,0,18
212,have,0,18
213,devastating,0,18
214,consequences,0,18
215,on,0,18
216,the,0,18
217,fishery,0,18
218,and,0,18
219,the,0,18
220,environment,0,18
221,in,0,18
222,general,0,18
223,.,0,18
224,That,0,19
225,'s,0,19
226,the,0,19
227,danger,0,19
228,of,0,19
229,leaving,0,19
230,it,0,19
231,down,0,19
232,there,0,19
233,.,0,19
234,I,0,20
235,would,0,20
236,think,0,20
237,there,0,20
238,are,0,20
239,risks,0,20
240,of,0,20
241,bringing,0,20
242,it,0,20
243,up,0,20
244,as,0,21
245,well,0,21
246,.,0,21
247,I,0,22
248,mean,0,22
249,this,0,22
250,is,0,22
251,a,0,22
252,huge,0,22
253,submarine,0,22
254,.,0,22
255,That,0,23
256,'s,0,23
257,right,0,23
258,.,0,23
259,The,0,24
260,size,0,24
261,of,0,24
262,these,0,24
263,things,0,24
264,is,0,24
265,really,0,24
266,very,0,24
267,surprising,0,24
268,.,0,24
269,In,0,25
270,fact,0,25
271,one,0,25
272,of,0,25
273,these,0,25
274,Russian,0,25
275,nuclear,0,25
276,submarines,0,25
277,is,0,25
278,about,0,25
279,the,0,26
280,length,0,26
281,of,0,26
282,one,0,26
283,and,0,26
284,a,0,26
285,half,0,26
286,football,0,26
287,fields,0,26
288,.,0,26
289,Now,0,27
290,",",0,27
291,it,0,27
292,'s,0,27
293,lying,0,27
294,in,0,27
295,something,0,27
296,over,0,27
297,300,0,27
298,feet,0,27
299,of,0,28
300,water,0,28
301,",",0,28
302,so,0,28
303,if,0,28
304,you,0,28
305,can,0,28
306,just,0,28
307,visualize,0,28
308,it,0,28
309,being,0,28
310,turned,0,28
311,on,0,28
312,its,0,28
313,end,0,28
314,",",0,28
315,it,0,28
316,would,0,28
317,stick,0,28
318,out,0,28
319,of,0,28
320,the,0,28
321,sea,0,28
322,about,0,28
323,200,0,28
324,feet,0,28
325,.,0,28
326,It,0,29
327,is,0,29
328,a,0,29
329,huge,0,29
330,submarine,0,29
331,and,0,29
332,nobody,0,29
333,is,0,29
334,pretending,0,29
335,that,0,29
336,this,0,30
337,",",0,30
338,if,0,30
339,it,0,30
340,goes,0,30
341,ahead,0,30
342,",",0,30
343,is,0,30
344,going,0,30
345,to,0,30
346,be,0,30
347,an,0,30
348,easy,0,30
349,operation,0,30
350,.,0,30
351,There,0,31
352,are,0,31
353,any,0,31
354,number,0,31
355,of,0,31
356,complications,0,31
357,",",0,31
358,one,0,31
359,of,0,31
360,which,0,31
361,is,0,32
362,that,0,32
363,as,0,32
364,part,0,32
365,of,0,32
366,the,0,32
367,submarine,0,32
368,is,0,32
369,stuck,0,32
370,in,0,32
371,sand,0,32
372,and,0,32
373,clay,0,32
374,on,0,32
375,the,0,32
376,seabed,0,32
377,",",0,32
378,so,0,32
379,that,0,32
380,'s,0,32
381,going,0,32
382,to,0,32
383,give,0,32
384,resistance,0,32
385,once,0,32
386,they,ENTITY,32
387,do,0,32
388,try,0,32
389,to,0,32
390,lift,0,32
391,it,0,32
392,.,0,32
393,Second,0,33
394,problem,0,33
395,",",0,33
396,as,0,33
397,I,0,33
398,have,0,33
399,already,0,33
400,mentioned,0,33
401,",",0,33
402,two,0,33
403,nuclear,0,34
404,reactors,0,34
405,on,0,34
406,board,0,34
407,.,0,34
408,They,ENTITY,35
409,are,0,35
410,not,0,35
411,going,0,35
412,to,0,35
413,be,0,35
414,able,0,35
415,to,0,35
416,attach,0,35
417,any,0,35
418,lifting,0,36
419,gear,0,36
420,to,0,36
421,any,0,36
422,parts,0,36
423,of,0,36
424,the,0,36
425,vessel,0,36
426,nearby,0,36
427,the,0,36
428,nuclear,0,36
429,reactors,0,36
430,for,0,36
431,fear,0,36
432,of,0,36
433,provoking,0,36
434,an,0,36
435,accident,0,36
436,",",0,36
437,so,0,36
438,it,0,36
439,is,0,36
440,going,0,36
441,to,0,36
442,be,0,36
443,extremely,0,36
444,difficult,0,36
445,.,0,36
446,We,0,37
447,had,0,37
448,heard,0,37
449,a,0,37
450,few,0,37
451,months,0,37
452,ago,0,37
453,about,0,37
454,some,0,37
455,theories,0,37
456,on,0,38
457,how,0,38
458,the,0,38
459,submarine,0,38
460,could,0,38
461,be,0,38
462,raised,0,38
463,.,0,38
464,One,0,39
465,of,0,39
466,them,0,39
467,was,0,39
468,using,0,39
469,balloons,0,39
470,.,0,39
471,Is,0,40
472,that,0,40
473,what,0,40
474,the,ENTITY,40
475,foundation,ENTITY,40
476,itself,ENTITY,40
477,plans,0,40
478,on,0,40
479,doing,0,40
480,?,0,40
481,That,0,41
482,'s,0,41
483,not,0,41
484,what,0,41
485,they,ENTITY,41
486,are,0,41
487,proposing,0,41
488,.,0,41
489,Their,ENTITY,42
490,rescue,0,42
491,attempt,0,42
492,involves,0,42
493,three,0,42
494,vessels,0,42
495,essentially,0,42
496,.,0,42
497,One,0,43
498,is,0,43
499,a,0,43
500,diving,0,43
501,ship,0,43
502,with,0,43
503,two,0,43
504,diving,0,43
505,bells,0,43
