,token,ent,sent
0,In,0,0
1,the,0,0
2,Palestinian,0,0
3,territories,0,0
4,today,0,0
5,",",0,0
6,violence,0,0
7,on,0,0
8,violence,0,0
9,again,0,0
10,.,0,1
11,It,0,2
12,began,0,2
13,with,0,2
14,the,0,2
15,bombing,0,2
16,of,0,2
17,a,0,2
18,school,0,2
19,bus,0,2
20,carrying,0,2
21,children,0,3
22,of,0,3
23,Jewish,0,3
24,settlers,0,3
25,.,0,3
26,It,0,4
27,ended,0,4
28,with,0,4
29,one,0,4
30,of,0,4
31,the,0,4
32,most,0,4
33,punishing,0,4
34,Israeli,0,4
35,responses,0,4
36,in,0,5
37,weeks,0,5
38,.,0,5
39,Here,0,6
40,'s,0,6
41,ABC,0,6
42,'s,0,6
43,Gillian,0,6
44,Findlay,0,6
45,.,0,6
46,For,0,7
47,two,0,7
48,hours,0,7
49,tonight,0,7
50,",",0,7
51,Israeli,0,7
52,helicopters,0,7
53,and,0,7
54,ships,0,7
55,fired,0,7
56,missile,0,8
57,after,0,8
58,missile,0,8
59,on,0,8
60,Gaza,ENTITY,8
61,",",0,8
62,with,0,8
63,50,0,8
64,missiles,0,8
65,in,0,8
66,all,0,8
67,",",0,8
68,hitting,0,8
69,police,0,8
70,buildings,0,8
71,",",0,8
72,Palestinian,0,8
73,security,0,8
74,buildings,0,8
75,",",0,8
76,several,0,8
77,offices,0,8
78,of,0,8
79,Yasser,0,8
80,Arafat,0,8
81,'s,0,8
82,political,0,8
83,organization,0,8
84,.,0,8
85,Unlike,0,9
86,previous,0,9
87,attacks,0,9
88,",",0,9
89,this,0,9
90,one,0,9
91,began,0,9
92,without,0,9
93,warning,0,9
94,and,0,9
95,early,0,10
96,enough,0,10
97,that,0,10
98,people,0,10
99,were,0,10
100,still,0,10
101,in,0,10
102,the,0,10
103,streets,0,10
104,.,0,10
105,Gaza,ENTITY,11
106,hospitals,0,11
107,reported,0,11
108,dozens,0,11
109,of,0,11
110,wounded,0,11
111,",",0,11
112,mostly,0,11
113,bruises,0,11
114,",",0,11
115,doctors,0,12
116,said,0,12
117,",",0,12
118,and,0,12
119,shock,0,12
120,.,0,12
121,Earlier,0,13
122,today,0,13
123,",",0,13
124,it,0,13
125,was,0,13
126,Israelis,0,13
127,in,0,13
128,shock,0,13
129,after,0,13
130,a,0,13
131,bomb,0,14
132,exploded,0,14
133,next,0,14
134,to,0,14
