,token,ent,sent
0,Final,0,0
1,think,0,0
2,evening,0,0
3,--,0,0
4,on,0,0
5,this,0,0
6,Halloween,0,0
7,",",0,0
8,witchcraft,0,0
9,.,0,0
10,At,0,1
11,least,0,1
12,"500,000",0,1
13,Americans,0,1
14,now,0,1
15,describe,0,1
16,themselves,0,1
17,as,0,1
18,witches,0,1
19,",",0,1
20,in,0,2
21,that,0,2
22,they,0,2
23,practice,0,2
24,witchcraft,0,2
25,in,0,2
26,one,0,2
27,part,0,2
28,of,0,2
29,the,0,2
30,country,0,2
31,or,0,2
32,another,0,2
33,.,0,2
34,Many,0,3
35,find,0,3
36,what,0,3
37,witches,0,3
38,do,0,3
39,inoffensive,0,3
40,",",0,3
41,but,0,3
42,not,0,3
43,so,0,3
44,in,0,4
45,part,0,4
46,of,0,4
47,Louisiana,0,4
48,.,0,4
49,Peggy,0,5
50,Wehmeyer,0,5
51,reports,0,5
52,on,0,5
53,what,0,5
54,is,0,5
55,acceptable,0,5
56,in,0,5
57,New,ENTITY,5
58,Orleans,0,5
59,is,0,6
60,anything,0,6
61,but,0,6
62,not,0,6
63,far,0,6
64,away,0,6
65,.,0,6
66,When,0,7
67,it,0,7
68,comes,0,7
69,to,0,7
70,spirituality,0,7
71,",",0,7
72,New,ENTITY,7
73,Orleans,ENTITY,7
74,is,0,7
75,a,0,7
76,city,0,8
77,of,0,8
78,contrasts,0,8
79,.,0,8
80,Attend,0,9
81,Mass,0,9
82,on,0,9
83,Sunday,0,9
84,morning,0,9
85,",",0,9
86,visit,0,9
87,fortune,0,9
88,tellers,0,9
89,and,0,9
90,voodoo,0,10
91,queens,0,10
92,by,0,10
93,noon,0,10
94,.,0,10
95,But,0,11
96,practices,0,11
97,that,0,11
98,go,0,11
99,mostly,0,11
100,unnoticed,0,11
101,in,0,11
102,New,ENTITY,11
103,Orleans,0,11
104,are,0,11
105,causing,0,12
106,a,0,12
107,stir,0,12
108,because,0,12
109,70,0,12
110,miles,0,12
111,down,0,12
112,the,0,12
113,road,0,12
114,in,0,12
115,a,0,12
116,conservative,0,12
117,bayou,0,12
118,town,0,12
119,",",0,12
120,a,0,12
121,home,0,12
122,to,0,12
123,more,0,12
124,than,0,12
125,100,0,12
